City,State,Date,Avg_List_Price
Houston,TX,2021-07-31,371980.0
Washington,DC,2021-07-31,537267.0
Miami-Fort Lauderdale,FL,2021-07-31,460929.63636363635
Atlanta,GA,2021-07-31,402633.0
Boston,MA,2021-07-31,694300.0
San Francisco,CA,2021-07-31,983333.0
Detroit,MI,2021-07-31,299233.0
Riverside,CA,2021-07-31,543000.0
Phoenix,AZ,2021-07-31,458160.0
Seattle,WA,2021-07-31,705297.0
Minneapolis-St Paul,MN,2021-07-31,387933.0
San Diego,CA,2021-07-31,849333.0
St. Louis,MO,2021-07-31,265467.0
Tampa,FL,2021-07-31,361333.0
Baltimore,MD,2021-07-31,374963.0
Denver,CO,2021-07-31,606488.0
Pittsburgh,PA,2021-07-31,249630.0
Portland,OR,2021-07-31,594633.0
Charlotte,NC,2021-07-31,406833.0
Sacramento,CA,2021-07-31,623267.0
San Antonio,TX,2021-07-31,329997.0
Orlando,FL,2021-07-31,368597.0
Cincinnati,OH,2021-07-31,359630.0
Cleveland,OH,2021-07-31,230967.0
Kansas City,MO,2021-07-31,384217.0
Las Vegas,NV,2021-07-31,427817.0
Columbus,OH,2021-07-31,346133.0
Indianapolis,IN,2021-07-31,300703.0
San Jose,CA,2021-07-31,1298298.0
Austin,TX,2021-07-31,502997.0
Virginia Beach,VA,2021-07-31,306623.0
Nashville,TN,2021-07-31,449633.0
Providence,RI,2021-07-31,438300.0
Milwaukee,WI,2021-07-31,232633.0
Jacksonville,FL,2021-07-31,350493.0
Memphis,TN,2021-07-31,261663.0
Oklahoma City,OK,2021-07-31,318797.0
Louisville-Jefferson County,KY,2021-07-31,289933.0
Hartford,CT,2021-07-31,338300.0
Richmond,VA,2021-07-31,389917.0
New Orleans,LA,2021-07-31,326333.0
Buffalo,NY,2021-07-31,254667.0
Raleigh,NC,2021-07-31,419997.0
Birmingham,AL,2021-07-31,293633.0
Salt Lake City,UT,2021-07-31,562771.0
Rochester,NY,2021-07-31,253267.0
Grand Rapids,MI,2021-07-31,380425.0
Tucson,AZ,2021-07-31,385500.0
Urban Honolulu,HI,2021-07-31,653333.0
Tulsa,OK,2021-07-31,295396.0
Fresno,CA,2021-07-31,426497.0
Worcester,MA,2021-07-31,411633.0
Stamford,CT,2021-07-31,783133.0
Albuquerque,NM,2021-07-31,372032.0
Albany,NY,2021-07-31,286267.0
Omaha,NE,2021-07-31,323000.0
New Haven,CT,2021-07-31,351567.0
Bakersfield,CA,2021-07-31,324500.0
Knoxville,TN,2021-07-31,348300.0
Greenville,SC,2021-07-31,324750.0
Ventura,CA,2021-07-31,926650.0
Allentown,PA,2021-07-31,339567.0
El Paso,TX,2021-07-31,251650.0
Baton Rouge,LA,2021-07-31,301960.0
Dayton,OH,2021-07-31,243797.0
McAllen,TX,2021-07-31,251967.0
Columbia,SC,2021-07-31,269933.0
Greensboro,NC,2021-07-31,298950.0
Akron,OH,2021-07-31,199967.0
North Port-Sarasota-Bradenton,FL,2021-07-31,463000.0
Little Rock,AR,2021-07-31,233300.0
Stockton,CA,2021-07-31,555650.0
Charleston,SC,2021-07-31,478252.0
Syracuse,NY,2021-07-31,208300.0
Colorado Springs,CO,2021-07-31,581633.0
Winston-Salem,NC,2021-07-31,291037.0
Wichita,KS,2021-07-31,224967.0
Springfield,MA,2021-07-31,344966.0
Fort Myers,FL,2021-07-31,392967.0
Boise City,ID,2021-07-31,560680.0
Toledo,OH,2021-07-31,191933.0
Madison,WI,2021-07-31,378267.0
Lakeland,FL,2021-07-31,306801.0
Ogden,UT,2021-07-31,536500.0
Daytona Beach,FL,2021-07-31,336567.0
Des Moines,IA,2021-07-31,317358.0
Provo,UT,2021-07-31,549908.0
Durham,NC,2021-07-31,474967.0
Fort Collins,CO,2021-07-31,488517.0
New York,NY,2021-08-31,647333.0
Los Angeles-Long Beach-Anaheim,CA,2021-08-31,979267.0
Chicago,IL,2021-08-31,348630.0
Dallas-Fort Worth,TX,2021-08-31,397963.0
Philadelphia,PA,2021-08-31,337263.0
Houston,TX,2021-08-31,372950.0
Washington,DC,2021-08-31,532267.0
Miami-Fort Lauderdale,FL,2021-08-31,460929.63636363635
Atlanta,GA,2021-08-31,402667.0
Boston,MA,2021-08-31,680667.0
San Francisco,CA,2021-08-31,964667.0
Detroit,MI,2021-08-31,289267.0
Riverside,CA,2021-08-31,547000.0
Phoenix,AZ,2021-08-31,464493.0
Seattle,WA,2021-08-31,698300.0
Minneapolis-St Paul,MN,2021-08-31,382967.0
San Diego,CA,2021-08-31,847633.0
St. Louis,MO,2021-08-31,258167.0
Tampa,FL,2021-08-31,369986.0
Baltimore,MD,2021-08-31,367997.0
Denver,CO,2021-08-31,610248.0
Pittsburgh,PA,2021-08-31,239330.0
Portland,OR,2021-08-31,589300.0
Charlotte,NC,2021-08-31,404333.0
Sacramento,CA,2021-08-31,621633.0
San Antonio,TX,2021-08-31,342667.0
Orlando,FL,2021-08-31,378630.0
Cincinnati,OH,2021-08-31,345627.0
Cleveland,OH,2021-08-31,220967.0
Kansas City,MO,2021-08-31,368993.0
Las Vegas,NV,2021-08-31,437483.0
Columbus,OH,2021-08-31,341133.0
Indianapolis,IN,2021-08-31,300298.0
San Jose,CA,2021-08-31,1289998.0
Austin,TX,2021-08-31,506538.0
Virginia Beach,VA,2021-08-31,303290.0
Nashville,TN,2021-08-31,453000.0
Providence,RI,2021-08-31,443167.0
Milwaukee,WI,2021-08-31,220967.0
Jacksonville,FL,2021-08-31,352160.0
Memphis,TN,2021-08-31,261663.0
Oklahoma City,OK,2021-08-31,313546.0
Louisville-Jefferson County,KY,2021-08-31,284967.0
Hartford,CT,2021-08-31,330000.0
Richmond,VA,2021-08-31,383600.0
New Orleans,LA,2021-08-31,324333.0
Buffalo,NY,2021-08-31,244667.0
Raleigh,NC,2021-08-31,423662.0
Birmingham,AL,2021-08-31,290633.0
Salt Lake City,UT,2021-08-31,560771.0
Rochester,NY,2021-08-31,244967.0
Grand Rapids,MI,2021-08-31,382266.0
Tucson,AZ,2021-08-31,382467.0
Urban Honolulu,HI,2021-08-31,678000.0
Tulsa,OK,2021-08-31,288989.0
Fresno,CA,2021-08-31,424000.0
Worcester,MA,2021-08-31,411666.0
Stamford,CT,2021-08-31,736083.0
Albuquerque,NM,2021-08-31,372498.0
Albany,NY,2021-08-31,278267.0
Omaha,NE,2021-08-31,315000.0
New Haven,CT,2021-08-31,344900.0
Bakersfield,CA,2021-08-31,322833.0
Knoxville,TN,2021-08-31,341633.0
Greenville,SC,2021-08-31,329583.0
Ventura,CA,2021-08-31,897650.0
Allentown,PA,2021-08-31,332933.0
El Paso,TX,2021-08-31,251967.0
Baton Rouge,LA,2021-08-31,300130.0
Dayton,OH,2021-08-31,239430.0
McAllen,TX,2021-08-31,255300.0
Columbia,SC,2021-08-31,272800.0
Greensboro,NC,2021-08-31,302567.0
Akron,OH,2021-08-31,199933.0
North Port-Sarasota-Bradenton,FL,2021-08-31,471667.0
Little Rock,AR,2021-08-31,233333.0
Stockton,CA,2021-08-31,570000.0
Charleston,SC,2021-08-31,464559.0
Syracuse,NY,2021-08-31,199300.0
Colorado Springs,CO,2021-08-31,578487.0
Winston-Salem,NC,2021-08-31,294637.0
Wichita,KS,2021-08-31,220000.0
Springfield,MA,2021-08-31,338267.0
Fort Myers,FL,2021-08-31,397966.0
Boise City,ID,2021-08-31,559188.0
Toledo,OH,2021-08-31,186600.0
Madison,WI,2021-08-31,376600.0
Lakeland,FL,2021-08-31,311333.0
Ogden,UT,2021-08-31,537950.0
Daytona Beach,FL,2021-08-31,341600.0
Des Moines,IA,2021-08-31,319925.0
Provo,UT,2021-08-31,553588.0
Durham,NC,2021-08-31,474933.0
Fort Collins,CO,2021-08-31,497442.0
New York,NY,2021-09-30,642000.0
Los Angeles-Long Beach-Anaheim,CA,2021-09-30,959300.0
Chicago,IL,2021-09-30,341630.0
Dallas-Fort Worth,TX,2021-09-30,399630.0
Philadelphia,PA,2021-09-30,331267.0
Houston,TX,2021-09-30,371797.0
Washington,DC,2021-09-30,526633.0
Miami-Fort Lauderdale,FL,2021-09-30,472667.0
Atlanta,GA,2021-09-30,401667.0
Boston,MA,2021-09-30,672633.0
San Francisco,CA,2021-09-30,942333.0
Detroit,MI,2021-09-30,275933.0
Riverside,CA,2021-09-30,549933.0
Phoenix,AZ,2021-09-30,468163.0
Seattle,WA,2021-09-30,694650.0
Minneapolis-St Paul,MN,2021-09-30,378300.0
San Diego,CA,2021-09-30,844300.0
St. Louis,MO,2021-09-30,253133.0
Tampa,FL,2021-09-30,376319.0
Baltimore,MD,2021-09-30,361330.0
Denver,CO,2021-09-30,612060.0
Pittsburgh,PA,2021-09-30,231500.0
Portland,OR,2021-09-30,581333.0
Charlotte,NC,2021-09-30,403000.0
Sacramento,CA,2021-09-30,619000.0
San Antonio,TX,2021-09-30,348663.0
Orlando,FL,2021-09-30,384963.0
Cincinnati,OH,2021-09-30,335460.0
Cleveland,OH,2021-09-30,211267.0
Kansas City,MO,2021-09-30,358993.0
Las Vegas,NV,2021-09-30,446300.0
Columbus,OH,2021-09-30,335490.0
Indianapolis,IN,2021-09-30,302628.0
San Jose,CA,2021-09-30,1283333.0
Austin,TX,2021-09-30,514229.0
Virginia Beach,VA,2021-09-30,302956.0
Nashville,TN,2021-09-30,453330.0
Providence,RI,2021-09-30,438133.0
Milwaukee,WI,2021-09-30,214333.0
Jacksonville,FL,2021-09-30,357157.0
Memphis,TN,2021-09-30,263663.0
Oklahoma City,OK,2021-09-30,309546.0
Louisville-Jefferson County,KY,2021-09-30,278933.0
Hartford,CT,2021-09-30,326667.0
Richmond,VA,2021-09-30,381950.0
New Orleans,LA,2021-09-30,321000.0
Buffalo,NY,2021-09-30,239633.0
Raleigh,NC,2021-09-30,425632.0
Birmingham,AL,2021-09-30,289633.0
Salt Lake City,UT,2021-09-30,552471.0
Rochester,NY,2021-09-30,234966.0
Grand Rapids,MI,2021-09-30,381133.0
Tucson,AZ,2021-09-30,376233.0
Urban Honolulu,HI,2021-09-30,693000.0
Tulsa,OK,2021-09-30,288489.0
Fresno,CA,2021-09-30,425000.0
Worcester,MA,2021-09-30,403333.0
Stamford,CT,2021-09-30,698867.0
Albuquerque,NM,2021-09-30,373390.0
Albany,NY,2021-09-30,274933.0
Omaha,NE,2021-09-30,311500.0
New Haven,CT,2021-09-30,338267.0
Bakersfield,CA,2021-09-30,322833.0
Knoxville,TN,2021-09-30,339967.0
Greenville,SC,2021-09-30,332600.0
Ventura,CA,2021-09-30,894300.0
Allentown,PA,2021-09-30,336300.0
El Paso,TX,2021-09-30,251633.0
Baton Rouge,LA,2021-09-30,299300.0
Dayton,OH,2021-09-30,234600.0
McAllen,TX,2021-09-30,256300.0
Columbia,SC,2021-09-30,277133.0
Greensboro,NC,2021-09-30,302900.0
Akron,OH,2021-09-30,196567.0
North Port-Sarasota-Bradenton,FL,2021-09-30,480319.0
Little Rock,AR,2021-09-30,231500.0
Stockton,CA,2021-09-30,571667.0
Charleston,SC,2021-09-30,444172.0
Syracuse,NY,2021-09-30,187600.0
Colorado Springs,CO,2021-09-30,563453.0
Winston-Salem,NC,2021-09-30,297536.0
Wichita,KS,2021-09-30,218333.0
Springfield,MA,2021-09-30,329933.0
Fort Myers,FL,2021-09-30,406000.0
Boise City,ID,2021-09-30,551567.0
Toledo,OH,2021-09-30,179267.0
Madison,WI,2021-09-30,373267.0
Lakeland,FL,2021-09-30,315213.0
Ogden,UT,2021-09-30,536217.0
Daytona Beach,FL,2021-09-30,344966.0
Des Moines,IA,2021-09-30,319367.0
Provo,UT,2021-09-30,552313.0
Durham,NC,2021-09-30,471633.0
Fort Collins,CO,2021-09-30,518225.0
New York,NY,2021-10-31,640667.0
Los Angeles-Long Beach-Anaheim,CA,2021-10-31,946633.0
Chicago,IL,2021-10-31,334933.0
Dallas-Fort Worth,TX,2021-10-31,399967.0
Philadelphia,PA,2021-10-31,329633.0
Houston,TX,2021-10-31,371902.0
Washington,DC,2021-10-31,525997.0
Miami-Fort Lauderdale,FL,2021-10-31,479333.0
Atlanta,GA,2021-10-31,400000.0
Boston,MA,2021-10-31,671300.0
San Francisco,CA,2021-10-31,930667.0
Detroit,MI,2021-10-31,261600.0
Riverside,CA,2021-10-31,550697.0
Phoenix,AZ,2021-10-31,471333.0
Seattle,WA,2021-10-31,693000.0
Minneapolis-St Paul,MN,2021-10-31,373333.0
San Diego,CA,2021-10-31,844300.0
St. Louis,MO,2021-10-31,247633.0
Tampa,FL,2021-10-31,379986.0
Baltimore,MD,2021-10-31,354000.0
Denver,CO,2021-10-31,615360.0
Pittsburgh,PA,2021-10-31,226833.0
Portland,OR,2021-10-31,574667.0
Charlotte,NC,2021-10-31,406333.0
Sacramento,CA,2021-10-31,618663.0
San Antonio,TX,2021-10-31,348178.0
Orlando,FL,2021-10-31,391300.0
Cincinnati,OH,2021-10-31,330597.0
Cleveland,OH,2021-10-31,201567.0
Kansas City,MO,2021-10-31,355677.0
Las Vegas,NV,2021-10-31,459300.0
Columbus,OH,2021-10-31,332990.0
Indianapolis,IN,2021-10-31,304328.0
San Jose,CA,2021-10-31,1276667.0
Austin,TX,2021-10-31,518893.0
Virginia Beach,VA,2021-10-31,301333.0
Nashville,TN,2021-10-31,456163.0
Providence,RI,2021-10-31,436433.0
Milwaukee,WI,2021-10-31,209633.0
Jacksonville,FL,2021-10-31,362293.0
Memphis,TN,2021-10-31,267330.0
Oklahoma City,OK,2021-10-31,305276.0
Louisville-Jefferson County,KY,2021-10-31,274967.0
Hartford,CT,2021-10-31,324667.0
Richmond,VA,2021-10-31,385267.0
New Orleans,LA,2021-10-31,321000.0
Buffalo,NY,2021-10-31,233267.0
Raleigh,NC,2021-10-31,425632.0
Birmingham,AL,2021-10-31,294133.0
Salt Lake City,UT,2021-10-31,548000.0
Rochester,NY,2021-10-31,224708.0
Grand Rapids,MI,2021-10-31,374800.0
Tucson,AZ,2021-10-31,370447.0
Urban Honolulu,HI,2021-10-31,691333.0
Tulsa,OK,2021-10-31,288789.0
Fresno,CA,2021-10-31,431667.0
Worcester,MA,2021-10-31,399666.0
Stamford,CT,2021-10-31,682200.0
Albuquerque,NM,2021-10-31,381723.0
Albany,NY,2021-10-31,269933.0
Omaha,NE,2021-10-31,311858.0
New Haven,CT,2021-10-31,336600.0
Bakersfield,CA,2021-10-31,323300.0
Knoxville,TN,2021-10-31,338267.0
Greenville,SC,2021-10-31,330967.0
Ventura,CA,2021-10-31,893967.0
Allentown,PA,2021-10-31,339667.0
El Paso,TX,2021-10-31,252950.0
Baton Rouge,LA,2021-10-31,299333.0
Dayton,OH,2021-10-31,227933.0
McAllen,TX,2021-10-31,258000.0
Columbia,SC,2021-10-31,280433.0
Greensboro,NC,2021-10-31,303567.0
Akron,OH,2021-10-31,189933.0
North Port-Sarasota-Bradenton,FL,2021-10-31,490316.0
Little Rock,AR,2021-10-31,229833.0
Stockton,CA,2021-10-31,563333.0
Charleston,SC,2021-10-31,435637.0
Syracuse,NY,2021-10-31,180933.0
Colorado Springs,CO,2021-10-31,558117.0
Winston-Salem,NC,2021-10-31,300628.0
Wichita,KS,2021-10-31,221667.0
Springfield,MA,2021-10-31,319600.0
Fort Myers,FL,2021-10-31,421633.0
Boise City,ID,2021-10-31,548233.0
Toledo,OH,2021-10-31,170933.0
Madison,WI,2021-10-31,373233.0
Lakeland,FL,2021-10-31,319913.0
Ogden,UT,2021-10-31,534550.0
Daytona Beach,FL,2021-10-31,351133.0
Des Moines,IA,2021-10-31,316487.0
Provo,UT,2021-10-31,552280.0
Durham,NC,2021-10-31,474967.0
Fort Collins,CO,2021-10-31,534933.0
New York,NY,2021-11-30,644333.0
Los Angeles-Long Beach-Anaheim,CA,2021-11-30,946667.0
Chicago,IL,2021-11-30,329933.0
Dallas-Fort Worth,TX,2021-11-30,403667.0
Philadelphia,PA,2021-11-30,329633.0
Houston,TX,2021-11-30,372302.0
Washington,DC,2021-11-30,526993.0
Miami-Fort Lauderdale,FL,2021-11-30,487667.0
Atlanta,GA,2021-11-30,399999.0
Boston,MA,2021-11-30,676633.0
San Francisco,CA,2021-11-30,917333.0
Detroit,MI,2021-11-30,249833.0
Riverside,CA,2021-11-30,550731.0
Phoenix,AZ,2021-11-30,474967.0
Seattle,WA,2021-11-30,691650.0
Minneapolis-St Paul,MN,2021-11-30,373333.0
San Diego,CA,2021-11-30,846000.0
St. Louis,MO,2021-11-30,244267.0
Tampa,FL,2021-11-30,386917.0
Baltimore,MD,2021-11-30,347667.0
Denver,CO,2021-11-30,619967.0
Pittsburgh,PA,2021-11-30,223500.0
Portland,OR,2021-11-30,572963.0
Charlotte,NC,2021-11-30,409667.0
Sacramento,CA,2021-11-30,621996.0
San Antonio,TX,2021-11-30,345145.0
Orlando,FL,2021-11-30,395617.0
Cincinnati,OH,2021-11-30,328933.0
Cleveland,OH,2021-11-30,197600.0
Kansas City,MO,2021-11-30,361665.0
Las Vegas,NV,2021-11-30,468367.0
Columbus,OH,2021-11-30,337823.0
Indianapolis,IN,2021-11-30,307330.0
San Jose,CA,2021-11-30,1255000.0
Austin,TX,2021-11-30,523588.0
Virginia Beach,VA,2021-11-30,301333.0
Nashville,TN,2021-11-30,462497.0
Providence,RI,2021-11-30,433233.0
Milwaukee,WI,2021-11-30,204933.0
Jacksonville,FL,2021-11-30,366280.0
Memphis,TN,2021-11-30,269330.0
Oklahoma City,OK,2021-11-30,305588.0
Louisville-Jefferson County,KY,2021-11-30,271630.0
Hartford,CT,2021-11-30,324667.0
Richmond,VA,2021-11-30,391283.0
New Orleans,LA,2021-11-30,324333.0
Buffalo,NY,2021-11-30,231567.0
Raleigh,NC,2021-11-30,426530.0
Birmingham,AL,2021-11-30,298766.0
Salt Lake City,UT,2021-11-30,545000.0
Rochester,NY,2021-11-30,219375.0
Grand Rapids,MI,2021-11-30,372133.0
Tucson,AZ,2021-11-30,368447.0
Urban Honolulu,HI,2021-11-30,684000.0
Tulsa,OK,2021-11-30,286883.0
Fresno,CA,2021-11-30,439967.0
Worcester,MA,2021-11-30,399333.0
Stamford,CT,2021-11-30,697417.0
Albuquerque,NM,2021-11-30,387055.0
Albany,NY,2021-11-30,265767.0
Omaha,NE,2021-11-30,315192.0
New Haven,CT,2021-11-30,336600.0
Bakersfield,CA,2021-11-30,333133.0
Knoxville,TN,2021-11-30,334933.0
Greenville,SC,2021-11-30,326833.0
Ventura,CA,2021-11-30,902633.0
Allentown,PA,2021-11-30,343000.0
El Paso,TX,2021-11-30,255967.0
Baton Rouge,LA,2021-11-30,305467.0
Dayton,OH,2021-11-30,223130.0
McAllen,TX,2021-11-30,258217.0
Columbia,SC,2021-11-30,285100.0
Greensboro,NC,2021-11-30,308567.0
Akron,OH,2021-11-30,184800.0
North Port-Sarasota-Bradenton,FL,2021-11-30,507282.0
Little Rock,AR,2021-11-30,228167.0
Stockton,CA,2021-11-30,561333.0
Charleston,SC,2021-11-30,430963.0
Syracuse,NY,2021-11-30,178100.0
Colorado Springs,CO,2021-11-30,556263.0
Winston-Salem,NC,2021-11-30,304029.0
Wichita,KS,2021-11-30,228333.0
Springfield,MA,2021-11-30,309633.0
Fort Myers,FL,2021-11-30,438300.0
Boise City,ID,2021-11-30,548267.0
Toledo,OH,2021-11-30,164267.0
Madison,WI,2021-11-30,374900.0
Lakeland,FL,2021-11-30,324483.0
Ogden,UT,2021-11-30,533133.0
Daytona Beach,FL,2021-11-30,355047.0
Des Moines,IA,2021-11-30,317439.0
Provo,UT,2021-11-30,552280.0
Durham,NC,2021-11-30,475000.0
Fort Collins,CO,2021-11-30,552967.0
New York,NY,2021-12-31,647967.0
Los Angeles-Long Beach-Anaheim,CA,2021-12-31,950000.0
Chicago,IL,2021-12-31,324133.0
Dallas-Fort Worth,TX,2021-12-31,410167.0
Philadelphia,PA,2021-12-31,326333.0
Houston,TX,2021-12-31,372118.0
Washington,DC,2021-12-31,528627.0
Miami-Fort Lauderdale,FL,2021-12-31,494667.0
Atlanta,GA,2021-12-31,399966.0
Boston,MA,2021-12-31,684667.0
San Francisco,CA,2021-12-31,907333.0
Detroit,MI,2021-12-31,238167.0
Riverside,CA,2021-12-31,550764.0
Phoenix,AZ,2021-12-31,478300.0
Seattle,WA,2021-12-31,686633.0
Minneapolis-St Paul,MN,2021-12-31,378300.0
San Diego,CA,2021-12-31,849665.0
St. Louis,MO,2021-12-31,242633.0
Tampa,FL,2021-12-31,393583.0
Baltimore,MD,2021-12-31,342633.0
Denver,CO,2021-12-31,626630.0
Pittsburgh,PA,2021-12-31,218000.0
Portland,OR,2021-12-31,572963.0
Charlotte,NC,2021-12-31,410000.0
Sacramento,CA,2021-12-31,629630.0
San Antonio,TX,2021-12-31,342719.0
Orlando,FL,2021-12-31,398950.0
Cincinnati,OH,2021-12-31,330130.0
Cleveland,OH,2021-12-31,194967.0
Kansas City,MO,2021-12-31,373748.0
Las Vegas,NV,2021-12-31,478400.0
Columbus,OH,2021-12-31,346500.0
Indianapolis,IN,2021-12-31,311302.0
San Jose,CA,2021-12-31,1228000.0
Austin,TX,2021-12-31,523900.0
Virginia Beach,VA,2021-12-31,300000.0
Nashville,TN,2021-12-31,466272.0
Providence,RI,2021-12-31,431600.0
Milwaukee,WI,2021-12-31,198267.0
Jacksonville,FL,2021-12-31,368613.0
Memphis,TN,2021-12-31,267333.0
Oklahoma City,OK,2021-12-31,310479.0
Louisville-Jefferson County,KY,2021-12-31,270997.0
Hartford,CT,2021-12-31,329633.0
Richmond,VA,2021-12-31,401297.0
New Orleans,LA,2021-12-31,327333.0
Buffalo,NY,2021-12-31,229859.0
Raleigh,NC,2021-12-31,427511.0
Birmingham,AL,2021-12-31,300999.0
Salt Lake City,UT,2021-12-31,555000.0
Rochester,NY,2021-12-31,216042.0
Grand Rapids,MI,2021-12-31,376233.0
Tucson,AZ,2021-12-31,368343.0
Urban Honolulu,HI,2021-12-31,670667.0
Tulsa,OK,2021-12-31,283983.0
Fresno,CA,2021-12-31,449967.0
Worcester,MA,2021-12-31,396000.0
Stamford,CT,2021-12-31,715967.0
Albuquerque,NM,2021-12-31,389313.0
Albany,NY,2021-12-31,264100.0
Omaha,NE,2021-12-31,330688.0
New Haven,CT,2021-12-31,336567.0
Bakersfield,CA,2021-12-31,343117.0
Knoxville,TN,2021-12-31,331600.0
Greenville,SC,2021-12-31,323000.0
Ventura,CA,2021-12-31,906000.0
Allentown,PA,2021-12-31,343300.0
El Paso,TX,2021-12-31,259408.0
Baton Rouge,LA,2021-12-31,313967.0
Dayton,OH,2021-12-31,221797.0
McAllen,TX,2021-12-31,258547.0
Columbia,SC,2021-12-31,288827.0
Greensboro,NC,2021-12-31,318233.0
Akron,OH,2021-12-31,178133.0
North Port-Sarasota-Bradenton,FL,2021-12-31,521753.0
Little Rock,AR,2021-12-31,224967.0
Stockton,CA,2021-12-31,569583.0
Charleston,SC,2021-12-31,431433.0
Syracuse,NY,2021-12-31,176433.0
Colorado Springs,CO,2021-12-31,562930.0
Winston-Salem,NC,2021-12-31,305496.0
Wichita,KS,2021-12-31,238333.0
Springfield,MA,2021-12-31,305600.0
Fort Myers,FL,2021-12-31,448600.0
Boise City,ID,2021-12-31,556600.0
Toledo,OH,2021-12-31,158233.0
Madison,WI,2021-12-31,381567.0
Lakeland,FL,2021-12-31,329035.0
Ogden,UT,2021-12-31,537216.0
Daytona Beach,FL,2021-12-31,355080.0
Des Moines,IA,2021-12-31,320773.0
Provo,UT,2021-12-31,563627.0
Durham,NC,2021-12-31,472253.0
Fort Collins,CO,2021-12-31,565083.0
New York,NY,2022-01-31,655967.0
Los Angeles-Long Beach-Anaheim,CA,2022-01-31,958333.0
Chicago,IL,2022-01-31,320133.0
Dallas-Fort Worth,TX,2022-01-31,417500.0
Philadelphia,PA,2022-01-31,321333.0
Houston,TX,2022-01-31,371030.0
Washington,DC,2022-01-31,533541.0
Miami-Fort Lauderdale,FL,2022-01-31,505000.0
Atlanta,GA,2022-01-31,399300.0
Boston,MA,2022-01-31,691300.0
San Francisco,CA,2022-01-31,898667.0
Detroit,MI,2022-01-31,226500.0
Riverside,CA,2022-01-31,550000.0
Phoenix,AZ,2022-01-31,482967.0
Seattle,WA,2022-01-31,690297.0
Minneapolis-St Paul,MN,2022-01-31,389297.0
San Diego,CA,2022-01-31,858331.0
St. Louis,MO,2022-01-31,244800.0
Tampa,FL,2022-01-31,398550.0
Baltimore,MD,2022-01-31,336633.0
Denver,CO,2022-01-31,632488.0
Pittsburgh,PA,2022-01-31,211333.0
Portland,OR,2022-01-31,579628.0
Charlotte,NC,2022-01-31,407000.0
Sacramento,CA,2022-01-31,638266.0
San Antonio,TX,2022-01-31,343537.0
Orlando,FL,2022-01-31,402583.0
Cincinnati,OH,2022-01-31,336963.0
Cleveland,OH,2022-01-31,191667.0
Kansas City,MO,2022-01-31,391998.0
Las Vegas,NV,2022-01-31,488734.0
Columbus,OH,2022-01-31,354800.0
Indianapolis,IN,2022-01-31,316302.0
San Jose,CA,2022-01-31,1236000.0
Austin,TX,2022-01-31,525233.0
Virginia Beach,VA,2022-01-31,301663.0
Nashville,TN,2022-01-31,463439.0
Providence,RI,2022-01-31,434933.0
Milwaukee,WI,2022-01-31,194933.0
Jacksonville,FL,2022-01-31,371647.0
Memphis,TN,2022-01-31,260333.0
Oklahoma City,OK,2022-01-31,321698.0
Louisville-Jefferson County,KY,2022-01-31,271663.0
Hartford,CT,2022-01-31,337967.0
Richmond,VA,2022-01-31,412980.0
New Orleans,LA,2022-01-31,329000.0
Buffalo,NY,2022-01-31,228226.0
Raleigh,NC,2022-01-31,428175.0
Birmingham,AL,2022-01-31,295167.0
Salt Lake City,UT,2022-01-31,572551.0
Rochester,NY,2022-01-31,218000.0
Grand Rapids,MI,2022-01-31,389144.0
Tucson,AZ,2022-01-31,371630.0
Urban Honolulu,HI,2022-01-31,664000.0
Tulsa,OK,2022-01-31,287349.0
Fresno,CA,2022-01-31,453300.0
Worcester,MA,2022-01-31,393000.0
Stamford,CT,2022-01-31,756000.0
Albuquerque,NM,2022-01-31,390313.0
Albany,NY,2022-01-31,262433.0
Omaha,NE,2022-01-31,355330.0
New Haven,CT,2022-01-31,338233.0
Bakersfield,CA,2022-01-31,346483.0
Knoxville,TN,2022-01-31,338267.0
Greenville,SC,2022-01-31,324633.0
Ventura,CA,2022-01-31,912667.0
Allentown,PA,2022-01-31,348348.0
El Paso,TX,2022-01-31,262925.0
Baton Rouge,LA,2022-01-31,325933.0
Dayton,OH,2022-01-31,225163.0
McAllen,TX,2022-01-31,258212.0
Columbia,SC,2022-01-31,292527.0
Greensboro,NC,2022-01-31,327930.0
Akron,OH,2022-01-31,171133.0
North Port-Sarasota-Bradenton,FL,2022-01-31,533390.0
Little Rock,AR,2022-01-31,223267.0
Stockton,CA,2022-01-31,583543.0
Charleston,SC,2022-01-31,438297.0
Syracuse,NY,2022-01-31,171433.0
Colorado Springs,CO,2022-01-31,571551.0
Winston-Salem,NC,2022-01-31,306067.0
Wichita,KS,2022-01-31,246633.0
Springfield,MA,2022-01-31,310967.0
Fort Myers,FL,2022-01-31,449967.0
Boise City,ID,2022-01-31,575267.0
Toledo,OH,2022-01-31,151567.0
Madison,WI,2022-01-31,390967.0
Lakeland,FL,2022-01-31,333702.0
Ogden,UT,2022-01-31,550416.0
Daytona Beach,FL,2022-01-31,355247.0
Des Moines,IA,2022-01-31,327351.0
Provo,UT,2022-01-31,586960.0
Durham,NC,2022-01-31,471253.0
Fort Collins,CO,2022-01-31,568383.0
New York,NY,2022-02-28,668967.0
Los Angeles-Long Beach-Anaheim,CA,2022-02-28,973333.0
Chicago,IL,2022-02-28,321183.0
Dallas-Fort Worth,TX,2022-02-28,423800.0
Philadelphia,PA,2022-02-28,316667.0
