City,Date,Avg_Rent
Houston,2021-02,1364
Washington,2021-02,1941
Miami-Fort Lauderdale,2021-02,2039
Atlanta,2021-02,1564
Boston,2021-02,2387
San Francisco,2021-02,2837
Detroit,2021-02,1262
Riverside,2021-02,2118
Phoenix,2021-02,1515
Seattle,2021-02,1861
Minneapolis-St Paul,2021-02,1502
San Diego,2021-02,2431
St. Louis,2021-02,1107
Tampa,2021-02,1569
Baltimore,2021-02,1561
Denver,2021-02,1657
Pittsburgh,2021-02,1201
Portland,2021-02,1613
Charlotte,2021-02,1443
Sacramento,2021-02,1968
San Antonio,2021-02,1240
Orlando,2021-02,1557
Cincinnati,2021-02,1244
Cleveland,2021-02,1201
Kansas City,2021-02,1161
Las Vegas,2021-02,1479
Columbus,2021-02,1243
Indianapolis,2021-02,1257
San Jose,2021-02,2863
Austin,2021-02,1471
Virginia Beach,2021-02,1381
Nashville,2021-02,1482
Providence,2021-02,1597
Milwaukee,2021-02,1082
Jacksonville,2021-02,1403
Memphis,2021-02,1264
Oklahoma City,2021-02,1141
Louisville-Jefferson County,2021-02,1121
Hartford,2021-02,1426
Richmond,2021-02,1350
New Orleans,2021-02,1288
Buffalo,2021-02,1092
Raleigh,2021-02,1420
Birmingham,2021-02,1169
Salt Lake City,2021-02,1346
Rochester,2021-02,1234
Grand Rapids,2021-02,1243
Tucson,2021-02,1310
Urban Honolulu,2021-02,2380
Tulsa,2021-02,1105
Fresno,2021-02,1686
Worcester,2021-02,1538
Stamford,2021-02,2306
Albuquerque,2021-02,1228
Albany,2021-02,1230
Omaha,2021-02,1079
New Haven,2021-02,1652
Bakersfield,2021-02,1440
Knoxville,2021-02,1325
Greenville,2021-02,1259
Ventura,2021-02,2576
Allentown,2021-02,1516
El Paso,2021-02,1163
Baton Rouge,2021-02,1220
Dayton,2021-02,1103
McAllen,2021-02,948
Columbia,2021-02,1195
Greensboro,2021-02,1161
Akron,2021-02,1026
North Port-Sarasota-Bradenton,2021-02,1764
Little Rock,2021-02,1021
Stockton,2021-02,2102
Charleston,2021-02,1476
Syracuse,2021-02,1167
Colorado Springs,2021-02,1572
Winston-Salem,2021-02,1324
Wichita,2021-02,855
Springfield,2021-02,1448
Fort Myers,2021-02,1552
Boise City,2021-02,1491
Toledo,2021-02,1065
Madison,2021-02,1247
Lakeland,2021-02,1421
Ogden,2021-02,1407
Daytona Beach,2021-02,1480
Des Moines,2021-02,1090
Jackson,2021-02,1239
Youngstown,2021-02,846
Augusta,2021-02,1137
Scranton,2021-02,1047
Harrisburg,2021-02,1179
Melbourne,2021-02,1512
Chattanooga,2021-02,1213
Spokane,2021-02,1304
Provo,2021-02,1448
Durham,2021-02,1376
Port St. Lucie,2021-02,1779
Killeen,2021-02,1116
Fort Collins,2021-02,1594
Boulder,2021-02,1918
College Station,2021-02,1228
Gainesville,2021-02,1342
Sierra Vista,2021-02,982
Sebring,2021-02,1046
New York,2021-03,2507
Los Angeles-Long Beach-Anaheim,2021-03,2472
Chicago,2021-03,1676
Dallas-Fort Worth,2021-03,1472
Philadelphia,2021-03,1610
Houston,2021-03,1374
Washington,2021-03,1951
Miami-Fort Lauderdale,2021-03,2069
Atlanta,2021-03,1585
Boston,2021-03,2418
San Francisco,2021-03,2873
Detroit,2021-03,1273
Riverside,2021-03,2157
Phoenix,2021-03,1541
Seattle,2021-03,1884
Minneapolis-St Paul,2021-03,1515
San Diego,2021-03,2453
St. Louis,2021-03,1117
Tampa,2021-03,1583
Baltimore,2021-03,1575
Denver,2021-03,1674
Pittsburgh,2021-03,1209
Portland,2021-03,1627
Charlotte,2021-03,1461
Sacramento,2021-03,1981
San Antonio,2021-03,1252
Orlando,2021-03,1575
Cincinnati,2021-03,1259
Cleveland,2021-03,1214
Kansas City,2021-03,1172
Las Vegas,2021-03,1495
Columbus,2021-03,1256
Indianapolis,2021-03,1263
San Jose,2021-03,2882
Austin,2021-03,1494
Virginia Beach,2021-03,1394
Nashville,2021-03,1501
Providence,2021-03,1611
Milwaukee,2021-03,1086
Jacksonville,2021-03,1422
Memphis,2021-03,1280
Oklahoma City,2021-03,1154
Louisville-Jefferson County,2021-03,1127
Hartford,2021-03,1444
Richmond,2021-03,1369
New Orleans,2021-03,1289
Buffalo,2021-03,1090
Raleigh,2021-03,1435
Birmingham,2021-03,1173
Salt Lake City,2021-03,1367
Rochester,2021-03,1246
Grand Rapids,2021-03,1265
Tucson,2021-03,1333
Urban Honolulu,2021-03,2405
Tulsa,2021-03,1123
Fresno,2021-03,1717
Worcester,2021-03,1555
Stamford,2021-03,2328
Albuquerque,2021-03,1244
Albany,2021-03,1252
Omaha,2021-03,1087
New Haven,2021-03,1682
Bakersfield,2021-03,1449
Knoxville,2021-03,1319
Greenville,2021-03,1279
Ventura,2021-03,2622
Allentown,2021-03,1544
El Paso,2021-03,1174
Baton Rouge,2021-03,1222
Dayton,2021-03,1119
McAllen,2021-03,955
Columbia,2021-03,1214
Greensboro,2021-03,1170
Akron,2021-03,1022
North Port-Sarasota-Bradenton,2021-03,1783
Little Rock,2021-03,1029
Stockton,2021-03,2145
Charleston,2021-03,1503
Syracuse,2021-03,1179
Colorado Springs,2021-03,1593
Winston-Salem,2021-03,1347
Wichita,2021-03,859
Springfield,2021-03,1455
Fort Myers,2021-03,1562
Boise City,2021-03,1530
Toledo,2021-03,1076
Madison,2021-03,1257
Lakeland,2021-03,1444
Ogden,2021-03,1419
Daytona Beach,2021-03,1499
Des Moines,2021-03,1110
Jackson,2021-03,1249
Youngstown,2021-03,848
Augusta,2021-03,1143
Scranton,2021-03,1050
Harrisburg,2021-03,1180
Melbourne,2021-03,1531
Chattanooga,2021-03,1231
Spokane,2021-03,1318
Provo,2021-03,1466
Durham,2021-03,1357
Port St. Lucie,2021-03,1765
Killeen,2021-03,1125
Fort Collins,2021-03,1618
Boulder,2021-03,1938
College Station,2021-03,1227
Gainesville,2021-03,1331
Sierra Vista,2021-03,983
Sebring,2021-03,1058
New York,2021-04,2545
Los Angeles-Long Beach-Anaheim,2021-04,2494
Chicago,2021-04,1709
Dallas-Fort Worth,2021-04,1498
Philadelphia,2021-04,1628
Houston,2021-04,1389
Washington,2021-04,1975
Miami-Fort Lauderdale,2021-04,2112
Atlanta,2021-04,1615
Boston,2021-04,2456
San Francisco,2021-04,2903
Detroit,2021-04,1291
Riverside,2021-04,2195
Phoenix,2021-04,1577
Seattle,2021-04,1925
Minneapolis-St Paul,2021-04,1530
San Diego,2021-04,2490
St. Louis,2021-04,1133
Tampa,2021-04,1615
Baltimore,2021-04,1601
Denver,2021-04,1705
Pittsburgh,2021-04,1222
Portland,2021-04,1651
Charlotte,2021-04,1489
Sacramento,2021-04,2005
San Antonio,2021-04,1270
Orlando,2021-04,1607
Cincinnati,2021-04,1273
Cleveland,2021-04,1216
Kansas City,2021-04,1190
Las Vegas,2021-04,1528
Columbus,2021-04,1264
Indianapolis,2021-04,1273
San Jose,2021-04,2901
Austin,2021-04,1532
Virginia Beach,2021-04,1417
Nashville,2021-04,1530
Providence,2021-04,1650
Milwaukee,2021-04,1097
Jacksonville,2021-04,1451
Memphis,2021-04,1306
Oklahoma City,2021-04,1169
Louisville-Jefferson County,2021-04,1144
Hartford,2021-04,1463
Richmond,2021-04,1386
New Orleans,2021-04,1305
Buffalo,2021-04,1107
Raleigh,2021-04,1458
Birmingham,2021-04,1181
Salt Lake City,2021-04,1397
Rochester,2021-04,1265
Grand Rapids,2021-04,1279
Tucson,2021-04,1362
Urban Honolulu,2021-04,2452
Tulsa,2021-04,1138
Fresno,2021-04,1762
Worcester,2021-04,1582
Stamford,2021-04,2375
Albuquerque,2021-04,1272
Albany,2021-04,1289
Omaha,2021-04,1095
New Haven,2021-04,1687
Bakersfield,2021-04,1477
Knoxville,2021-04,1338
Greenville,2021-04,1295
Ventura,2021-04,2679
Allentown,2021-04,1561
El Paso,2021-04,1190
Baton Rouge,2021-04,1238
Dayton,2021-04,1119
McAllen,2021-04,970
Columbia,2021-04,1226
Greensboro,2021-04,1178
Akron,2021-04,1047
North Port-Sarasota-Bradenton,2021-04,1804
Little Rock,2021-04,1044
Stockton,2021-04,2178
Charleston,2021-04,1528
Syracuse,2021-04,1211
Colorado Springs,2021-04,1620
Winston-Salem,2021-04,1368
Wichita,2021-04,872
Springfield,2021-04,1454
Fort Myers,2021-04,1592
Boise City,2021-04,1570
Toledo,2021-04,1097
Madison,2021-04,1262
Lakeland,2021-04,1467
Ogden,2021-04,1448
Daytona Beach,2021-04,1526
Des Moines,2021-04,1110
Jackson,2021-04,1256
Youngstown,2021-04,868
Augusta,2021-04,1171
Scranton,2021-04,1077
Harrisburg,2021-04,1204
Melbourne,2021-04,1561
Chattanooga,2021-04,1264
Spokane,2021-04,1365
Provo,2021-04,1482
Durham,2021-04,1397
Port St. Lucie,2021-04,1824
Killeen,2021-04,1157
Fort Collins,2021-04,1640
Boulder,2021-04,1962
College Station,2021-04,1230
Gainesville,2021-04,1379
Sierra Vista,2021-04,987
Sebring,2021-04,1065
New York,2021-05,2593
Los Angeles-Long Beach-Anaheim,2021-05,2524
Chicago,2021-05,1739
Dallas-Fort Worth,2021-05,1528
Philadelphia,2021-05,1650
Houston,2021-05,1414
Washington,2021-05,2008
Miami-Fort Lauderdale,2021-05,2160
Atlanta,2021-05,1649
Boston,2021-05,2497
San Francisco,2021-05,2943
Detroit,2021-05,1305
Riverside,2021-05,2225
Phoenix,2021-05,1626
Seattle,2021-05,1968
Minneapolis-St Paul,2021-05,1547
San Diego,2021-05,2537
St. Louis,2021-05,1146
Tampa,2021-05,1664
Baltimore,2021-05,1627
Denver,2021-05,1742
Pittsburgh,2021-05,1231
Portland,2021-05,1682
Charlotte,2021-05,1515
Sacramento,2021-05,2041
San Antonio,2021-05,1289
Orlando,2021-05,1640
Cincinnati,2021-05,1283
Cleveland,2021-05,1237
Kansas City,2021-05,1208
Las Vegas,2021-05,1578
Columbus,2021-05,1282
Indianapolis,2021-05,1295
San Jose,2021-05,2950
Austin,2021-05,1576
Virginia Beach,2021-05,1449
Nashville,2021-05,1560
Providence,2021-05,1695
Milwaukee,2021-05,1106
Jacksonville,2021-05,1484
Memphis,2021-05,1340
Oklahoma City,2021-05,1190
Louisville-Jefferson County,2021-05,1156
Hartford,2021-05,1487
Richmond,2021-05,1414
New Orleans,2021-05,1318
Buffalo,2021-05,1118
Raleigh,2021-05,1493
Birmingham,2021-05,1195
Salt Lake City,2021-05,1440
Rochester,2021-05,1286
Grand Rapids,2021-05,1298
Tucson,2021-05,1380
Urban Honolulu,2021-05,2484
Tulsa,2021-05,1150
Fresno,2021-05,1798
Worcester,2021-05,1616
Stamford,2021-05,2418
Albuquerque,2021-05,1295
Albany,2021-05,1316
Omaha,2021-05,1112
New Haven,2021-05,1734
Bakersfield,2021-05,1487
Knoxville,2021-05,1381
Greenville,2021-05,1319
Ventura,2021-05,2700
Allentown,2021-05,1590
El Paso,2021-05,1210
Baton Rouge,2021-05,1235
Dayton,2021-05,1120
McAllen,2021-05,981
Columbia,2021-05,1242
Greensboro,2021-05,1185
Akron,2021-05,1054
North Port-Sarasota-Bradenton,2021-05,1846
Little Rock,2021-05,1050
Stockton,2021-05,2243
Charleston,2021-05,1559
Syracuse,2021-05,1217
Colorado Springs,2021-05,1653
Winston-Salem,2021-05,1397
Wichita,2021-05,880
Springfield,2021-05,1457
Fort Myers,2021-05,1627
Boise City,2021-05,1618
Toledo,2021-05,1142
Madison,2021-05,1266
Lakeland,2021-05,1499
Ogden,2021-05,1485
Daytona Beach,2021-05,1536
Des Moines,2021-05,1119
Jackson,2021-05,1282
Youngstown,2021-05,866
Augusta,2021-05,1179
Scranton,2021-05,1104
Harrisburg,2021-05,1225
Melbourne,2021-05,1594
Chattanooga,2021-05,1307
Spokane,2021-05,1434
Provo,2021-05,1506
Durham,2021-05,1436
Port St. Lucie,2021-05,1850
Killeen,2021-05,1183
Fort Collins,2021-05,1660
Boulder,2021-05,1986
College Station,2021-05,1218
Gainesville,2021-05,1436
Sierra Vista,2021-05,1045
Sebring,2021-05,1078
New York,2021-06,2644
Los Angeles-Long Beach-Anaheim,2021-06,2566
Chicago,2021-06,1766
Dallas-Fort Worth,2021-06,1566
Philadelphia,2021-06,1672
Houston,2021-06,1446
Washington,2021-06,2048
Miami-Fort Lauderdale,2021-06,2219
Atlanta,2021-06,1693
Boston,2021-06,2542
San Francisco,2021-06,2999
Detroit,2021-06,1322
Riverside,2021-06,2277
Phoenix,2021-06,1680
Seattle,2021-06,2022
Minneapolis-St Paul,2021-06,1562
San Diego,2021-06,2581
St. Louis,2021-06,1155
Tampa,2021-06,1723
Baltimore,2021-06,1651
Denver,2021-06,1782
Pittsburgh,2021-06,1246
Portland,2021-06,1713
Charlotte,2021-06,1550
Sacramento,2021-06,2082
San Antonio,2021-06,1314
Orlando,2021-06,1685
Cincinnati,2021-06,1299
Cleveland,2021-06,1251
Kansas City,2021-06,1226
Las Vegas,2021-06,1637
Columbus,2021-06,1296
Indianapolis,2021-06,1321
San Jose,2021-06,2998
Austin,2021-06,1629
Virginia Beach,2021-06,1476
Nashville,2021-06,1597
Providence,2021-06,1698
Milwaukee,2021-06,1116
Jacksonville,2021-06,1530
Memphis,2021-06,1361
Oklahoma City,2021-06,1219
Louisville-Jefferson County,2021-06,1162
Hartford,2021-06,1509
Richmond,2021-06,1442
New Orleans,2021-06,1313
Buffalo,2021-06,1130
Raleigh,2021-06,1532
Birmingham,2021-06,1207
Salt Lake City,2021-06,1468
Rochester,2021-06,1296
Grand Rapids,2021-06,1322
Tucson,2021-06,1401
Urban Honolulu,2021-06,2457
Tulsa,2021-06,1161
Fresno,2021-06,1839
Worcester,2021-06,1632
Stamford,2021-06,2454
Albuquerque,2021-06,1329
Albany,2021-06,1326
Omaha,2021-06,1137
New Haven,2021-06,1770
Bakersfield,2021-06,1502
Knoxville,2021-06,1418
Greenville,2021-06,1349
Ventura,2021-06,2751
Allentown,2021-06,1634
El Paso,2021-06,1199
Baton Rouge,2021-06,1253
Dayton,2021-06,1140
McAllen,2021-06,979
Columbia,2021-06,1275
Greensboro,2021-06,1208
Akron,2021-06,1068
North Port-Sarasota-Bradenton,2021-06,1927
Little Rock,2021-06,1067
Stockton,2021-06,2293
Charleston,2021-06,1598
Syracuse,2021-06,1246
Colorado Springs,2021-06,1687
Winston-Salem,2021-06,1427
Wichita,2021-06,897
Springfield,2021-06,1450
Fort Myers,2021-06,1674
Boise City,2021-06,1663
Toledo,2021-06,1157
Madison,2021-06,1270
Lakeland,2021-06,1542
Ogden,2021-06,1514
Daytona Beach,2021-06,1560
Des Moines,2021-06,1126
Jackson,2021-06,1307
Youngstown,2021-06,888
Augusta,2021-06,1204
Scranton,2021-06,1122
Harrisburg,2021-06,1258
Melbourne,2021-06,1626
Chattanooga,2021-06,1308
Spokane,2021-06,1478
Provo,2021-06,1530
Durham,2021-06,1472
Port St. Lucie,2021-06,1910
Killeen,2021-06,1221
Fort Collins,2021-06,1690
Boulder,2021-06,2014
College Station,2021-06,1226
Gainesville,2021-06,1467
Sierra Vista,2021-06,1074
Sebring,2021-06,1094
New York,2021-07,2708
Los Angeles-Long Beach-Anaheim,2021-07,2613
Chicago,2021-07,1785
Dallas-Fort Worth,2021-07,1607
Philadelphia,2021-07,1693
Houston,2021-07,1475
Washington,2021-07,2086
Miami-Fort Lauderdale,2021-07,2293
Atlanta,2021-07,1745
Boston,2021-07,2579
San Francisco,2021-07,3058
Detroit,2021-07,1342
Riverside,2021-07,2336
Phoenix,2021-07,1739
Seattle,2021-07,2074
Minneapolis-St Paul,2021-07,1574
San Diego,2021-07,2643
St. Louis,2021-07,1172
Tampa,2021-07,1792
Baltimore,2021-07,1683
Denver,2021-07,1824
Pittsburgh,2021-07,1252
Portland,2021-07,1747
Charlotte,2021-07,1585
Sacramento,2021-07,2136
San Antonio,2021-07,1347
Orlando,2021-07,1741
Cincinnati,2021-07,1314
Cleveland,2021-07,1267
Kansas City,2021-07,1242
Las Vegas,2021-07,1698
Columbus,2021-07,1321
Indianapolis,2021-07,1347
San Jose,2021-07,3050
Austin,2021-07,1693
Virginia Beach,2021-07,1512
Nashville,2021-07,1638
Providence,2021-07,1728
Milwaukee,2021-07,1124
Jacksonville,2021-07,1581
Memphis,2021-07,1378
Oklahoma City,2021-07,1238
Louisville-Jefferson County,2021-07,1175
Hartford,2021-07,1528
Richmond,2021-07,1465
New Orleans,2021-07,1336
Buffalo,2021-07,1147
Raleigh,2021-07,1580
Birmingham,2021-07,1233
Salt Lake City,2021-07,1491
Rochester,2021-07,1311
Grand Rapids,2021-07,1365
Tucson,2021-07,1423
Urban Honolulu,2021-07,2504
Tulsa,2021-07,1196
Fresno,2021-07,1899
Worcester,2021-07,1654
Stamford,2021-07,2483
Albuquerque,2021-07,1368
Albany,2021-07,1347
Omaha,2021-07,1151
New Haven,2021-07,1823
Bakersfield,2021-07,1535
Knoxville,2021-07,1462
Greenville,2021-07,1387
Ventura,2021-07,2780
Allentown,2021-07,1663
El Paso,2021-07,1231
Baton Rouge,2021-07,1275
Dayton,2021-07,1173
McAllen,2021-07,996
Columbia,2021-07,1296
Greensboro,2021-07,1229
Akron,2021-07,1082
North Port-Sarasota-Bradenton,2021-07,2010
Little Rock,2021-07,1091
Stockton,2021-07,2321
Charleston,2021-07,1646
Syracuse,2021-07,1261
Colorado Springs,2021-07,1731
Winston-Salem,2021-07,1451
Wichita,2021-07,891
Springfield,2021-07,1481
Fort Myers,2021-07,1737
Boise City,2021-07,1704
Toledo,2021-07,1164
Madison,2021-07,1287
Lakeland,2021-07,1577
Ogden,2021-07,1557
Daytona Beach,2021-07,1616
Des Moines,2021-07,1133
Jackson,2021-07,1327
Youngstown,2021-07,892
Augusta,2021-07,1236
Scranton,2021-07,1141
Harrisburg,2021-07,1274
Melbourne,2021-07,1673
Chattanooga,2021-07,1332
Spokane,2021-07,1511
Provo,2021-07,1571
Durham,2021-07,1504
Port St. Lucie,2021-07,1951
Killeen,2021-07,1255
Fort Collins,2021-07,1713
Boulder,2021-07,2046
College Station,2021-07,1245
Gainesville,2021-07,1504
Sierra Vista,2021-07,1084
Sebring,2021-07,1104
New York,2021-08,2757
Los Angeles-Long Beach-Anaheim,2021-08,2671
Chicago,2021-08,1804
Dallas-Fort Worth,2021-08,1644
Philadelphia,2021-08,1724
Houston,2021-08,1499
Washington,2021-08,2122
Miami-Fort Lauderdale,2021-08,2367
Atlanta,2021-08,1802
Boston,2021-08,2602
San Francisco,2021-08,3088
Detroit,2021-08,1358
Riverside,2021-08,2387
Phoenix,2021-08,1789
Seattle,2021-08,2118
Minneapolis-St Paul,2021-08,1585
San Diego,2021-08,2702
St. Louis,2021-08,1181
Tampa,2021-08,1862
Baltimore,2021-08,1707
Denver,2021-08,1859
Pittsburgh,2021-08,1269
Portland,2021-08,1775
Charlotte,2021-08,1625
Sacramento,2021-08,2160
San Antonio,2021-08,1384
Orlando,2021-08,1795
Cincinnati,2021-08,1318
Cleveland,2021-08,1277
Kansas City,2021-08,1248
Las Vegas,2021-08,1754
Columbus,2021-08,1339
Indianapolis,2021-08,1369
San Jose,2021-08,3098
Austin,2021-08,1745
Virginia Beach,2021-08,1536
Nashville,2021-08,1687
Providence,2021-08,1742
Milwaukee,2021-08,1141
Jacksonville,2021-08,1625
Memphis,2021-08,1404
Oklahoma City,2021-08,1256
Louisville-Jefferson County,2021-08,1180
Hartford,2021-08,1538
Richmond,2021-08,1464
New Orleans,2021-08,1362
Buffalo,2021-08,1158
Raleigh,2021-08,1617
Birmingham,2021-08,1247
Salt Lake City,2021-08,1510
Rochester,2021-08,1323
Grand Rapids,2021-08,1380
Tucson,2021-08,1471
Urban Honolulu,2021-08,2532
Tulsa,2021-08,1215
Fresno,2021-08,1936
Worcester,2021-08,1675
Stamford,2021-08,2502
Albuquerque,2021-08,1417
Albany,2021-08,1345
Omaha,2021-08,1156
New Haven,2021-08,1818
Bakersfield,2021-08,1542
Knoxville,2021-08,1498
Greenville,2021-08,1406
Ventura,2021-08,2807
Allentown,2021-08,1679
El Paso,2021-08,1257
Baton Rouge,2021-08,1290
Dayton,2021-08,1187
McAllen,2021-08,997
Columbia,2021-08,1315
Greensboro,2021-08,1249
Akron,2021-08,1093
North Port-Sarasota-Bradenton,2021-08,2102
Little Rock,2021-08,1115
Stockton,2021-08,2338
Charleston,2021-08,1698
Syracuse,2021-08,1270
Colorado Springs,2021-08,1754
Winston-Salem,2021-08,1472
Wichita,2021-08,904
Springfield,2021-08,1473
Fort Myers,2021-08,1827
Boise City,2021-08,1727
Toledo,2021-08,1189
Madison,2021-08,1286
Lakeland,2021-08,1614
Ogden,2021-08,1554
Daytona Beach,2021-08,1627
Des Moines,2021-08,1142
Jackson,2021-08,1322
Youngstown,2021-08,939
Augusta,2021-08,1250
Scranton,2021-08,1154
Harrisburg,2021-08,1295
Melbourne,2021-08,1726
Chattanooga,2021-08,1364
Spokane,2021-08,1524
Provo,2021-08,1590
Durham,2021-08,1529
Port St. Lucie,2021-08,1990
Killeen,2021-08,1287
Fort Collins,2021-08,1730
Boulder,2021-08,2073
College Station,2021-08,1261
Gainesville,2021-08,1550
Sierra Vista,2021-08,1058
Sebring,2021-08,1115
New York,2021-09,2799
Los Angeles-Long Beach-Anaheim,2021-09,2708
Chicago,2021-09,1809
Dallas-Fort Worth,2021-09,1667
Philadelphia,2021-09,1736
Houston,2021-09,1504
Washington,2021-09,2139
Miami-Fort Lauderdale,2021-09,2421
Atlanta,2021-09,1836
Boston,2021-09,2631
San Francisco,2021-09,3099
Detroit,2021-09,1362
Riverside,2021-09,2419
Phoenix,2021-09,1820
Seattle,2021-09,2149
Minneapolis-St Paul,2021-09,1596
San Diego,2021-09,2745
St. Louis,2021-09,1196
Tampa,2021-09,1907
Baltimore,2021-09,1720
Denver,2021-09,1874
Pittsburgh,2021-09,1283
Portland,2021-09,1795
Charlotte,2021-09,1654
Sacramento,2021-09,2174
San Antonio,2021-09,1406
Orlando,2021-09,1832
Cincinnati,2021-09,1333
Cleveland,2021-09,1290
Kansas City,2021-09,1241
Las Vegas,2021-09,1784
Columbus,2021-09,1342
Indianapolis,2021-09,1385
San Jose,2021-09,3115
Austin,2021-09,1769
Virginia Beach,2021-09,1564
Nashville,2021-09,1708
Providence,2021-09,1741
Milwaukee,2021-09,1147
Jacksonville,2021-09,1663
Memphis,2021-09,1413
Oklahoma City,2021-09,1261
Louisville-Jefferson County,2021-09,1193
Hartford,2021-09,1560
Richmond,2021-09,1488
New Orleans,2021-09,1404
Buffalo,2021-09,1164
Raleigh,2021-09,1636
Birmingham,2021-09,1253
Salt Lake City,2021-09,1525
Rochester,2021-09,1320
Grand Rapids,2021-09,1372
Tucson,2021-09,1490
Urban Honolulu,2021-09,2550
Tulsa,2021-09,1226
Fresno,2021-09,1933
Worcester,2021-09,1685
Stamford,2021-09,2505
Albuquerque,2021-09,1427
Albany,2021-09,1358
Omaha,2021-09,1159
New Haven,2021-09,1820
Bakersfield,2021-09,1595
Knoxville,2021-09,1528
Greenville,2021-09,1408
Ventura,2021-09,2879
Allentown,2021-09,1687
El Paso,2021-09,1265
Baton Rouge,2021-09,1318
Dayton,2021-09,1211
McAllen,2021-09,1014
Columbia,2021-09,1334
Greensboro,2021-09,1264
Akron,2021-09,1088
North Port-Sarasota-Bradenton,2021-09,2159
Little Rock,2021-09,1123
Stockton,2021-09,2355
Charleston,2021-09,1710
Syracuse,2021-09,1346
Colorado Springs,2021-09,1757
Winston-Salem,2021-09,1484
Wichita,2021-09,909
Springfield,2021-09,1465
Fort Myers,2021-09,1891
Boise City,2021-09,1724
Toledo,2021-09,1188
Madison,2021-09,1297
Lakeland,2021-09,1666
Ogden,2021-09,1571
Daytona Beach,2021-09,1665
Des Moines,2021-09,1154
Jackson,2021-09,1316
Youngstown,2021-09,911
Augusta,2021-09,1255
Scranton,2021-09,1180
Harrisburg,2021-09,1320
Melbourne,2021-09,1767
Chattanooga,2021-09,1375
Spokane,2021-09,1516
Provo,2021-09,1605
Durham,2021-09,1554
Port St. Lucie,2021-09,2037
Killeen,2021-09,1298
Fort Collins,2021-09,1732
Boulder,2021-09,2067
College Station,2021-09,1237
Gainesville,2021-09,1533
Sierra Vista,2021-09,1118
Sebring,2021-09,1165
New York,2021-10,2826
Los Angeles-Long Beach-Anaheim,2021-10,2735
Chicago,2021-10,1813
Dallas-Fort Worth,2021-10,1681
Philadelphia,2021-10,1751
Houston,2021-10,1518
Washington,2021-10,2155
Miami-Fort Lauderdale,2021-10,2472
Atlanta,2021-10,1859
Boston,2021-10,2653
San Francisco,2021-10,3110
Detroit,2021-10,1374
Riverside,2021-10,2424
Phoenix,2021-10,1846
Seattle,2021-10,2159
Minneapolis-St Paul,2021-10,1596
San Diego,2021-10,2782
St. Louis,2021-10,1200
Tampa,2021-10,1940
Baltimore,2021-10,1710
Denver,2021-10,1879
Pittsburgh,2021-10,1285
Portland,2021-10,1800
Charlotte,2021-10,1671
Sacramento,2021-10,2187
San Antonio,2021-10,1412
Orlando,2021-10,1868
Cincinnati,2021-10,1348
Cleveland,2021-10,1290
Kansas City,2021-10,1257
Las Vegas,2021-10,1803
Columbus,2021-10,1355
Indianapolis,2021-10,1390
San Jose,2021-10,3109
Austin,2021-10,1785
Virginia Beach,2021-10,1577
Nashville,2021-10,1727
Providence,2021-10,1746
Milwaukee,2021-10,1150
Jacksonville,2021-10,1676
Memphis,2021-10,1435
Oklahoma City,2021-10,1265
Louisville-Jefferson County,2021-10,1193
Hartford,2021-10,1545
Richmond,2021-10,1502
New Orleans,2021-10,1408
Buffalo,2021-10,1170
Raleigh,2021-10,1650
Birmingham,2021-10,1265
Salt Lake City,2021-10,1555
Rochester,2021-10,1323
Grand Rapids,2021-10,1346
Tucson,2021-10,1519
Urban Honolulu,2021-10,2572
Tulsa,2021-10,1197
Fresno,2021-10,1921
Worcester,2021-10,1698
Stamford,2021-10,2495
Albuquerque,2021-10,1425
Albany,2021-10,1360
Omaha,2021-10,1166
New Haven,2021-10,1843
Bakersfield,2021-10,1591
Knoxville,2021-10,1533
Greenville,2021-10,1429
Ventura,2021-10,2899
Allentown,2021-10,1703
El Paso,2021-10,1278
Baton Rouge,2021-10,1323
Dayton,2021-10,1217
McAllen,2021-10,1028
Columbia,2021-10,1346
Greensboro,2021-10,1296
Akron,2021-10,1085
North Port-Sarasota-Bradenton,2021-10,2212
Little Rock,2021-10,1118
Stockton,2021-10,2353
Charleston,2021-10,1726
Syracuse,2021-10,1352
Colorado Springs,2021-10,1757
Winston-Salem,2021-10,1496
Wichita,2021-10,917
Springfield,2021-10,1480
Fort Myers,2021-10,1930
Boise City,2021-10,1700
Toledo,2021-10,1182
Madison,2021-10,1310
Lakeland,2021-10,1673
Ogden,2021-10,1595
Daytona Beach,2021-10,1684
Des Moines,2021-10,1159
Jackson,2021-10,1323
Youngstown,2021-10,920
Augusta,2021-10,1271
Scranton,2021-10,1177
Harrisburg,2021-10,1279
Melbourne,2021-10,1775
Chattanooga,2021-10,1390
Spokane,2021-10,1512
Provo,2021-10,1668
Durham,2021-10,1573
Port St. Lucie,2021-10,2129
Killeen,2021-10,1331
Fort Collins,2021-10,1757
Boulder,2021-10,2073
College Station,2021-10,1256
Gainesville,2021-10,1532
Sierra Vista,2021-10,1175
Sebring,2021-10,1160
New York,2021-11,2852
Los Angeles-Long Beach-Anaheim,2021-11,2759
Chicago,2021-11,1818
Dallas-Fort Worth,2021-11,1700
Philadelphia,2021-11,1766
Houston,2021-11,1526
Washington,2021-11,2163
Miami-Fort Lauderdale,2021-11,2540
Atlanta,2021-11,1869
Boston,2021-11,2680
San Francisco,2021-11,3107
Detroit,2021-11,1381
Riverside,2021-11,2431
Phoenix,2021-11,1872
