City,State,Date,HVI
Urban Honolulu,HI,2020-10-31,728302.0
Tulsa,OK,2020-10-31,161454.0
Fresno,CA,2020-10-31,292385.0
Worcester,MA,2020-10-31,325833.0
Stamford,CT,2020-10-31,446307.0
Albuquerque,NM,2020-10-31,233049.0
Albany,NY,2020-10-31,217789.0
Omaha,NE,2020-10-31,218285.0
New Haven,CT,2020-10-31,254074.0
Bakersfield,CA,2020-10-31,250742.0
Knoxville,TN,2020-10-31,212765.0
Greenville,SC,2020-10-31,221461.0
Ventura,CA,2020-10-31,651893.0
Allentown,PA,2020-10-31,231217.0
El Paso,TX,2020-10-31,146348.0
Baton Rouge,LA,2020-10-31,193059.0
Dayton,OH,2020-10-31,150069.0
McAllen,TX,2020-10-31,130780.0
Columbia,SC,2020-10-31,173026.0
Greensboro,NC,2020-10-31,170402.0
Akron,OH,2020-10-31,165859.0
North Port-Sarasota-Bradenton,FL,2020-10-31,298239.0
Little Rock,AR,2020-10-31,158961.0
Stockton,CA,2020-10-31,401187.0
Charleston,SC,2020-10-31,292887.0
Syracuse,NY,2020-10-31,160070.0
Colorado Springs,CO,2020-10-31,352222.0
Winston-Salem,NC,2020-10-31,170366.0
Wichita,KS,2020-10-31,154023.0
Springfield,MA,2020-10-31,254365.0
Fort Myers,FL,2020-10-31,255320.0
Boise City,ID,2020-10-31,356659.0
Toledo,OH,2020-10-31,136627.0
Madison,WI,2020-10-31,304091.0
Lakeland,FL,2020-10-31,206391.0
Ogden,UT,2020-10-31,361165.0
Daytona Beach,FL,2020-10-31,235649.0
Des Moines,IA,2020-10-31,217280.0
Jackson,MS,2020-10-31,145704.0
Youngstown,OH,2020-10-31,109988.0
Augusta,GA,2020-10-31,168136.0
Scranton,PA,2020-10-31,129035.0
Harrisburg,PA,2020-10-31,204224.0
Melbourne,FL,2020-10-31,241614.0
Chattanooga,TN,2020-10-31,193236.0
Spokane,WA,2020-10-31,309859.0
Provo,UT,2020-10-31,403471.0
Lancaster,PA,2020-10-31,250276.0
Modesto,CA,2020-10-31,356338.0
Portland,ME,2020-10-31,352822.0
Durham,NC,2020-10-31,287505.0
Santa Rosa,CA,2020-10-31,679706.0
Lexington,KY,2020-10-31,208260.0
Lafayette,LA,2020-10-31,165865.0
Lansing,MI,2020-10-31,176656.0
Fayetteville,AR,2020-10-31,212553.0
Pensacola,FL,2020-10-31,205120.0
Visalia,CA,2020-10-31,250836.0
Shreveport,LA,2020-10-31,120022.0
Springfield,MO,2020-10-31,172674.0
York,PA,2020-10-31,205845.0
Corpus Christi,TX,2020-10-31,180472.0
Flint,MI,2020-10-31,137542.0
Reno,NV,2020-10-31,412801.0
Asheville,NC,2020-10-31,294609.0
Port St. Lucie,FL,2020-10-31,252447.0
Santa Maria-Santa Barbara,CA,2020-10-31,692030.0
Huntsville,AL,2020-10-31,216567.0
Fort Wayne,IN,2020-10-31,163656.0
Salinas,CA,2020-10-31,642174.0
Vallejo,CA,2020-10-31,475079.0
Mobile,AL,2020-10-31,139121.0
Reading,PA,2020-10-31,203347.0
Brownsville,TX,2020-10-31,120809.0
Killeen,TX,2020-10-31,172024.0
Canton,OH,2020-10-31,147712.0
Beaumont,TX,2020-10-31,136685.0
Manchester,NH,2020-10-31,335298.0
Salem,OR,2020-10-31,336565.0
Anchorage,AK,2020-10-31,312707.0
Davenport,IL,2020-10-31,138254.0
Peoria,IL,2020-10-31,118076.0
Myrtle Beach,SC,2020-10-31,224530.0
Montgomery,AL,2020-10-31,144286.0
Salisbury,DE,2020-10-31,278012.0
Gulfport,MS,2020-10-31,150003.0
Tallahassee,FL,2020-10-31,192379.0
Trenton,NJ,2020-10-31,270384.0
Fayetteville,NC,2020-10-31,143186.0
Hickory,NC,2020-10-31,165683.0
Huntington,WV,2020-10-31,106055.0
Eugene,OR,2020-10-31,344030.0
Rockford,IL,2020-10-31,127767.0
Savannah,GA,2020-10-31,207217.0
Ann Arbor,MI,2020-10-31,312430.0
Ocala,FL,2020-10-31,173777.0
Kalamazoo,MI,2020-10-31,191685.0
Naples,FL,2020-10-31,361124.0
South Bend,IN,2020-10-31,149312.0
Spartanburg,SC,2020-10-31,170951.0
Evansville,IN,2020-10-31,152850.0
Kingsport,TN,2020-10-31,141041.0
Roanoke,VA,2020-10-31,195633.0
Green Bay,WI,2020-10-31,200447.0
Lincoln,NE,2020-10-31,221868.0
Fort Collins,CO,2020-10-31,433497.0
Utica,NY,2020-10-31,142501.0
Columbus,GA,2020-10-31,131687.0
Boulder,CO,2020-10-31,595517.0
Lubbock,TX,2020-10-31,159857.0
Erie,PA,2020-10-31,140965.0
Fort Smith,AR,2020-10-31,115978.0
Duluth,MN,2020-10-31,180745.0
Atlantic City,NJ,2020-10-31,223529.0
New London,CT,2020-10-31,263199.0
San Luis Obispo,CA,2020-10-31,670399.0
Gainesville,FL,2020-10-31,213095.0
Santa Cruz,CA,2020-10-31,932842.0
Clarksville,TN,2020-10-31,192405.0
Cedar Rapids,IA,2020-10-31,168407.0
Merced,CA,2020-10-31,298239.0
Wilmington,NC,2020-10-31,275826.0
Kennewick,WA,2020-10-31,319585.0
Greeley,CO,2020-10-31,399167.0
Waco,TX,2020-10-31,178811.0
Olympia,WA,2020-10-31,386667.0
Amarillo,TX,2020-10-31,151496.0
Binghamton,NY,2020-10-31,130029.0
Hagerstown,MD,2020-10-31,216052.0
Bremerton,WA,2020-10-31,434068.0
Laredo,TX,2020-10-31,158177.0
Lynchburg,VA,2020-10-31,198121.0
Yakima,WA,2020-10-31,259822.0
Crestview-Fort Walton Beach-Destin,FL,2020-10-31,305114.0
Topeka,KS,2020-10-31,141708.0
Macon-Bibb County,GA,2020-10-31,116006.0
Champaign-Urbana,IL,2020-10-31,152620.0
Tuscaloosa,AL,2020-10-31,174991.0
College Station,TX,2020-10-31,221852.0
Sioux Falls,SD,2020-10-31,239061.0
Charleston,WV,2020-10-31,102449.0
Appleton,WI,2020-10-31,207749.0
Chico,CA,2020-10-31,345021.0
Charlottesville,VA,2020-10-31,322341.0
Claremont,NH,2020-10-31,237467.0
Barnstable Town,MA,2020-10-31,477808.0
Longview,TX,2020-10-31,146434.0
Burlington,VT,2020-10-31,327022.0
Prescott,AZ,2020-10-31,342432.0
Springfield,IL,2020-10-31,140094.0
Tyler,TX,2020-10-31,190978.0
Las Cruces,NM,2020-10-31,193027.0
Fargo,ND,2020-10-31,237591.0
Houma,LA,2020-10-31,162241.0
Rochester,MN,2020-10-31,249516.0
Florence,SC,2020-10-31,128727.0
Medford,OR,2020-10-31,343707.0
Lafayette-West Lafayette,IN,2020-10-31,181876.0
Bellingham,WA,2020-10-31,458549.0
Lake Havasu City,AZ,2020-10-31,259774.0
Saginaw,MI,2020-10-31,110681.0
Lake Charles,LA,2020-10-31,194755.0
Johnson City,TN,2020-10-31,161268.0
Elkhart,IN,2020-10-31,177483.0
Yuma,AZ,2020-10-31,180704.0
Racine,WI,2020-10-31,163940.0
Athens,GA,2020-10-31,228330.0
Torrington,CT,2020-10-31,268230.0
St. Cloud,MN,2020-10-31,232577.0
Hilton Head Island,SC,2020-10-31,332031.0
Bloomington,IL,2020-10-31,159367.0
Hilo,HI,2020-10-31,399388.0
Panama City,FL,2020-10-31,245213.0
Kingston,NY,2020-10-31,272568.0
Daphne,AL,2020-10-31,242691.0
Gainesville,GA,2020-10-31,254062.0
Warner Robins,GA,2020-10-31,154828.0
Blacksburg,VA,2020-10-31,204171.0
Jacksonville,NC,2020-10-31,179247.0
Redding,CA,2020-10-31,298025.0
Monroe,LA,2020-10-31,140907.0
Joplin,MO,2020-10-31,139802.0
El Centro,CA,2020-10-31,243159.0
Terre Haute,IN,2020-10-31,100960.0
Muskegon,MI,2020-10-31,160188.0
East Stroudsburg,PA,2020-10-31,194097.0
Sioux City,IA,2020-10-31,147240.0
Greenville,NC,2020-10-31,154134.0
Waterloo,IA,2020-10-31,147473.0
Oshkosh,WI,2020-10-31,174668.0
Yuba City,CA,2020-10-31,327907.0
Abilene,TX,2020-10-31,145331.0
Columbia,MO,2020-10-31,210305.0
Dover,DE,2020-10-31,247647.0
Eau Claire,WI,2020-10-31,202905.0
Janesville,WI,2020-10-31,167569.0
Jackson,MI,2020-10-31,158739.0
Punta Gorda,FL,2020-10-31,239433.0
Bloomington,IN,2020-10-31,221982.0
Pueblo,CO,2020-10-31,218031.0
Billings,MT,2020-10-31,282826.0
Bowling Green,KY,2020-10-31,165464.0
Bend,OR,2020-10-31,460267.0
Albany,GA,2020-10-31,112164.0
Vineland,NJ,2020-10-31,154026.0
Niles,MI,2020-10-31,192453.0
Kahului,HI,2020-10-31,734293.0
Ottawa,IL,2020-10-31,119546.0
State College,PA,2020-10-31,262847.0
Bangor,ME,2020-10-31,171753.0
Alexandria,LA,2020-10-31,150832.0
Decatur,AL,2020-10-31,146976.0
Hanford,CA,2020-10-31,258113.0
Iowa City,IA,2020-10-31,235169.0
Rocky Mount,NC,2020-10-31,120578.0
Monroe,MI,2020-10-31,192939.0
Wichita Falls,TX,2020-10-31,108862.0
Burlington,NC,2020-10-31,176909.0
Madera,CA,2020-10-31,306864.0
Jefferson City,MO,2020-10-31,169742.0
Chambersburg,PA,2020-10-31,198409.0
Texarkana,TX,2020-10-31,116880.0
Elizabethtown,KY,2020-10-31,167708.0
Pottsville,PA,2020-10-31,92226.0
Wheeling,OH,2020-10-31,105721.0
Florence,AL,2020-10-31,123291.0
Grand Junction,CO,2020-10-31,289025.0
Concord,NH,2020-10-31,292572.0
Dothan,AL,2020-10-31,131281.0
Santa Fe,NM,2020-10-31,406405.0
Johnstown,PA,2020-10-31,85410.0
Traverse City,MI,2020-10-31,262479.0
Hattiesburg,MS,2020-10-31,148752.0
Dalton,GA,2020-10-31,153598.0
Midland,TX,2020-10-31,263454.0
Homosassa Springs,FL,2020-10-31,182107.0
Auburn,AL,2020-10-31,215470.0
Valdosta,GA,2020-10-31,134614.0
Coeur d'Alene,ID,2020-10-31,405663.0
Springfield,OH,2020-10-31,128604.0
St. George,UT,2020-10-31,364507.0
Vero Beach,FL,2020-10-31,248708.0
Odessa,TX,2020-10-31,187192.0
Napa,CA,2020-10-31,732389.0
Tupelo,MS,2020-10-31,126387.0
Battle Creek,MI,2020-10-31,131835.0
Jamestown,NY,2020-10-31,113080.0
Eureka,CA,2020-10-31,346236.0
Rapid City,SD,2020-10-31,238819.0
Flagstaff,AZ,2020-10-31,400748.0
Lumberton,NC,2020-10-31,81442.0
Wausau,WI,2020-10-31,183334.0
La Crosse,WI,2020-10-31,212561.0
Lebanon,PA,2020-10-31,203029.0
Idaho Falls,ID,2020-10-31,277997.0
Sierra Vista,AZ,2020-10-31,174311.0
Pittsfield,MA,2020-10-31,253883.0
Lawton,OK,2020-10-31,99641.0
Farmington,NM,2020-10-31,151826.0
Jackson,TN,2020-10-31,130375.0
Morgantown,WV,2020-10-31,171316.0
Glens Falls,NY,2020-10-31,195121.0
Winchester,VA,2020-10-31,258236.0
St. Joseph,MO,2020-10-31,127133.0
Altoona,PA,2020-10-31,124288.0
New Bern,NC,2020-10-31,169103.0
Carbondale,IL,2020-10-31,103556.0
London,KY,2020-10-31,105202.0
Logan,UT,2020-10-31,311352.0
Harrisonburg,VA,2020-10-31,233441.0
Beckley,WV,2020-10-31,84330.0
Mansfield,OH,2020-10-31,122100.0
Weirton,OH,2020-10-31,89144.0
Goldsboro,NC,2020-10-31,140121.0
Augusta,ME,2020-10-31,196871.0
Hammond,LA,2020-10-31,168924.0
Jonesboro,AR,2020-10-31,139524.0
Sherman,TX,2020-10-31,193349.0
Anniston,AL,2020-10-31,108751.0
Staunton,VA,2020-10-31,210777.0
Muncie,IN,2020-10-31,103295.0
Mount Vernon,WA,2020-10-31,419461.0
Albany,OR,2020-10-31,303112.0
Watertown,NY,2020-10-31,150795.0
Williamsport,PA,2020-10-31,170176.0
Cleveland,TN,2020-10-31,185422.0
Sheboygan,WI,2020-10-31,165937.0
Bismarck,ND,2020-10-31,277093.0
Owensboro,KY,2020-10-31,141227.0
Dunn,NC,2020-10-31,187981.0
Wooster,OH,2020-10-31,239775.0
Morristown,TN,2020-10-31,160483.0
Kankakee,IL,2020-10-31,154292.0
Brunswick,GA,2020-10-31,205027.0
Ogdensburg,NY,2020-10-31,81621.0
San Angelo,TX,2020-10-31,163394.0
Michigan City,IN,2020-10-31,164092.0
Holland,MI,2020-10-31,224690.0
Wenatchee,WA,2020-10-31,391663.0
Lawrence,KS,2020-10-31,222264.0
Decatur,IL,2020-10-31,94008.0
Missoula,MT,2020-10-31,384242.0
Salem,OH,2020-10-31,109554.0
Bay City,MI,2020-10-31,116745.0
Lewiston,ME,2020-10-31,206819.0
Roseburg,OR,2020-10-31,245979.0
Sumter,SC,2020-10-31,135214.0
Show Low,AZ,2020-10-31,247576.0
Meridian,MS,2020-10-31,97387.0
Bluefield,WV,2020-10-31,81764.0
Danville,VA,2020-10-31,128741.0
Lima,OH,2020-10-31,122399.0
Cookeville,TN,2020-10-31,173505.0
California-Lexington Park,MD,2020-10-31,317490.0
Gadsden,AL,2020-10-31,96404.0
Cumberland,MD,2020-10-31,97444.0
Longview,WA,2020-10-31,314425.0
Whitewater,WI,2020-10-31,246246.0
Fond du Lac,WI,2020-10-31,154343.0
Ithaca,NY,2020-10-31,230448.0
Ashtabula,OH,2020-10-31,116401.0
Gettysburg,PA,2020-10-31,230054.0
Pine Bluff,AR,2020-10-31,65194.0
Tullahoma,TN,2020-10-31,168356.0
Richmond,KY,2020-10-31,178248.0
Adrian,MI,2020-10-31,171987.0
Twin Falls,ID,2020-10-31,246092.0
Corning,NY,2020-10-31,112310.0
Sebring,FL,2020-10-31,156566.0
Truckee,CA,2020-10-31,522562.0
Paducah,KY,2020-10-31,115887.0
Grand Forks,ND,2020-10-31,209601.0
Shelby,NC,2020-10-31,165583.0
Fairbanks,AK,2020-10-31,194979.0
Ocean City,NJ,2020-10-31,432624.0
Mankato,MN,2020-10-31,223004.0
Rome,GA,2020-10-31,143014.0
Cape Girardeau,MO,2020-10-31,165070.0
Hot Springs,AR,2020-10-31,164976.0
Greenwood,SC,2020-10-31,122241.0
Sunbury,PA,2020-10-31,112806.0
Clarksburg,WV,2020-10-31,109685.0
Victoria,TX,2020-10-31,
Talladega,AL,2020-10-31,112997.0
Dubuque,IA,2020-10-31,193066.0
The Villages,FL,2020-10-31,299676.0
Albertville,AL,2020-10-31,148128.0
Manhattan,KS,2020-10-31,207413.0
Parkersburg,WV,2020-10-31,116317.0
New Philadelphia,OH,2020-10-31,129027.0
Orangeburg,SC,2020-10-31,96821.0
Cheyenne,WY,2020-10-31,311759.0
New Castle,PA,2020-10-31,113079.0
Brainerd,MN,2020-10-31,221658.0
Kalispell,MT,2020-10-31,391362.0
Sevierville,TN,2020-10-31,270344.0
Ames,IA,2020-10-31,200610.0
Bozeman,MT,2020-10-31,430461.0
Moses Lake,WA,2020-10-31,247363.0
Indiana,PA,2020-10-31,128829.0
Elmira,NY,2020-10-31,104945.0
Meadville,PA,2020-10-31,109140.0
Beaver Dam,WI,2020-10-31,183310.0
Pinehurst-Southern Pines,NC,2020-10-31,264079.0
Ukiah,CA,2020-10-31,441841.0
Hermiston-Pendleton,OR,2020-10-31,212150.0
Lufkin,TX,2020-10-31,129169.0
Zanesville,OH,2020-10-31,132879.0
Corvallis,OR,2020-10-31,387067.0
Bloomsburg,PA,2020-10-31,174437.0
Laurel,MS,2020-10-31,107201.0
Russellville,AR,2020-10-31,123191.0
Branson,MO,2020-10-31,194845.0
Watertown,WI,2020-10-31,237947.0
Midland,MI,2020-10-31,162461.0
Opelousas,LA,2020-10-31,
Pocatello,ID,2020-10-31,221683.0
Kokomo,IN,2020-10-31,125204.0
Grants Pass,OR,2020-10-31,320364.0
Huntsville,TX,2020-10-31,182242.0
Plattsburgh,NY,2020-10-31,152694.0
Grand Island,NE,2020-10-31,166507.0
DuBois,PA,2020-10-31,104379.0
Danville,IL,2020-10-31,69007.0
Manitowoc,WI,2020-10-31,142153.0
Great Falls,MT,2020-10-31,214000.0
Wilson,NC,2020-10-31,126005.0
Cullman,AL,2020-10-31,150431.0
Olean,NY,2020-10-31,85787.0
Auburn,NY,2020-10-31,141320.0
Portsmouth,OH,2020-10-31,87071.0
Athens,TX,2020-10-31,178073.0
Oak Harbor,WA,2020-10-31,457866.0
Chillicothe,OH,2020-10-31,132000.0
Hinesville,GA,2020-10-31,153421.0
Somerset,PA,2020-10-31,121007.0
Warsaw,IN,2020-10-31,198621.0
Stillwater,OK,2020-10-31,159865.0
Quincy,IL,2020-10-31,122738.0
Keene,NH,2020-10-31,226134.0
Sandusky,OH,2020-10-31,155975.0
Searcy,AR,2020-10-31,125605.0
Columbus,IN,2020-10-31,186922.0
Roanoke Rapids,NC,2020-10-31,75974.0
Centralia,WA,2020-10-31,300338.0
Casper,WY,2020-10-31,234569.0
Helena,MT,2020-10-31,304449.0
Findlay,OH,2020-10-31,171648.0
Wisconsin Rapids-Marshfield,WI,2020-10-31,129646.0
Palatka,FL,2020-10-31,144391.0
Seneca,SC,2020-10-31,186327.0
Mount Airy,NC,2020-10-31,135378.0
Glenwood Springs,CO,2020-10-31,583463.0
Key West,FL,2020-10-31,648752.0
Aberdeen,WA,2020-10-31,231964.0
Gallup,NM,2020-10-31,168714.0
Port Angeles,WA,2020-10-31,349190.0
Greenfield Town,MA,2020-10-31,238092.0
Muskogee,OK,2020-10-31,87113.0
Frankfort,KY,2020-10-31,156801.0
Owosso,MI,2020-10-31,127164.0
Mount Pleasant,MI,2020-10-31,146784.0
Statesboro,GA,2020-10-31,155280.0
Marion,IN,2020-10-31,89187.0
Stevens Point,WI,2020-10-31,184848.0
Minot,ND,2020-10-31,271305.0
Shawnee,OK,2020-10-31,105028.0
North Wilkesboro,NC,2020-10-31,142426.0
Richmond,IN,2020-10-31,105617.0
Greeneville,TN,2020-10-31,108208.0
Martinsville,VA,2020-10-31,83869.0
Forest City,NC,2020-10-31,145485.0
Lake City,FL,2020-10-31,164194.0
Kapaa,HI,2020-10-31,639652.0
Marquette,MI,2020-10-31,165457.0
LaGrange,GA,2020-10-31,156138.0
Marion,OH,2020-10-31,106240.0
Morehead City,NC,2020-10-31,295930.0
Klamath Falls,OR,2020-10-31,209600.0
Marinette,WI,2020-10-31,113357.0
Roswell,NM,2020-10-31,113430.0
Marshall,TX,2020-10-31,150249.0
Farmington,MO,2020-10-31,124425.0
Charleston,IL,2020-10-31,83738.0
Athens,OH,2020-10-31,142241.0
Hobbs,NM,2020-10-31,177537.0
Clearlake,CA,2020-10-31,267332.0
Nacogdoches,TX,2020-10-31,154399.0
Hutchinson,KS,2020-10-31,104850.0
Faribault,MN,2020-10-31,258904.0
Elizabeth City,NC,2020-10-31,173067.0
Ionia,MI,2020-10-31,169196.0
Alamogordo,NM,2020-10-31,141934.0
Red Bluff,CA,2020-10-31,253884.0
Hudson,NY,2020-10-31,277626.0
Somerset,KY,2020-10-31,148975.0
Coos Bay,OR,2020-10-31,257324.0
Walla Walla,WA,2020-10-31,285929.0
Sayre,PA,2020-10-31,151484.0
Oneonta,NY,2020-10-31,157377.0
Fort Madison,IA,2020-10-31,92900.0
Baraboo,WI,2020-10-31,211985.0
Marietta,OH,2020-10-31,136478.0
Salina,KS,2020-10-31,133473.0
Rutland,VT,2020-10-31,194479.0
Big Stone Gap,VA,2020-10-31,75675.0
Sturgis,MI,2020-10-31,138719.0
Rio Grande City,TX,2020-10-31,72583.0
Fremont,OH,2020-10-31,125684.0
Mount Vernon,OH,2020-10-31,164708.0
Lewiston,ID,2020-10-31,255597.0
Shelton,WA,2020-10-31,326456.0
Enid,OK,2020-10-31,90442.0
Jefferson,GA,2020-10-31,250382.0
Georgetown,SC,2020-10-31,253315.0
Laconia,NH,2020-10-31,296933.0
Batavia,NY,2020-10-31,145637.0
Oxford,NC,2020-10-31,180599.0
Columbus,MS,2020-10-31,121733.0
Norwalk,OH,2020-10-31,125770.0
Barre,VT,2020-10-31,240635.0
Kinston,NC,2020-10-31,94780.0
Sterling,IL,2020-10-31,102331.0
Palestine,TX,2020-10-31,113155.0
Dublin,GA,2020-10-31,111019.0
Vicksburg,MS,2020-10-31,129908.0
Point Pleasant,WV,2020-10-31,97698.0
Sanford,NC,2020-10-31,155242.0
Fergus Falls,MN,2020-10-31,245942.0
Tiffin,OH,2020-10-31,113507.0
Fairmont,WV,2020-10-31,113472.0
Crossville,TN,2020-10-31,180559.0
Picayune,MS,2020-10-31,145537.0
Gloversville,NY,2020-10-31,122417.0
Sonora,CA,2020-10-31,
Gaffney,SC,2020-10-31,93454.0
Carson City,NV,2020-10-31,348753.0
Calhoun,GA,2020-10-31,152711.0
Milledgeville,GA,2020-10-31,137299.0
Waycross,GA,2020-10-31,100078.0
Oil City,PA,2020-10-31,87701.0
Jasper,IN,2020-10-31,158810.0
Morgan City,LA,2020-10-31,123938.0
Eagle Pass,TX,2020-10-31,145387.0
Ontario,OR,2020-10-31,203900.0
Payson,AZ,2020-10-31,255591.0
McComb,MS,2020-10-31,107961.0
Rochelle,IL,2020-10-31,137457.0
Scottsboro,AL,2020-10-31,115314.0
Danville,KY,2020-10-31,123009.0
Ashland,OH,2020-10-31,148385.0
Natchez,MS,2020-10-31,96736.0
Greenville,OH,2020-10-31,144942.0
Galesburg,IL,2020-10-31,78534.0
Warrensburg,MO,2020-10-31,
Kearney,NE,2020-10-31,210173.0
Fort Polk South,LA,2020-10-31,102668.0
Fort Leonard Wood,MO,2020-10-31,156201.0
Glasgow,KY,2020-10-31,120481.0
Athens,TN,2020-10-31,143186.0
Edwards,CO,2020-10-31,768673.0
Fernley,NV,2020-10-31,295862.0
Mason City,IA,2020-10-31,125094.0
Malone,NY,2020-10-31,118052.0
Winona,MN,2020-10-31,189412.0
Durango,CO,2020-10-31,443817.0
Platteville,WI,2020-10-31,139604.0
Boone,NC,2020-10-31,
Bartlesville,OK,2020-10-31,123334.0
Jacksonville,TX,2020-10-31,132516.0
Elko,NV,2020-10-31,306518.0
Rexburg,ID,2020-10-31,310521.0
St. Marys,GA,2020-10-31,187143.0
Ozark,AL,2020-10-31,100864.0
Amsterdam,NY,2020-10-31,123116.0
Enterprise,AL,2020-10-31,138524.0
Paris,TX,2020-10-31,115930.0
Kerrville,TX,2020-10-31,304148.0
New Castle,IN,2020-10-31,101977.0
Sidney,OH,2020-10-31,160286.0
Cortland,NY,2020-10-31,135668.0
Clinton,IA,2020-10-31,
Del Rio,TX,2020-10-31,132637.0
Clovis,NM,2020-10-31,155495.0
Norfolk,NE,2020-10-31,166645.0
Washington,NC,2020-10-31,147512.0
Corsicana,TX,2020-10-31,122258.0
Freeport,IL,2020-10-31,92834.0
Starkville,MS,2020-10-31,182925.0
Burlington,IA,2020-10-31,105470.0
Cadillac,MI,2020-10-31,127114.0
Ardmore,OK,2020-10-31,97784.0
Kendallville,IN,2020-10-31,147408.0
Nogales,AZ,2020-10-31,172987.0
Oxford,MS,2020-10-31,204341.0
Bogalusa,LA,2020-10-31,110215.0
Plymouth,IN,2020-10-31,163708.0
Gardnerville Ranchos,NV,2020-10-31,495363.0
Tahlequah,OK,2020-10-31,117450.0
Madisonville,KY,2020-10-31,92188.0
Cañon City,CO,2020-10-31,250204.0
Ruston,LA,2020-10-31,159276.0
Hillsdale,MI,2020-10-31,143840.0
Lewistown,PA,2020-10-31,112746.0
Rockingham,NC,2020-10-31,77700.0
Ponca City,OK,2020-10-31,69511.0
Blytheville,AR,2020-10-31,84077.0
Red Wing,MN,2020-10-31,252861.0
Shawano,WI,2020-10-31,163607.0
Cedar City,UT,2020-10-31,255844.0
Bedford,IN,2020-10-31,121166.0
Gillette,WY,2020-10-31,272836.0
Newport,OR,2020-10-31,336858.0
Wapakoneta,OH,2020-10-31,155779.0
Huntingdon,PA,2020-10-31,133843.0
Bellefontaine,OH,2020-10-31,154577.0
McAlester,OK,2020-10-31,89946.0
Blackfoot,ID,2020-10-31,251253.0
Moultrie,GA,2020-10-31,96779.0
Henderson,NC,2020-10-31,89005.0
Coldwater,MI,2020-10-31,127590.0
Harrison,AR,2020-10-31,127342.0
Rolla,MO,2020-10-31,147583.0
Shelbyville,TN,2020-10-31,195286.0
Duncan,OK,2020-10-31,89117.0
Marion,NC,2020-10-31,136040.0
Lewisburg,PA,2020-10-31,196439.0
Pullman,WA,2020-10-31,292085.0
Thomasville,GA,2020-10-31,144840.0
Bemidji,MN,2020-10-31,185470.0
Mount Sterling,KY,2020-10-31,115524.0
Ottumwa,IA,2020-10-31,88990.0
Pahrump,NV,2020-10-31,263528.0
Menomonie,WI,2020-10-31,180717.0
Selma,AL,2020-10-31,59048.0
Rock Springs,WY,2020-10-31,237936.0
Bucyrus,OH,2020-10-31,88273.0
Bradford,PA,2020-10-31,71384.0
Bardstown,KY,2020-10-31,180661.0
Cornelia,GA,2020-10-31,153510.0
Burley,ID,2020-10-31,213958.0
Greenwood,MS,2020-10-31,89339.0
Big Rapids,MI,2020-10-31,136033.0
Poplar Bluff,MO,2020-10-31,112457.0
Muscatine,IA,2020-10-31,140766.0
Alma,MI,2020-10-31,97362.0
Durant,OK,2020-10-31,126895.0
Seymour,IN,2020-10-31,148917.0
Douglas,GA,2020-10-31,111975.0
Willmar,MN,2020-10-31,192457.0
Auburn,IN,2020-10-31,155790.0
Sedalia,MO,2020-10-31,107773.0
Paragould,AR,2020-10-31,115021.0
Wilmington,OH,2020-10-31,143508.0
Lawrenceburg,TN,2020-10-31,122599.0
Warren,PA,2020-10-31,92196.0
El Dorado,AR,2020-10-31,82425.0
Mountain Home,AR,2020-10-31,135512.0
Cedartown,GA,2020-10-31,114995.0
Port Clinton,OH,2020-10-31,183436.0
El Campo,TX,2020-10-31,151707.0
Montrose,CO,2020-10-31,296052.0
Ellensburg,WA,2020-10-31,356639.0
Jacksonville,IL,2020-10-31,98000.0
Sandpoint,ID,2020-10-31,410160.0
Alice,TX,2020-10-31,102146.0
Celina,OH,2020-10-31,168961.0
Garden City,KS,2020-10-31,173930.0
Marshalltown,IA,2020-10-31,113398.0
Aberdeen,SD,2020-10-31,176343.0
West Plains,MO,2020-10-31,126562.0
Cullowhee,NC,2020-10-31,261624.0
Espa±ola,NM,2020-10-31,179086.0
Riverton,WY,2020-10-31,224626.0
Tifton,GA,2020-10-31,140875.0
Urbana,OH,2020-10-31,147900.0
Cambridge,OH,2020-10-31,111694.0
Okeechobee,FL,2020-10-31,206113.0
McMinnville,TN,2020-10-31,136662.0
Selinsgrove,PA,2020-10-31,177640.0
Natchitoches,LA,2020-10-31,173300.0
Berlin,NH,2020-10-31,130678.0
Lock Haven,PA,2020-10-31,146168.0
Sikeston,MO,2020-10-31,109568.0
Austin,MN,2020-10-31,140717.0
Clewiston,FL,2020-10-31,144852.0
Pittsburg,KS,2020-10-31,86941.0
Defiance,OH,2020-10-31,127020.0
Scottsbluff,NE,2020-10-31,142751.0
Logansport,IN,2020-10-31,92199.0
Pontiac,IL,2020-10-31,108562.0
Hannibal,MO,2020-10-31,127634.0
Mount Vernon,IL,2020-10-31,102072.0
Houghton,MI,2020-10-31,129351.0
Union City,TN,2020-10-31,86120.0
Sault Ste. Marie,MI,2020-10-31,120674.0
Vincennes,IN,2020-10-31,95395.0
Gainesville,TX,2020-10-31,192777.0
Dyersburg,TN,2020-10-31,
Kill Devil Hills,NC,2020-10-31,364402.0
Crawfordsville,IN,2020-10-31,139522.0
Brownwood,TX,2020-10-31,119997.0
Stephenville,TX,2020-10-31,179485.0
Americus,GA,2020-10-31,89060.0
Easton,MD,2020-10-31,321484.0
North Platte,NE,2020-10-31,156598.0
Newberry,SC,2020-10-31,144398.0
Ada,OK,2020-10-31,106269.0
Moscow,ID,2020-10-31,350194.0
Safford,AZ,2020-10-31,192391.0
