City,State,Date,HVI
Spartanburg,SC,2021-09-30,200728.0
Evansville,IN,2021-09-30,176105.0
Kingsport,TN,2021-09-30,160849.0
Roanoke,VA,2021-09-30,223169.0
Green Bay,WI,2021-09-30,230607.0
Lincoln,NE,2021-09-30,253982.0
Fort Collins,CO,2021-09-30,510766.0
Utica,NY,2021-09-30,171372.0
Columbus,GA,2021-09-30,150593.0
Boulder,CO,2021-09-30,714520.0
Lubbock,TX,2021-09-30,180232.0
Erie,PA,2021-09-30,161733.0
Fort Smith,AR,2021-09-30,129886.0
Duluth,MN,2021-09-30,204801.0
Atlantic City,NJ,2021-09-30,272074.0
New London,CT,2021-09-30,312489.0
San Luis Obispo,CA,2021-09-30,782406.0
Gainesville,FL,2021-09-30,243987.0
Santa Cruz,CA,2021-09-30,1137842.0
Clarksville,TN,2021-09-30,226564.0
Cedar Rapids,IA,2021-09-30,187968.0
Merced,CA,2021-09-30,371185.0
Wilmington,NC,2021-09-30,325771.0
Kennewick,WA,2021-09-30,377465.0
Greeley,CO,2021-09-30,471848.0
Waco,TX,2021-09-30,218744.0
Olympia,WA,2021-09-30,475803.0
Amarillo,TX,2021-09-30,176601.0
Binghamton,NY,2021-09-30,152488.0
Hagerstown,MD,2021-09-30,254066.0
Bremerton,WA,2021-09-30,524803.0
Laredo,TX,2021-09-30,172374.0
Lynchburg,VA,2021-09-30,221885.0
Yakima,WA,2021-09-30,303917.0
Crestview-Fort Walton Beach-Destin,FL,2021-09-30,370721.0
Topeka,KS,2021-09-30,160814.0
Macon-Bibb County,GA,2021-09-30,135194.0
Champaign-Urbana,IL,2021-09-30,169002.0
Tuscaloosa,AL,2021-09-30,195316.0
College Station,TX,2021-09-30,240466.0
Sioux Falls,SD,2021-09-30,273360.0
Charleston,WV,2021-09-30,114319.0
Appleton,WI,2021-09-30,238298.0
Chico,CA,2021-09-30,395312.0
Charlottesville,VA,2021-09-30,365118.0
Claremont,NH,2021-09-30,286381.0
Barnstable Town,MA,2021-09-30,609110.0
Longview,TX,2021-09-30,172622.0
Burlington,VT,2021-09-30,375268.0
Prescott,AZ,2021-09-30,449119.0
Springfield,IL,2021-09-30,149796.0
Tyler,TX,2021-09-30,215967.0
Las Cruces,NM,2021-09-30,223020.0
Fargo,ND,2021-09-30,258935.0
Houma,LA,2021-09-30,169551.0
Rochester,MN,2021-09-30,282045.0
Florence,SC,2021-09-30,144509.0
Medford,OR,2021-09-30,406709.0
Lafayette-West Lafayette,IN,2021-09-30,211083.0
Bellingham,WA,2021-09-30,555552.0
Lake Havasu City,AZ,2021-09-30,332386.0
Saginaw,MI,2021-09-30,131653.0
Lake Charles,LA,2021-09-30,200867.0
Johnson City,TN,2021-09-30,188156.0
Elkhart,IN,2021-09-30,206939.0
Yuma,AZ,2021-09-30,227355.0
Racine,WI,2021-09-30,191985.0
Athens,GA,2021-09-30,260414.0
Torrington,CT,2021-09-30,326447.0
St. Cloud,MN,2021-09-30,267180.0
Hilton Head Island,SC,2021-09-30,394820.0
Bloomington,IL,2021-09-30,177836.0
Hilo,HI,2021-09-30,484314.0
Panama City,FL,2021-09-30,289610.0
Kingston,NY,2021-09-30,346074.0
Daphne,AL,2021-09-30,287319.0
Gainesville,GA,2021-09-30,309768.0
Warner Robins,GA,2021-09-30,171781.0
Blacksburg,VA,2021-09-30,228808.0
Jacksonville,NC,2021-09-30,203803.0
Redding,CA,2021-09-30,362369.0
Monroe,LA,2021-09-30,154791.0
Joplin,MO,2021-09-30,154754.0
El Centro,CA,2021-09-30,297511.0
Terre Haute,IN,2021-09-30,113513.0
Muskegon,MI,2021-09-30,192316.0
East Stroudsburg,PA,2021-09-30,261051.0
Sioux City,IA,2021-09-30,164987.0
Greenville,NC,2021-09-30,179678.0
Waterloo,IA,2021-09-30,158924.0
Oshkosh,WI,2021-09-30,201204.0
Yuba City,CA,2021-09-30,401485.0
Abilene,TX,2021-09-30,163857.0
Columbia,MO,2021-09-30,241274.0
Dover,DE,2021-09-30,287884.0
Eau Claire,WI,2021-09-30,230909.0
Janesville,WI,2021-09-30,191274.0
Jackson,MI,2021-09-30,183666.0
Punta Gorda,FL,2021-09-30,307926.0
Bloomington,IN,2021-09-30,251042.0
Pueblo,CO,2021-09-30,268331.0
Billings,MT,2021-09-30,322245.0
Bowling Green,KY,2021-09-30,186514.0
Bend,OR,2021-09-30,635982.0
Albany,GA,2021-09-30,126331.0
Vineland,NJ,2021-09-30,195549.0
Niles,MI,2021-09-30,225317.0
Kahului,HI,2021-09-30,842458.0
Ottawa,IL,2021-09-30,135574.0
State College,PA,2021-09-30,282697.0
Bangor,ME,2021-09-30,216262.0
Alexandria,LA,2021-09-30,158374.0
Decatur,AL,2021-09-30,167771.0
Hanford,CA,2021-09-30,297791.0
Iowa City,IA,2021-09-30,248394.0
Rocky Mount,NC,2021-09-30,147461.0
Monroe,MI,2021-09-30,218651.0
Wichita Falls,TX,2021-09-30,130610.0
Burlington,NC,2021-09-30,216668.0
Madera,CA,2021-09-30,363941.0
Jefferson City,MO,2021-09-30,193736.0
Chambersburg,PA,2021-09-30,224535.0
Texarkana,TX,2021-09-30,130803.0
Elizabethtown,KY,2021-09-30,192923.0
Pottsville,PA,2021-09-30,115721.0
Wheeling,OH,2021-09-30,117525.0
Florence,AL,2021-09-30,144345.0
Grand Junction,CO,2021-09-30,351131.0
Concord,NH,2021-09-30,350144.0
Dothan,AL,2021-09-30,144017.0
Santa Fe,NM,2021-09-30,476584.0
Johnstown,PA,2021-09-30,94129.0
Traverse City,MI,2021-09-30,320520.0
Hattiesburg,MS,2021-09-30,161888.0
Dalton,GA,2021-09-30,178892.0
Midland,TX,2021-09-30,271656.0
Homosassa Springs,FL,2021-09-30,228674.0
Auburn,AL,2021-09-30,238604.0
Valdosta,GA,2021-09-30,155157.0
Coeur d'Alene,ID,2021-09-30,550949.0
Springfield,OH,2021-09-30,152622.0
St. George,UT,2021-09-30,491159.0
Vero Beach,FL,2021-09-30,300547.0
Odessa,TX,2021-09-30,179513.0
Napa,CA,2021-09-30,873675.0
Tupelo,MS,2021-09-30,138827.0
Battle Creek,MI,2021-09-30,155235.0
Jamestown,NY,2021-09-30,129258.0
Eureka,CA,2021-09-30,420632.0
Rapid City,SD,2021-09-30,290973.0
Flagstaff,AZ,2021-09-30,532724.0
Lumberton,NC,2021-09-30,92641.0
Wausau,WI,2021-09-30,202304.0
La Crosse,WI,2021-09-30,240245.0
Lebanon,PA,2021-09-30,235777.0
Idaho Falls,ID,2021-09-30,360062.0
Sierra Vista,AZ,2021-09-30,202650.0
Pittsfield,MA,2021-09-30,305472.0
Lawton,OK,2021-09-30,110070.0
Farmington,NM,2021-09-30,182840.0
Jackson,TN,2021-09-30,157217.0
Morgantown,WV,2021-09-30,190322.0
Glens Falls,NY,2021-09-30,229680.0
Winchester,VA,2021-09-30,300474.0
St. Joseph,MO,2021-09-30,144329.0
Altoona,PA,2021-09-30,136403.0
New Bern,NC,2021-09-30,189870.0
Carbondale,IL,2021-09-30,114372.0
London,KY,2021-09-30,118077.0
Logan,UT,2021-09-30,391086.0
Harrisonburg,VA,2021-09-30,261206.0
Beckley,WV,2021-09-30,89074.0
Mansfield,OH,2021-09-30,148458.0
Weirton,OH,2021-09-30,99588.0
Goldsboro,NC,2021-09-30,162752.0
Augusta,ME,2021-09-30,251968.0
Hammond,LA,2021-09-30,181388.0
Jonesboro,AR,2021-09-30,156392.0
Sherman,TX,2021-09-30,230125.0
Anniston,AL,2021-09-30,130926.0
Staunton,VA,2021-09-30,237964.0
Muncie,IN,2021-09-30,121166.0
Mount Vernon,WA,2021-09-30,517412.0
Albany,OR,2021-09-30,362407.0
Watertown,NY,2021-09-30,167099.0
Williamsport,PA,2021-09-30,186009.0
Cleveland,TN,2021-09-30,214927.0
Sheboygan,WI,2021-09-30,188294.0
Bismarck,ND,2021-09-30,299863.0
Owensboro,KY,2021-09-30,154373.0
Dunn,NC,2021-09-30,219817.0
Wooster,OH,2021-09-30,272168.0
Morristown,TN,2021-09-30,190918.0
Kankakee,IL,2021-09-30,169242.0
Brunswick,GA,2021-09-30,238582.0
Ogdensburg,NY,2021-09-30,100884.0
San Angelo,TX,2021-09-30,182892.0
Michigan City,IN,2021-09-30,191651.0
Holland,MI,2021-09-30,259852.0
Wenatchee,WA,2021-09-30,471631.0
Lawrence,KS,2021-09-30,262858.0
Decatur,IL,2021-09-30,102732.0
Missoula,MT,2021-09-30,514926.0
Salem,OH,2021-09-30,121552.0
Bay City,MI,2021-09-30,138323.0
Lewiston,ME,2021-09-30,258174.0
Roseburg,OR,2021-09-30,293441.0
Sumter,SC,2021-09-30,152809.0
Show Low,AZ,2021-09-30,328961.0
Meridian,MS,2021-09-30,99748.0
Bluefield,WV,2021-09-30,89017.0
Danville,VA,2021-09-30,143543.0
Lima,OH,2021-09-30,148122.0
Cookeville,TN,2021-09-30,208988.0
California-Lexington Park,MD,2021-09-30,361097.0
Gadsden,AL,2021-09-30,114843.0
Cumberland,MD,2021-09-30,111769.0
Longview,WA,2021-09-30,367471.0
Whitewater,WI,2021-09-30,294006.0
Fond du Lac,WI,2021-09-30,179245.0
Ithaca,NY,2021-09-30,252121.0
Ashtabula,OH,2021-09-30,127915.0
Gettysburg,PA,2021-09-30,253937.0
Pine Bluff,AR,2021-09-30,73525.0
Tullahoma,TN,2021-09-30,202169.0
Richmond,KY,2021-09-30,203607.0
Adrian,MI,2021-09-30,197234.0
Twin Falls,ID,2021-09-30,333982.0
Corning,NY,2021-09-30,129946.0
Sebring,FL,2021-09-30,189693.0
Truckee,CA,2021-09-30,656266.0
Paducah,KY,2021-09-30,128721.0
Grand Forks,ND,2021-09-30,228467.0
Shelby,NC,2021-09-30,179002.0
Fairbanks,AK,2021-09-30,196279.0
Ocean City,NJ,2021-09-30,548211.0
Mankato,MN,2021-09-30,246556.0
Rome,GA,2021-09-30,165813.0
Cape Girardeau,MO,2021-09-30,187651.0
Hot Springs,AR,2021-09-30,203493.0
Greenwood,SC,2021-09-30,141484.0
Sunbury,PA,2021-09-30,127917.0
Clarksburg,WV,2021-09-30,117732.0
Victoria,TX,2021-09-30,
Talladega,AL,2021-09-30,126976.0
Dubuque,IA,2021-09-30,212554.0
The Villages,FL,2021-09-30,321189.0
Albertville,AL,2021-09-30,169121.0
Manhattan,KS,2021-09-30,230165.0
Parkersburg,WV,2021-09-30,130238.0
New Philadelphia,OH,2021-09-30,154656.0
Orangeburg,SC,2021-09-30,105546.0
Cheyenne,WY,2021-09-30,327755.0
New Castle,PA,2021-09-30,132521.0
Brainerd,MN,2021-09-30,261946.0
Kalispell,MT,2021-09-30,562354.0
Sevierville,TN,2021-09-30,360045.0
Ames,IA,2021-09-30,225445.0
Bozeman,MT,2021-09-30,544991.0
Moses Lake,WA,2021-09-30,302455.0
Indiana,PA,2021-09-30,142864.0
Elmira,NY,2021-09-30,124069.0
Meadville,PA,2021-09-30,123203.0
Beaver Dam,WI,2021-09-30,209352.0
Pinehurst-Southern Pines,NC,2021-09-30,315531.0
Ukiah,CA,2021-09-30,494540.0
Hermiston-Pendleton,OR,2021-09-30,261987.0
Lufkin,TX,2021-09-30,145305.0
Zanesville,OH,2021-09-30,150742.0
Corvallis,OR,2021-09-30,469310.0
Bloomsburg,PA,2021-09-30,194010.0
Laurel,MS,2021-09-30,117540.0
Russellville,AR,2021-09-30,137877.0
Branson,MO,2021-09-30,222004.0
Watertown,WI,2021-09-30,271516.0
Midland,MI,2021-09-30,193468.0
Opelousas,LA,2021-09-30,133178.0
Pocatello,ID,2021-09-30,282971.0
Kokomo,IN,2021-09-30,144115.0
Grants Pass,OR,2021-09-30,393826.0
Huntsville,TX,2021-09-30,206339.0
Plattsburgh,NY,2021-09-30,163592.0
Grand Island,NE,2021-09-30,187412.0
DuBois,PA,2021-09-30,117659.0
Danville,IL,2021-09-30,76263.0
Manitowoc,WI,2021-09-30,165023.0
Great Falls,MT,2021-09-30,253066.0
Wilson,NC,2021-09-30,148006.0
Cullman,AL,2021-09-30,167962.0
Olean,NY,2021-09-30,99858.0
Auburn,NY,2021-09-30,159939.0
Portsmouth,OH,2021-09-30,98518.0
Athens,TX,2021-09-30,229932.0
Oak Harbor,WA,2021-09-30,575374.0
Chillicothe,OH,2021-09-30,152816.0
Hinesville,GA,2021-09-30,168481.0
Somerset,PA,2021-09-30,135560.0
Warsaw,IN,2021-09-30,226009.0
Stillwater,OK,2021-09-30,169349.0
Quincy,IL,2021-09-30,136869.0
Keene,NH,2021-09-30,274163.0
Sandusky,OH,2021-09-30,172137.0
Searcy,AR,2021-09-30,142664.0
Columbus,IN,2021-09-30,212738.0
Roanoke Rapids,NC,2021-09-30,86073.0
Centralia,WA,2021-09-30,337803.0
Casper,WY,2021-09-30,246578.0
Helena,MT,2021-09-30,391127.0
Findlay,OH,2021-09-30,185334.0
Wisconsin Rapids-Marshfield,WI,2021-09-30,156571.0
Palatka,FL,2021-09-30,170869.0
Seneca,SC,2021-09-30,221589.0
Mount Airy,NC,2021-09-30,153632.0
Glenwood Springs,CO,2021-09-30,706135.0
Key West,FL,2021-09-30,781080.0
Aberdeen,WA,2021-09-30,290792.0
Gallup,NM,2021-09-30,187414.0
Port Angeles,WA,2021-09-30,429805.0
Greenfield Town,MA,2021-09-30,279017.0
Muskogee,OK,2021-09-30,95114.0
Frankfort,KY,2021-09-30,179751.0
Owosso,MI,2021-09-30,153177.0
Mount Pleasant,MI,2021-09-30,168604.0
Statesboro,GA,2021-09-30,170557.0
Marion,IN,2021-09-30,101299.0
Stevens Point,WI,2021-09-30,212938.0
Minot,ND,2021-09-30,287865.0
Shawnee,OK,2021-09-30,119173.0
North Wilkesboro,NC,2021-09-30,164056.0
Richmond,IN,2021-09-30,118682.0
Greeneville,TN,2021-09-30,145957.0
Martinsville,VA,2021-09-30,93579.0
Forest City,NC,2021-09-30,174820.0
Lake City,FL,2021-09-30,190623.0
Kapaa,HI,2021-09-30,719541.0
Marquette,MI,2021-09-30,191630.0
LaGrange,GA,2021-09-30,176559.0
Marion,OH,2021-09-30,122845.0
Morehead City,NC,2021-09-30,355570.0
Klamath Falls,OR,2021-09-30,262353.0
Marinette,WI,2021-09-30,130084.0
Roswell,NM,2021-09-30,129553.0
Marshall,TX,2021-09-30,163403.0
Farmington,MO,2021-09-30,153683.0
Charleston,IL,2021-09-30,97831.0
Athens,OH,2021-09-30,159086.0
Hobbs,NM,2021-09-30,195680.0
Clearlake,CA,2021-09-30,324493.0
Nacogdoches,TX,2021-09-30,170814.0
Hutchinson,KS,2021-09-30,118205.0
Faribault,MN,2021-09-30,306098.0
Elizabeth City,NC,2021-09-30,197654.0
Ionia,MI,2021-09-30,197582.0
Alamogordo,NM,2021-09-30,157376.0
Red Bluff,CA,2021-09-30,312356.0
Hudson,NY,2021-09-30,349552.0
Somerset,KY,2021-09-30,169596.0
Coos Bay,OR,2021-09-30,316412.0
Walla Walla,WA,2021-09-30,346483.0
Sayre,PA,2021-09-30,168991.0
Oneonta,NY,2021-09-30,173145.0
Fort Madison,IA,2021-09-30,101239.0
Baraboo,WI,2021-09-30,235816.0
Marietta,OH,2021-09-30,155452.0
Salina,KS,2021-09-30,150477.0
Rutland,VT,2021-09-30,234565.0
Big Stone Gap,VA,2021-09-30,82762.0
Sturgis,MI,2021-09-30,163255.0
Rio Grande City,TX,2021-09-30,83123.0
Fremont,OH,2021-09-30,143314.0
Mount Vernon,OH,2021-09-30,190120.0
Lewiston,ID,2021-09-30,317535.0
Shelton,WA,2021-09-30,438720.0
Enid,OK,2021-09-30,97040.0
Jefferson,GA,2021-09-30,313508.0
Georgetown,SC,2021-09-30,295212.0
Laconia,NH,2021-09-30,375665.0
Batavia,NY,2021-09-30,162592.0
Oxford,NC,2021-09-30,221423.0
Columbus,MS,2021-09-30,134597.0
Norwalk,OH,2021-09-30,144695.0
Barre,VT,2021-09-30,290536.0
Kinston,NC,2021-09-30,108856.0
Sterling,IL,2021-09-30,111467.0
Palestine,TX,2021-09-30,128800.0
Dublin,GA,2021-09-30,124647.0
Vicksburg,MS,2021-09-30,142502.0
Point Pleasant,WV,2021-09-30,108776.0
Sanford,NC,2021-09-30,187247.0
Fergus Falls,MN,2021-09-30,281964.0
Tiffin,OH,2021-09-30,130392.0
Fairmont,WV,2021-09-30,123276.0
Crossville,TN,2021-09-30,228978.0
Picayune,MS,2021-09-30,160152.0
Gloversville,NY,2021-09-30,148819.0
Sonora,CA,2021-09-30,375588.0
Gaffney,SC,2021-09-30,105254.0
Carson City,NV,2021-09-30,446396.0
Calhoun,GA,2021-09-30,175722.0
Milledgeville,GA,2021-09-30,157916.0
Waycross,GA,2021-09-30,115502.0
Oil City,PA,2021-09-30,98664.0
Jasper,IN,2021-09-30,182088.0
Morgan City,LA,2021-09-30,129493.0
Eagle Pass,TX,2021-09-30,163436.0
Ontario,OR,2021-09-30,256742.0
Payson,AZ,2021-09-30,313466.0
McComb,MS,2021-09-30,115168.0
Rochelle,IL,2021-09-30,158265.0
Scottsboro,AL,2021-09-30,128938.0
Danville,KY,2021-09-30,138506.0
Ashland,OH,2021-09-30,169117.0
Natchez,MS,2021-09-30,104527.0
Greenville,OH,2021-09-30,165435.0
Galesburg,IL,2021-09-30,86122.0
Warrensburg,MO,2021-09-30,211488.0
Kearney,NE,2021-09-30,236912.0
Fort Polk South,LA,2021-09-30,107563.0
Fort Leonard Wood,MO,2021-09-30,173406.0
Glasgow,KY,2021-09-30,138230.0
Athens,TN,2021-09-30,162090.0
Edwards,CO,2021-09-30,980765.0
Fernley,NV,2021-09-30,371686.0
Mason City,IA,2021-09-30,137288.0
Malone,NY,2021-09-30,130029.0
Winona,MN,2021-09-30,208848.0
Durango,CO,2021-09-30,552736.0
Platteville,WI,2021-09-30,158716.0
Boone,NC,2021-09-30,394400.0
Bartlesville,OK,2021-09-30,137125.0
Jacksonville,TX,2021-09-30,154763.0
Elko,NV,2021-09-30,326262.0
Rexburg,ID,2021-09-30,364863.0
St. Marys,GA,2021-09-30,217254.0
Ozark,AL,2021-09-30,110241.0
Amsterdam,NY,2021-09-30,138312.0
Enterprise,AL,2021-09-30,155470.0
Paris,TX,2021-09-30,137616.0
Kerrville,TX,2021-09-30,316571.0
New Castle,IN,2021-09-30,117947.0
Sidney,OH,2021-09-30,184143.0
Cortland,NY,2021-09-30,149059.0
Clinton,IA,2021-09-30,148152.0
Del Rio,TX,2021-09-30,148225.0
Clovis,NM,2021-09-30,172958.0
Norfolk,NE,2021-09-30,187364.0
Washington,NC,2021-09-30,169045.0
Corsicana,TX,2021-09-30,138137.0
Freeport,IL,2021-09-30,103212.0
Starkville,MS,2021-09-30,196023.0
Burlington,IA,2021-09-30,114084.0
Cadillac,MI,2021-09-30,147935.0
Ardmore,OK,2021-09-30,104455.0
Kendallville,IN,2021-09-30,170072.0
Nogales,AZ,2021-09-30,213468.0
Oxford,MS,2021-09-30,219548.0
Bogalusa,LA,2021-09-30,116483.0
Plymouth,IN,2021-09-30,186708.0
Gardnerville Ranchos,NV,2021-09-30,643315.0
Tahlequah,OK,2021-09-30,134132.0
Madisonville,KY,2021-09-30,103022.0
Cañon City,CO,2021-09-30,290280.0
Ruston,LA,2021-09-30,171059.0
Hillsdale,MI,2021-09-30,167944.0
Lewistown,PA,2021-09-30,127230.0
Rockingham,NC,2021-09-30,87853.0
Ponca City,OK,2021-09-30,73813.0
Blytheville,AR,2021-09-30,97863.0
Red Wing,MN,2021-09-30,290018.0
Shawano,WI,2021-09-30,187593.0
Cedar City,UT,2021-09-30,335721.0
Bedford,IN,2021-09-30,140384.0
Gillette,WY,2021-09-30,284584.0
Newport,OR,2021-09-30,427982.0
Wapakoneta,OH,2021-09-30,178484.0
Huntingdon,PA,2021-09-30,149616.0
Bellefontaine,OH,2021-09-30,173934.0
McAlester,OK,2021-09-30,99721.0
Blackfoot,ID,2021-09-30,299707.0
Moultrie,GA,2021-09-30,110345.0
Henderson,NC,2021-09-30,105297.0
Coldwater,MI,2021-09-30,148650.0
Harrison,AR,2021-09-30,143250.0
Rolla,MO,2021-09-30,170600.0
Shelbyville,TN,2021-09-30,228012.0
Duncan,OK,2021-09-30,97900.0
Marion,NC,2021-09-30,158023.0
Lewisburg,PA,2021-09-30,219668.0
Pullman,WA,2021-09-30,342623.0
Thomasville,GA,2021-09-30,165654.0
Bemidji,MN,2021-09-30,210750.0
Mount Sterling,KY,2021-09-30,130213.0
Ottumwa,IA,2021-09-30,96984.0
Pahrump,NV,2021-09-30,314140.0
Menomonie,WI,2021-09-30,207282.0
Selma,AL,2021-09-30,63950.0
Rock Springs,WY,2021-09-30,260234.0
Bucyrus,OH,2021-09-30,102949.0
Bradford,PA,2021-09-30,76987.0
Bardstown,KY,2021-09-30,203214.0
Cornelia,GA,2021-09-30,178032.0
Burley,ID,2021-09-30,251571.0
Greenwood,MS,2021-09-30,96167.0
Big Rapids,MI,2021-09-30,160268.0
Poplar Bluff,MO,2021-09-30,127692.0
Muscatine,IA,2021-09-30,153821.0
Alma,MI,2021-09-30,114339.0
Durant,OK,2021-09-30,138977.0
Seymour,IN,2021-09-30,167598.0
Douglas,GA,2021-09-30,127824.0
Willmar,MN,2021-09-30,216717.0
Auburn,IN,2021-09-30,181068.0
Sedalia,MO,2021-09-30,126392.0
Paragould,AR,2021-09-30,130671.0
Wilmington,OH,2021-09-30,166936.0
Lawrenceburg,TN,2021-09-30,143415.0
Warren,PA,2021-09-30,103806.0
El Dorado,AR,2021-09-30,91416.0
Mountain Home,AR,2021-09-30,156630.0
Cedartown,GA,2021-09-30,136135.0
Port Clinton,OH,2021-09-30,208103.0
El Campo,TX,2021-09-30,172369.0
Montrose,CO,2021-09-30,350893.0
Ellensburg,WA,2021-09-30,462593.0
Jacksonville,IL,2021-09-30,105074.0
Sandpoint,ID,2021-09-30,491651.0
Alice,TX,2021-09-30,110540.0
Celina,OH,2021-09-30,193545.0
Garden City,KS,2021-09-30,197759.0
Marshalltown,IA,2021-09-30,123591.0
Aberdeen,SD,2021-09-30,195408.0
West Plains,MO,2021-09-30,147170.0
Cullowhee,NC,2021-09-30,328853.0
Espa±ola,NM,2021-09-30,205740.0
Riverton,WY,2021-09-30,248139.0
Tifton,GA,2021-09-30,159377.0
Urbana,OH,2021-09-30,171264.0
Cambridge,OH,2021-09-30,128306.0
Okeechobee,FL,2021-09-30,171132.0
McMinnville,TN,2021-09-30,146867.0
Selinsgrove,PA,2021-09-30,200053.0
Natchitoches,LA,2021-09-30,183217.0
Berlin,NH,2021-09-30,153912.0
Lock Haven,PA,2021-09-30,164116.0
Sikeston,MO,2021-09-30,124808.0
Austin,MN,2021-09-30,159249.0
Clewiston,FL,2021-09-30,171068.0
Pittsburg,KS,2021-09-30,96985.0
Defiance,OH,2021-09-30,146049.0
Scottsbluff,NE,2021-09-30,158710.0
Logansport,IN,2021-09-30,106032.0
Pontiac,IL,2021-09-30,117623.0
Hannibal,MO,2021-09-30,146203.0
Mount Vernon,IL,2021-09-30,112940.0
Houghton,MI,2021-09-30,148230.0
Union City,TN,2021-09-30,96942.0
Sault Ste. Marie,MI,2021-09-30,140583.0
Vincennes,IN,2021-09-30,110278.0
Gainesville,TX,2021-09-30,226169.0
Dyersburg,TN,2021-09-30,116213.0
Kill Devil Hills,NC,2021-09-30,459547.0
Crawfordsville,IN,2021-09-30,160215.0
Brownwood,TX,2021-09-30,136548.0
Stephenville,TX,2021-09-30,206639.0
Americus,GA,2021-09-30,99930.0
Easton,MD,2021-09-30,399382.0
North Platte,NE,2021-09-30,173874.0
Newberry,SC,2021-09-30,160247.0
Ada,OK,2021-09-30,118534.0
Moscow,ID,2021-09-30,409077.0
Safford,AZ,2021-09-30,234056.0
Murray,KY,2021-09-30,153204.0
Bennington,VT,2021-09-30,280067.0
Huntington,IN,2021-09-30,143115.0
Mayfield,KY,2021-09-30,111111.0
Escanaba,MI,2021-09-30,126737.0
Canton,IL,2021-09-30,81932.0
Corinth,MS,2021-09-30,112791.0
Astoria,OR,2021-09-30,468590.0
Peru,IN,2021-09-30,105491.0
Coshocton,OH,2021-09-30,136589.0
Newton,IA,2021-09-30,146452.0
Logan,WV,2021-09-30,95728.0
Bay City,TX,2021-09-30,179585.0
Fremont,NE,2021-09-30,174341.0
Hutchinson,MN,2021-09-30,233158.0
Batesville,AR,2021-09-30,111402.0
Owatonna,MN,2021-09-30,227277.0
Vidalia,GA,2021-09-30,128728.0
Summit Park,UT,2021-09-30,1075414.0
Arkansas City-Winfield,KS,2021-09-30,95375.0
Laramie,WY,2021-09-30,285842.0
Plainview,TX,2021-09-30,89384.0
Big Spring,TX,2021-09-30,156906.0
Laurinburg,NC,2021-09-30,90564.0
Dixon,IL,2021-09-30,114367.0
Alexandria,MN,2021-09-30,283342.0
Newport,TN,2021-09-30,132820.0
DeRidder,LA,2021-09-30,124637.0
Lebanon,MO,2021-09-30,151903.0
Coffeyville,KS,2021-09-30,68054.0
Seneca Falls,NY,2021-09-30,147037.0
Sulphur Springs,TX,2021-09-30,
Martin,TN,2021-09-30,113020.0
Susanville,CA,2021-09-30,215706.0
Brookhaven,MS,2021-09-30,133092.0
Arcadia,FL,2021-09-30,172033.0
Taylorville,IL,2021-09-30,94271.0
Decatur,IN,2021-09-30,173869.0
Junction City,KS,2021-09-30,167473.0
Effingham,IL,2021-09-30,168716.0
Valley,AL,2021-09-30,82684.0
Butte,MT,2021-09-30,185009.0
Angola,IN,2021-09-30,213723.0
Dodge City,KS,2021-09-30,135894.0
Brenham,TX,2021-09-30,277570.0
Emporia,KS,2021-09-30,128727.0
Jackson,OH,2021-09-30,97540.0
Frankfort,IN,2021-09-30,138301.0
Brevard,NC,2021-09-30,301726.0
Taos,NM,2021-09-30,335244.0
Malvern,AR,2021-09-30,112388.0
Troy,AL,2021-09-30,133068.0
Wabash,IN,2021-09-30,135226.0
Cambridge,MD,2021-09-30,181470.0
Macomb,IL,2021-09-30,83117.0
Vernal,UT,2021-09-30,274957.0
Kingsville,TX,2021-09-30,117193.0
Madison,IN,2021-09-30,160692.0
Mount Pleasant,TX,2021-09-30,155482.0
Paris,TN,2021-09-30,139338.0
Columbus,NE,2021-09-30,211237.0
Brookings,SD,2021-09-30,232549.0
Kennett,MO,2021-09-30,83100.0
Beeville,TX,2021-09-30,142895.0
Miami,OK,2021-09-30,86397.0
Dayton,TN,2021-09-30,177424.0
Washington,IN,2021-09-30,167840.0
Camden,AR,2021-09-30,62081.0
Jackson,WY,2021-09-30,855551.0
Hastings,NE,2021-09-30,158807.0
Juneau,AK,2021-09-30,435379.0
Albert Lea,MN,2021-09-30,143373.0
Lewisburg,TN,2021-09-30,224370.0
Iron Mountain,MI,2021-09-30,140613.0
Lincoln,IL,2021-09-30,106841.0
Jesup,GA,2021-09-30,143477.0
Kirksville,MO,2021-09-30,140667.0
Alpena,MI,2021-09-30,122172.0
Silver City,NM,2021-09-30,154903.0
Indianola,MS,2021-09-30,74690.0
Elkins,WV,2021-09-30,100837.0
Las Vegas,NM,2021-09-30,182356.0
McPherson,KS,2021-09-30,183262.0
Sheridan,WY,2021-09-30,328189.0
Washington Court House,OH,2021-09-30,144223.0
Bennettsville,SC,2021-09-30,60331.0
Van Wert,OH,2021-09-30,122546.0
Merrill,WI,2021-09-30,155544.0
Ludington,MI,2021-09-30,180824.0
Middlesborough,KY,2021-09-30,66075.0
Crescent City,CA,2021-09-30,317193.0
North Vernon,IN,2021-09-30,149800.0
Hays,KS,2021-09-30,197878.0
Forrest City,AR,2021-09-30,58727.0
Fort Morgan,CO,2021-09-30,277989.0
Mineral Wells,TX,2021-09-30,164484.0
Breckenridge,CO,2021-09-30,867031.0
Bastrop,LA,2021-09-30,61953.0
Bainbridge,GA,2021-09-30,121873.0
