Date,City,State,SizeRank,HVI,%Change_HVI
2014-02-28,New York,NY,1,398201.0,0.43
2014-02-28,Los Angeles-Long Beach-Anaheim,CA,2,516105.0,0.48
2014-02-28,Chicago,IL,3,198819.0,0.77
2014-02-28,Dallas-Fort Worth,TX,4,166352.0,0.65
2014-02-28,Philadelphia,PA,5,214635.0,0.27
2014-02-28,Houston,TX,6,167499.0,0.89
2014-02-28,Washington,DC,7,381747.0,0.51
2014-02-28,Miami-Fort Lauderdale,FL,8,212668.0,1.08
2014-02-28,Atlanta,GA,9,164522.0,0.91
2014-02-28,Boston,MA,10,382265.0,0.37
2014-02-28,San Francisco,CA,11,767967.0,1.4
2014-02-28,Detroit,MI,12,121922.0,1.33
2014-02-28,Riverside,CA,13,279959.0,1.58
2014-02-28,Phoenix,AZ,14,200966.0,1.59
2014-02-28,Seattle,WA,15,328072.0,0.94
2014-02-28,Minneapolis-St Paul,MN,16,220371.0,1.0
2014-02-28,San Diego,CA,17,465497.0,1.66
2014-02-28,St. Louis,MO,18,146222.0,-0.01
2014-02-28,Tampa,FL,19,146644.0,0.63
2014-02-28,Baltimore,MD,20,272554.0,0.2
2014-02-28,Denver,CO,21,282160.0,0.82
2014-02-28,Pittsburgh,PA,22,129732.0,0.4
2014-02-28,Portland,OR,23,284003.0,0.65
2014-02-28,Charlotte,NC,24,167576.0,0.85
2014-02-28,Sacramento,CA,25,313739.0,0.84
2014-02-28,San Antonio,TX,26,172547.0,0.67
2014-02-28,Orlando,FL,27,173855.0,1.08
2014-02-28,Cincinnati,OH,28,142032.0,0.07
2014-02-28,Cleveland,OH,29,123330.0,-0.74
2014-02-28,Kansas City,MO,30,148331.0,0.09
2014-02-28,Las Vegas,NV,31,191183.0,1.05
2014-02-28,Columbus,OH,32,150933.0,0.45
2014-02-28,Indianapolis,IN,33,138085.0,0.86
2014-02-28,San Jose,CA,34,832719.0,2.33
2014-02-28,Austin,TX,35,238554.0,0.7
2014-02-28,Virginia Beach,VA,36,220849.0,0.24
2014-02-28,Nashville,TN,37,186607.0,0.43
2014-02-28,Providence,RI,38,251429.0,0.25
2014-02-28,Milwaukee,WI,39,156393.0,0.47
2014-02-28,Jacksonville,FL,40,167842.0,0.79
2014-02-28,Memphis,TN,41,119787.0,0.21
2014-02-28,Oklahoma City,OK,42,134969.0,0.35
2014-02-28,Louisville-Jefferson County,KY,43,139725.0,0.29
2014-02-28,Hartford,CT,44,229999.0,0.07
2014-02-28,Richmond,VA,45,201866.0,0.3
2014-02-28,New Orleans,LA,46,179429.0,0.45
2014-02-28,Buffalo,NY,47,134742.0,0.39
2014-02-28,Raleigh,NC,48,214758.0,0.33
2014-02-28,Birmingham,AL,49,141544.0,0.12
2014-02-28,Salt Lake City,UT,50,257307.0,0.09
2014-02-28,Grand Rapids,MI,52,143620.0,0.68
2014-02-28,Tucson,AZ,53,169068.0,1.07
2014-02-28,Urban Honolulu,HI,54,593244.0,0.72
2014-02-28,Tulsa,OK,55,126407.0,0.21
2014-02-28,Fresno,CA,56,197939.0,1.09
2014-02-28,Worcester,MA,57,236451.0,0.34
2014-02-28,Stamford,CT,58,406948.0,0.78
2014-02-28,Albuquerque,NM,59,179408.0,0.4
2014-02-28,Albany,NY,60,182934.0,-0.24
2014-02-28,Omaha,NE,61,152117.0,0.34
2014-02-28,New Haven,CT,62,219351.0,-0.0
2014-02-28,Bakersfield,CA,63,184147.0,0.86
2014-02-28,Knoxville,TN,64,149871.0,0.15
2014-02-28,Greenville,SC,65,153376.0,0.33
2014-02-28,Ventura,CA,66,507176.0,1.26
2014-02-28,Allentown,PA,67,184426.0,0.3
2014-02-28,El Paso,TX,68,124560.0,-0.02
2014-02-28,Baton Rouge,LA,69,171370.0,0.36
2014-02-28,Dayton,OH,70,103019.0,1.77
2014-02-28,McAllen,TX,71,93063.0,0.52
2014-02-28,Columbia,SC,72,136694.0,0.11
2014-02-28,Greensboro,NC,73,124605.0,-0.11
2014-02-28,Akron,OH,74,123266.0,-0.22
2014-02-28,North Port-Sarasota-Bradenton,FL,75,211065.0,0.95
2014-02-28,Little Rock,AR,76,137379.0,0.16
2014-02-28,Stockton,CA,77,251461.0,2.75
2014-02-28,Charleston,SC,78,210237.0,0.51
2014-02-28,Syracuse,NY,79,126937.0,0.36
2014-02-28,Colorado Springs,CO,80,219906.0,0.22
2014-02-28,Winston-Salem,NC,81,126507.0,0.36
2014-02-28,Wichita,KS,82,117914.0,0.23
2014-02-28,Springfield,MA,83,202740.0,0.0
2014-02-28,Fort Myers,FL,84,180754.0,0.6
2014-02-28,Boise City,ID,85,189250.0,0.29
2014-02-28,Madison,WI,87,216194.0,-0.41
2014-02-28,Lakeland,FL,88,126582.0,0.76
2014-02-28,Ogden,UT,89,211818.0,0.22
2014-02-28,Daytona Beach,FL,90,151151.0,1.3
2014-02-28,Des Moines,IA,91,163828.0,0.43
2014-02-28,Jackson,MS,92,117766.0,0.08
2014-02-28,Youngstown,OH,93,81387.0,-0.81
2014-02-28,Augusta,GA,94,125906.0,0.21
2014-02-28,Scranton,PA,95,107555.0,0.05
2014-02-28,Harrisburg,PA,96,167604.0,0.02
2014-02-28,Melbourne,FL,97,143771.0,0.89
2014-02-28,Spokane,WA,99,171364.0,0.45
2014-02-28,Provo,UT,100,252479.0,0.6
2014-02-28,Modesto,CA,102,219738.0,1.53
2014-02-28,Portland,ME,103,245090.0,0.07
2014-02-28,Durham,NC,104,203183.0,0.2
2014-02-28,Santa Rosa,CA,105,481010.0,1.56
2014-02-28,Lexington,KY,106,154402.0,-0.14
2014-02-28,Lafayette,LA,107,141144.0,0.19
2014-02-28,Lansing,MI,108,121824.0,0.87
2014-02-28,Fayetteville,AR,109,147557.0,0.37
2014-02-28,Pensacola,FL,110,140808.0,0.26
2014-02-28,Visalia,CA,111,167743.0,0.38
2014-02-28,Shreveport,LA,112,115081.0,-0.34
2014-02-28,Springfield,MO,113,123566.0,0.68
2014-02-28,York,PA,114,163919.0,0.01
2014-02-28,Corpus Christi,TX,115,133439.0,0.18
2014-02-28,Flint,MI,116,79826.0,1.24
2014-02-28,Reno,NV,117,237917.0,0.52
2014-02-28,Asheville,NC,118,194868.0,0.42
2014-02-28,Santa Maria-Santa Barbara,CA,120,533039.0,0.94
2014-02-28,Huntsville,AL,121,160067.0,0.08
2014-02-28,Fort Wayne,IN,122,111429.0,0.08
2014-02-28,Salinas,CA,123,440626.0,1.8
2014-02-28,Vallejo,CA,124,309394.0,1.75
2014-02-28,Mobile,AL,125,105169.0,-0.08
2014-02-28,Reading,PA,126,156576.0,-0.55
2014-02-28,Brownsville,TX,127,94445.0,-0.14
2014-02-28,Killeen,TX,128,127168.0,0.32
2014-02-28,Canton,OH,129,107001.0,0.06
2014-02-28,Beaumont,TX,130,106126.0,0.57
2014-02-28,Manchester,NH,131,234498.0,-0.5
2014-02-28,Salem,OR,132,191499.0,1.16
2014-02-28,Davenport,IL,134,116058.0,0.56
2014-02-28,Peoria,IL,135,114968.0,0.18
2014-02-28,Myrtle Beach,SC,136,174683.0,0.63
2014-02-28,Montgomery,AL,137,125914.0,-0.39
2014-02-28,Salisbury,DE,138,234030.0,-0.26
2014-02-28,Gulfport,MS,139,116972.0,0.83
2014-02-28,Tallahassee,FL,140,141358.0,0.58
2014-02-28,Trenton,NJ,141,236068.0,0.12
2014-02-28,Fayetteville,NC,142,124247.0,0.36
2014-02-28,Huntington,WV,144,86431.0,0.11
2014-02-28,Eugene,OR,145,220400.0,0.86
2014-02-28,Savannah,GA,147,158957.0,0.65
2014-02-28,Ann Arbor,MI,148,221505.0,1.41
2014-02-28,Ocala,FL,149,108282.0,0.21
2014-02-28,Kalamazoo,MI,150,129912.0,0.68
2014-02-28,Naples,FL,151,279722.0,1.49
2014-02-28,South Bend,IN,152,102024.0,-0.13
2014-02-28,Spartanburg,SC,153,118591.0,-0.09
2014-02-28,Evansville,IN,154,114076.0,0.03
2014-02-28,Kingsport,TN,155,109323.0,0.33
2014-02-28,Roanoke,VA,156,154583.0,0.17
2014-02-28,Green Bay,WI,157,138756.0,1.01
2014-02-28,Lincoln,NE,158,154681.0,-0.4
2014-02-28,Fort Collins,CO,159,273938.0,0.59
2014-02-28,Utica,NY,160,110565.0,-0.27
2014-02-28,Columbus,GA,161,110660.0,0.23
2014-02-28,Boulder,CO,162,375744.0,0.21
2014-02-28,Fort Smith,AR,165,92532.0,0.16
2014-02-28,Duluth,MN,166,136742.0,0.41
2014-02-28,Atlantic City,NJ,167,199765.0,0.34
2014-02-28,New London,CT,168,228896.0,-0.05
2014-02-28,San Luis Obispo,CA,169,495759.0,0.69
2014-02-28,Gainesville,FL,170,146964.0,0.91
2014-02-28,Santa Cruz,CA,171,657508.0,0.79
2014-02-28,Clarksville,TN,172,147277.0,0.15
2014-02-28,Cedar Rapids,IA,173,140168.0,0.4
2014-02-28,Merced,CA,174,180178.0,1.98
2014-02-28,Wilmington,NC,175,206166.0,0.33
2014-02-28,Kennewick,WA,176,185959.0,0.21
2014-02-28,Greeley,CO,177,234341.0,1.0
2014-02-28,Olympia,WA,179,229872.0,1.0
2014-02-28,Amarillo,TX,180,122446.0,0.39
2014-02-28,Binghamton,NY,181,109890.0,-0.2
2014-02-28,Hagerstown,MD,182,170480.0,0.18
2014-02-28,Bremerton,WA,183,249353.0,0.44
2014-02-28,Lynchburg,VA,185,151269.0,0.19
2014-02-28,Yakima,WA,186,154610.0,0.39
2014-02-28,Crestview-Fort Walton Beach-Destin,FL,187,219778.0,-0.07
2014-02-28,Topeka,KS,188,110709.0,0.5
2014-02-28,Macon-Bibb County,GA,189,84406.0,0.56
2014-02-28,Champaign-Urbana,IL,190,133470.0,-0.2
2014-02-28,Tuscaloosa,AL,191,141801.0,-0.22
2014-02-28,Sioux Falls,SD,193,172268.0,0.13
2014-02-28,Appleton,WI,195,145154.0,-0.36
2014-02-28,Chico,CA,196,233416.0,0.37
2014-02-28,Charlottesville,VA,197,266770.0,0.19
2014-02-28,Claremont,NH,198,185033.0,0.25
2014-02-28,Barnstable Town,MA,199,370878.0,-0.03
2014-02-28,Burlington,VT,201,262251.0,0.3
2014-02-28,Prescott,AZ,202,224213.0,1.56
2014-02-28,Las Cruces,NM,205,172575.0,1.49
2014-02-28,Rochester,MN,208,171254.0,0.41
2014-02-28,Florence,SC,209,105402.0,0.09
2014-02-28,Medford,OR,210,231656.0,1.51
2014-02-28,Lafayette-West Lafayette,IN,211,127940.0,0.28
2014-02-28,Bellingham,WA,212,273470.0,0.31
2014-02-28,Lake Havasu City,AZ,213,162748.0,1.24
2014-02-28,Saginaw,MI,214,80315.0,0.5
2014-02-28,Elkhart,IN,217,120927.0,0.42
2014-02-28,Yuma,AZ,218,130678.0,0.56
2014-02-28,Racine,WI,219,114946.0,0.47
2014-02-28,Athens,GA,220,147380.0,0.74
2014-02-28,Torrington,CT,221,232372.0,-0.4
2014-02-28,St. Cloud,MN,222,172470.0,0.92
2014-02-28,Hilton Head Island,SC,223,264679.0,0.6
2014-02-28,Bloomington,IL,224,152255.0,-0.0
2014-02-28,Panama City,FL,226,175053.0,0.57
2014-02-28,Kingston,NY,227,200797.0,-0.1
2014-02-28,Daphne,AL,228,165886.0,0.31
2014-02-28,Gainesville,GA,229,169606.0,1.45
2014-02-28,Jacksonville,NC,232,150587.0,-0.18
2014-02-28,Redding,CA,233,170138.0,3.79
2014-02-28,Monroe,LA,234,117891.0,0.39
2014-02-28,El Centro,CA,236,147377.0,0.93
2014-02-28,Muskegon,MI,238,92594.0,0.22
2014-02-28,Waterloo,IA,242,129326.0,0.14
2014-02-28,Oshkosh,WI,243,126088.0,2.76
2014-02-28,Yuba City,CA,244,209936.0,0.82
2014-02-28,Abilene,TX,245,107600.0,0.5
2014-02-28,Columbia,MO,246,171523.0,0.32
2014-02-28,Dover,DE,247,189482.0,0.47
2014-02-28,Eau Claire,WI,248,136078.0,0.56
2014-02-28,Janesville,WI,249,106477.0,0.69
2014-02-28,Jackson,MI,250,104746.0,1.31
2014-02-28,Punta Gorda,FL,251,155718.0,0.01
2014-02-28,Bloomington,IN,252,155633.0,0.24
2014-02-28,Pueblo,CO,253,125622.0,0.17
2014-02-28,Billings,MT,254,229196.0,0.06
2014-02-28,Bend,OR,256,283364.0,0.93
2014-02-28,Vineland,NJ,258,134689.0,-0.39
2014-02-28,Niles,MI,259,146157.0,-0.25
2014-02-28,State College,PA,262,207188.0,0.18
2014-02-28,Alexandria,LA,264,136739.0,-0.42
2014-02-28,Decatur,AL,265,112345.0,0.21
2014-02-28,Hanford,CA,266,168061.0,-0.38
2014-02-28,Iowa City,IA,267,193092.0,0.26
2014-02-28,Rocky Mount,NC,268,98589.0,0.34
2014-02-28,Monroe,MI,269,130986.0,-1.03
2014-02-28,Jefferson City,MO,273,129097.0,0.09
2014-02-28,Chambersburg,PA,274,161333.0,-0.1
2014-02-28,Elizabethtown,KY,276,129517.0,-0.36
2014-02-28,Pottsville,PA,277,74761.0,-0.35
2014-02-28,Wheeling,OH,278,75945.0,0.34
2014-02-28,Florence,AL,279,103769.0,-0.43
2014-02-28,Grand Junction,CO,280,197911.0,0.72
2014-02-28,Concord,NH,281,213703.0,0.57
2014-02-28,Dothan,AL,282,109644.0,-0.05
2014-02-28,Santa Fe,NM,283,305151.0,0.03
2014-02-28,Johnstown,PA,284,76971.0,-0.28
2014-02-28,Traverse City,MI,285,175763.0,0.14
2014-02-28,Hattiesburg,MS,286,125327.0,0.05
2014-02-28,Dalton,GA,287,105776.0,0.66
2014-02-28,Midland,TX,288,210972.0,1.09
2014-02-28,Homosassa Springs,FL,289,107542.0,-0.05
2014-02-28,Coeur d'Alene,ID,292,223184.0,1.13
2014-02-28,Springfield,OH,293,94418.0,0.75
2014-02-28,St. George,UT,294,242827.0,0.49
2014-02-28,Vero Beach,FL,295,160278.0,0.36
2014-02-28,Napa,CA,297,527724.0,1.21
2014-02-28,Tupelo,MS,298,103159.0,0.19
2014-02-28,Battle Creek,MI,299,88664.0,0.29
2014-02-28,Jamestown,NY,300,87912.0,-0.01
2014-02-28,Eureka,CA,301,268281.0,1.23
2014-02-28,Flagstaff,AZ,303,282432.0,-0.13
2014-02-28,Wausau,WI,305,135761.0,-0.12
2014-02-28,La Crosse,WI,306,153738.0,0.21
2014-02-28,Lebanon,PA,307,165579.0,0.14
2014-02-28,Idaho Falls,ID,308,158866.0,-0.05
2014-02-28,Pittsfield,MA,310,212549.0,-0.66
2014-02-28,Farmington,NM,312,112528.0,-1.15
2014-02-28,Jackson,TN,313,98087.0,0.02
2014-02-28,Glens Falls,NY,315,164643.0,0.25
2014-02-28,Winchester,VA,316,205335.0,0.9
2014-02-28,Altoona,PA,318,100136.0,2.51
2014-02-28,Carbondale,IL,320,87898.0,0.12
2014-02-28,Mansfield,OH,325,82500.0,-1.18
2014-02-28,Augusta,ME,328,142712.0,0.06
2014-02-28,Sherman,TX,331,112880.0,0.04
2014-02-28,Muncie,IN,334,71486.0,1.21
2014-02-28,Mount Vernon,WA,335,242835.0,0.35
2014-02-28,Albany,OR,336,171206.0,0.2
2014-02-28,Watertown,NY,337,139494.0,-0.24
2014-02-28,Cleveland,TN,339,133578.0,0.01
2014-02-28,Sheboygan,WI,340,112929.0,-0.44
2014-02-28,Bismarck,ND,341,247014.0,0.47
2014-02-28,Dunn,NC,343,149845.0,2.03
2014-02-28,Morristown,TN,345,122202.0,1.22
2014-02-28,Kankakee,IL,346,127861.0,0.41
2014-02-28,Ogdensburg,NY,348,74502.0,-0.03
2014-02-28,Holland,MI,351,150805.0,-0.01
2014-02-28,Wenatchee,WA,352,236312.0,0.44
2014-02-28,Decatur,IL,354,88349.0,0.18
2014-02-28,Missoula,MT,355,267334.0,-0.04
2014-02-28,Roseburg,OR,359,159206.0,0.47
2014-02-28,Show Low,AZ,361,164714.0,0.72
2014-02-28,Bluefield,WV,363,68825.0,-0.03
2014-02-28,Lima,OH,365,89279.0,-0.05
2014-02-28,Cookeville,TN,366,121214.0,-0.31
2014-02-28,California-Lexington Park,MD,367,280987.0,0.09
2014-02-28,Gadsden,AL,368,77347.0,-0.21
2014-02-28,Cumberland,MD,369,81507.0,-0.38
2014-02-28,Whitewater,WI,371,182915.0,1.31
2014-02-28,Fond du Lac,WI,372,116246.0,0.78
2014-02-28,Ithaca,NY,373,208469.0,0.76
2014-02-28,Tullahoma,TN,377,112695.0,0.21
2014-02-28,Richmond,KY,378,129620.0,0.22
2014-02-28,Adrian,MI,379,114644.0,0.69
2014-02-28,Corning,NY,381,99224.0,0.0
2014-02-28,Sebring,FL,382,91610.0,0.17
2014-02-28,Truckee,CA,383,387142.0,1.22
2014-02-28,Fairbanks,AK,387,155232.0,-0.03
2014-02-28,Ocean City,NJ,388,351614.0,0.48
2014-02-28,Rome,GA,390,93203.0,0.57
2014-02-28,Hot Springs,AR,392,130946.0,-0.81
2014-02-28,Greenwood,SC,393,91041.0,0.17
2014-02-28,Clarksburg,WV,395,83045.0,0.18
2014-02-28,Albertville,AL,400,100011.0,-0.01
2014-02-28,Cheyenne,WY,405,224254.0,0.19
2014-02-28,Brainerd,MN,407,154234.0,0.4
2014-02-28,Kalispell,MT,408,266025.0,1.04
2014-02-28,Sevierville,TN,409,176352.0,0.38
2014-02-28,Elmira,NY,414,98515.0,0.44
2014-02-28,Pinehurst-Southern Pines,NC,417,207942.0,0.31
2014-02-28,Ukiah,CA,418,343545.0,0.76
2014-02-28,Lufkin,TX,420,88771.0,0.53
2014-02-28,Corvallis,OR,422,270207.0,0.79
2014-02-28,Watertown,WI,427,160846.0,-0.23
2014-02-28,Midland,MI,428,130820.0,-0.69
2014-02-28,Pocatello,ID,430,143472.0,-0.15
2014-02-28,Danville,IL,437,59432.0,0.25
2014-02-28,Great Falls,MT,439,168657.0,0.48
2014-02-28,Olean,NY,442,70861.0,-1.33
2014-02-28,Oak Harbor,WA,446,281275.0,0.25
2014-02-28,Hinesville,GA,448,111412.0,0.69
2014-02-28,Warsaw,IN,450,142483.0,0.21
2014-02-28,Quincy,IL,452,95142.0,0.25
2014-02-28,Sandusky,OH,454,114283.0,-0.5
2014-02-28,Columbus,IN,456,135682.0,0.49
2014-02-28,Roanoke Rapids,NC,457,63578.0,0.1
2014-02-28,Casper,WY,459,211808.0,0.48
2014-02-28,Findlay,OH,461,124330.0,0.58
2014-02-28,Seneca,SC,464,137109.0,0.37
2014-02-28,Glenwood Springs,CO,466,375871.0,0.69
2014-02-28,Aberdeen,WA,468,116649.0,0.48
2014-02-28,Greenfield Town,MA,471,200570.0,0.85
2014-02-28,Mount Pleasant,MI,476,109381.0,1.23
2014-02-28,Statesboro,GA,477,115601.0,0.58
2014-02-28,Minot,ND,480,257302.0,0.66
2014-02-28,Shawnee,OK,481,85639.0,0.4
2014-02-28,Richmond,IN,483,88633.0,0.06
2014-02-28,Martinsville,VA,485,74602.0,0.09
2014-02-28,LaGrange,GA,490,120077.0,0.42
2014-02-28,Morehead City,NC,492,240288.0,0.13
2014-02-28,Marinette,WI,494,84455.0,0.04
2014-02-28,Roswell,NM,495,84224.0,0.08
2014-02-28,Marshall,TX,496,118551.0,0.66
2014-02-28,Hobbs,NM,500,145045.0,1.35
2014-02-28,Faribault,MN,504,175145.0,1.91
2014-02-28,Somerset,KY,510,108442.0,-0.99
2014-02-28,Walla Walla,WA,512,178019.0,0.63
2014-02-28,Fort Madison,IA,515,76841.0,-0.28
2014-02-28,Big Stone Gap,VA,520,66004.0,0.09
2014-02-28,Enid,OK,528,72494.0,0.44
2014-02-28,Georgetown,SC,530,194290.0,0.77
2014-02-28,Laconia,NH,531,210024.0,0.34
2014-02-28,Sterling,IL,538,85689.0,0.3
2014-02-28,Dublin,GA,540,77443.0,0.61
2014-02-28,Fergus Falls,MN,544,180194.0,0.42
2014-02-28,Fairmont,WV,546,88392.0,0.13
2014-02-28,Picayune,MS,548,124439.0,-0.05
2014-02-28,Gloversville,NY,549,93196.0,0.27
2014-02-28,Carson City,NV,552,192015.0,1.06
2014-02-28,McComb,MS,563,88648.0,0.24
2014-02-28,Rochelle,IL,564,119814.0,0.33
2014-02-28,Scottsboro,AL,565,90771.0,0.72
2014-02-28,Danville,KY,566,97589.0,0.07
2014-02-28,Greenville,OH,569,110500.0,0.51
2014-02-28,Glasgow,KY,575,92032.0,0.18
2014-02-28,Edwards,CO,577,557035.0,1.88
2014-02-28,Fernley,NV,578,157809.0,1.07
2014-02-28,Elko,NV,588,187914.0,1.26
2014-02-28,Rexburg,ID,589,186193.0,0.47
2014-02-28,Cortland,NY,598,99655.0,0.2
2014-02-28,Freeport,IL,605,88807.0,0.59
2014-02-28,Burlington,IA,607,86231.0,0.2
2014-02-28,Cadillac,MI,608,88238.0,0.6
2014-02-28,Ardmore,OK,609,73406.0,0.31
2014-02-28,Oxford,MS,612,160557.0,0.32
2014-02-28,Bogalusa,LA,613,95949.0,-0.04
2014-02-28,Gardnerville Ranchos,NV,615,287576.0,0.9
2014-02-28,Tahlequah,OK,616,97881.0,0.19
2014-02-28,Ruston,LA,619,126654.0,0.34
2014-02-28,Hillsdale,MI,620,100689.0,0.66
2014-02-28,Ponca City,OK,623,55967.0,0.28
2014-02-28,Blytheville,AR,624,75934.0,0.18
2014-02-28,Newport,OR,630,218909.0,0.69
2014-02-28,McAlester,OK,634,77410.0,0.19
2014-02-28,Moultrie,GA,636,68977.0,0.54
2014-02-28,Thomasville,GA,647,106847.0,0.54
2014-02-28,Bemidji,MN,648,136692.0,0.7
2014-02-28,Mount Sterling,KY,649,89574.0,-0.07
2014-02-28,Selma,AL,653,49273.0,0.97
2014-02-28,Rock Springs,WY,654,197940.0,0.24
2014-02-28,Cornelia,GA,658,107125.0,0.64
2014-02-28,Burley,ID,659,122962.0,0.56
2014-02-28,Muscatine,IA,663,117070.0,-0.01
2014-02-28,Alma,MI,664,70966.0,0.31
2014-02-28,Douglas,GA,667,82099.0,0.69
2014-02-28,Willmar,MN,668,145862.0,0.34
2014-02-28,Auburn,IN,669,105620.0,-0.37
2014-02-28,Sedalia,MO,670,67949.0,0.69
2014-02-28,El Dorado,AR,675,63734.0,0.04
2014-02-28,Mountain Home,AR,677,114423.0,0.35
2014-02-28,El Campo,TX,680,108130.0,0.6
2014-02-28,Jacksonville,IL,683,77457.0,0.31
2014-02-28,Sandpoint,ID,684,253080.0,0.39
2014-02-28,Alice,TX,685,78566.0,0.25
2014-02-28,Marshalltown,IA,688,98858.0,0.28
2014-02-28,Espa±ola,NM,692,154783.0,0.44
2014-02-28,Riverton,WY,693,185220.0,0.43
2014-02-28,Tifton,GA,694,98603.0,0.68
2014-02-28,McMinnville,TN,698,84373.0,0.34
2014-02-28,Selinsgrove,PA,699,132352.0,0.19
2014-02-28,Pontiac,IL,711,97209.0,0.31
2014-02-28,Houghton,MI,714,102139.0,0.97
2014-02-28,Sault Ste. Marie,MI,716,89188.0,0.24
2014-02-28,Americus,GA,726,67907.0,0.65
2014-02-28,Easton,MD,727,289718.0,0.48
2014-02-28,North Platte,NE,728,115411.0,0.25
2014-02-28,Ada,OK,730,84346.0,0.19
2014-02-28,Murray,KY,733,107689.0,0.33
2014-02-28,Escanaba,MI,737,84426.0,0.11
2014-02-28,Canton,IL,737,62553.0,0.27
2014-02-28,Coshocton,OH,742,83855.0,0.47
2014-02-28,Logan,WV,744,75847.0,-0.24
2014-02-28,Vidalia,GA,750,76465.0,0.79
2014-02-28,Summit Park,UT,751,564133.0,0.14
2014-02-28,Laramie,WY,753,209993.0,0.2
2014-02-28,Dixon,IL,757,91480.0,0.15
2014-02-28,Alexandria,MN,758,172762.0,0.51
2014-02-28,Coffeyville,KS,762,62936.0,-1.06
2014-02-28,Susanville,CA,766,153514.0,0.52
2014-02-28,Brookhaven,MS,767,92976.0,-0.23
2014-02-28,Taylorville,IL,769,67077.0,0.54
2014-02-28,Effingham,IL,772,112853.0,0.6
2014-02-28,Valley,AL,773,57744.0,0.46
2014-02-28,Emporia,KS,780,92386.0,0.37
2014-02-28,Taos,NM,785,164933.0,0.38
2014-02-28,Malvern,AR,786,84197.0,0.08
2014-02-28,Cambridge,MD,789,148058.0,-0.16
2014-02-28,Macomb,IL,790,62294.0,0.08
2014-02-28,Camden,AR,807,46329.0,0.21
2014-02-28,Jackson,WY,808,505101.0,0.34
2014-02-28,Iron Mountain,MI,813,90155.0,0.5
2014-02-28,Lincoln,IL,814,75463.0,0.08
2014-02-28,Kirksville,MO,816,92281.0,0.44
2014-02-28,Alpena,MI,818,84576.0,0.25
2014-02-28,Las Vegas,NM,822,138764.0,1.16
2014-02-28,McPherson,KS,823,127902.0,0.2
2014-02-28,Sheridan,WY,824,236462.0,0.26
2014-02-28,Washington Court House,OH,825,93595.0,0.21
2014-02-28,Bennettsville,SC,826,33202.0,0.55
2014-02-28,Merrill,WI,828,104908.0,0.27
2014-02-28,Middlesborough,KY,830,45609.0,-0.34
2014-02-28,Forrest City,AR,834,47413.0,-0.06
2014-02-28,Breckenridge,CO,837,406683.0,0.63
2014-02-28,Bastrop,LA,838,52607.0,0.35
2014-02-28,Wauchula,FL,840,80868.0,1.23
2014-02-28,Weatherford,OK,843,100468.0,1.65
2014-02-28,Thomaston,GA,846,65260.0,0.43
2014-02-28,Boone,IA,851,118745.0,0.27
2014-02-28,Toccoa,GA,852,89547.0,0.42
2014-02-28,Summerville,GA,854,65405.0,0.4
2014-02-28,New Ulm,MN,856,121308.0,0.51
2014-02-28,Marshall,MN,857,120438.0,0.54
2014-02-28,Deming,NM,863,106381.0,-0.38
2014-02-28,Magnolia,AR,866,73246.0,0.29
2014-02-28,Campbellsville,KY,867,87511.0,0.28
2014-02-28,Connersville,IN,868,68389.0,0.26
2014-02-28,Cordele,GA,873,76806.0,0.63
2014-02-28,Maryville,MO,874,105925.0,0.4
2014-02-28,Marshall,MO,874,73307.0,0.26
2014-02-28,Arkadelphia,AR,876,76895.0,0.01
2014-02-28,Wahpeton,ND,879,109114.0,0.4
2014-02-28,Oskaloosa,IA,885,99271.0,0.22
2014-02-28,Raymondville,TX,890,54896.0,0.56
2014-02-28,Dumas,TX,893,88102.0,0.41
2014-02-28,Helena,AR,894,28706.0,0.12
2014-02-28,Worthington,MN,898,103537.0,0.49
2014-02-28,Storm Lake,IA,908,97004.0,1.14
2014-02-28,Woodward,OK,909,80904.0,0.31
2014-02-28,Portales,NM,910,78156.0,0.45
2014-02-28,Hereford,TX,911,60238.0,0.68
2014-02-28,Othello,WA,913,118690.0,0.69
2014-02-28,Los Alamos,NM,914,261505.0,-0.09
2014-02-28,Atchison,KS,918,77367.0,0.4
2014-02-28,Fairfield,IA,920,100510.0,0.28
2014-02-28,Spencer,IA,921,108666.0,0.18
2014-02-28,Sweetwater,TX,925,57662.0,0.51
2014-02-28,Andrews,TX,926,106382.0,0.73
2014-02-28,Zapata,TX,927,67332.0,0.86
2014-02-28,Ketchikan,AK,933,267427.0,0.01
2014-03-31,New York,NY,1,400173.0,0.5
2014-03-31,Los Angeles-Long Beach-Anaheim,CA,2,517079.0,0.19
2014-03-31,Chicago,IL,3,199603.0,0.39
2014-03-31,Dallas-Fort Worth,TX,4,167330.0,0.59
2014-03-31,Philadelphia,PA,5,215010.0,0.17
2014-03-31,Houston,TX,6,168739.0,0.74
2014-03-31,Washington,DC,7,383440.0,0.44
2014-03-31,Miami-Fort Lauderdale,FL,8,214759.0,0.98
2014-03-31,Atlanta,GA,9,165660.0,0.69
2014-03-31,Boston,MA,10,383917.0,0.43
2014-03-31,San Francisco,CA,11,771715.0,0.49
2014-03-31,Detroit,MI,12,123201.0,1.05
2014-03-31,Riverside,CA,13,283006.0,1.09
2014-03-31,Phoenix,AZ,14,201814.0,0.42
2014-03-31,Seattle,WA,15,329567.0,0.46
