Date,City,State,Avg_List_Price,%Change_LP,Avg_Sale_Price,%Change_SP,HVI,%Change_HVI,Avg_Rent,%Change_Rent
2020-12-31,Allentown,PA,322159.0,0.35,235000.0,0.36,238955.0,1.71,1493.0,0.27
2020-12-31,El Paso,TX,223072.0,1.77,181117.0,-0.64,150179.0,1.19,1154.0,-0.43
2020-12-31,Baton Rouge,LA,271233.0,-0.32,226159.0,-0.45,195568.0,0.59,1204.0,0.08
2020-12-31,Dayton,OH,213667.0,-1.16,161750.0,0.47,153831.0,1.15,1093.0,0.64
2020-12-31,McAllen,TX,229330.0,-0.58,173667.0,1.67,133664.0,1.0,930.0,-0.11
2020-12-31,Columbia,SC,242134.0,0.67,205967.0,0.47,175669.0,-16.95,1172.0,0.09
2020-12-31,Columbia,SC,242134.0,0.67,205967.0,0.47,213686.0,21.64,1172.0,0.09
2020-12-31,Greensboro,NC,265497.0,-1.84,193167.0,0.26,174674.0,1.18,1134.0,0.8
2020-12-31,Akron,OH,169283.0,-2.87,165600.0,-3.88,169423.0,0.96,983.0,-0.71
2020-12-31,North Port-Sarasota-Bradenton,FL,384997.0,0.79,315133.0,2.83,304342.0,0.92,1771.0,2.43
2020-12-31,Little Rock,AR,211908.0,0.87,188809.0,0.81,161258.0,0.72,1007.0,0.5
2020-12-31,Stockton,CA,468974.0,1.11,454917.0,0.68,415587.0,1.73,2072.0,2.27
2020-12-31,Charleston,SC,408963.0,0.95,322635.0,1.33,298585.0,254.53,1468.0,1.24
2020-12-31,Charleston,SC,408963.0,0.95,322635.0,1.33,85332.0,-71.42,1468.0,1.24
2020-12-31,Syracuse,NY,187429.0,-0.89,163333.0,-2.0,163785.0,1.06,1166.0,-0.93
2020-12-31,Colorado Springs,CO,463024.0,-0.66,382667.0,-0.17,364643.0,1.64,1540.0,-0.06
2020-12-31,Winston-Salem,NC,281461.0,-2.76,203500.0,-0.97,174534.0,1.35,1299.0,-0.61
2020-12-31,Wichita,KS,229167.0,-0.72,176450.0,-0.08,158340.0,1.3,845.0,-0.12
2020-12-31,Springfield,MA,309800.0,-1.91,248692.0,0.0,261393.0,100.14,1387.0,0.73
2020-12-31,Springfield,MA,309800.0,-1.91,248692.0,0.0,177334.0,-32.16,1387.0,0.73
2020-12-31,Springfield,MA,309800.0,-1.91,248692.0,0.0,132509.0,-25.28,1387.0,0.73
2020-12-31,Fort Myers,FL,270837.0,0.0,260667.0,2.06,259124.0,0.81,1539.0,0.2
2020-12-31,Boise City,ID,452787.0,2.14,383287.0,1.95,381154.0,3.59,1447.0,1.69
2020-12-31,Toledo,OH,187983.0,-3.42,145500.0,0.58,137613.0,0.14,1052.0,1.45
2020-12-31,Madison,WI,351600.0,2.42,296950.0,0.55,309501.0,0.71,1237.0,0.32
2020-12-31,Lakeland,FL,255614.0,0.85,230333.0,1.21,210011.0,0.73,1411.0,0.07
2020-12-31,Ogden,UT,458800.0,1.52,340850.0,-0.07,374080.0,2.03,1368.0,-0.22
2020-12-31,Daytona Beach,FL,294497.0,0.53,251950.0,1.21,241025.0,1.13,1455.0,1.04
2020-12-31,Des Moines,IA,270846.0,0.17,238583.0,1.52,219798.0,0.43,1089.0,-0.82
2020-12-31,Provo,UT,494239.0,1.52,379433.0,1.82,417602.0,1.93,1410.0,0.36
2020-12-31,Durham,NC,422312.0,-0.71,315000.0,1.61,293419.0,1.04,1375.0,0.66
2020-12-31,Fort Collins,CO,454516.0,0.22,416325.0,-2.35,441233.0,0.95,1571.0,0.64
2021-01-31,New York,NY,664633.0,1.01,472000.0,0.0,519394.0,0.95,2479.0,0.04
2021-01-31,Los Angeles-Long Beach-Anaheim,CA,997933.0,0.67,732500.0,-0.7,741208.0,0.7,2448.0,0.0
2021-01-31,Chicago,IL,332942.0,-2.35,259000.0,-1.89,259983.0,0.6,1651.0,-0.06
2021-01-31,Dallas-Fort Worth,TX,352375.0,-0.63,297663.0,-0.89,279871.0,0.84,1450.0,0.35
2021-01-31,Philadelphia,PA,328300.0,-1.51,276542.0,-0.72,279242.0,1.18,1597.0,-0.13
2021-01-31,Houston,TX,334279.0,-0.55,266163.0,-0.62,238190.0,0.98,1367.0,-0.07
2021-01-31,Washington,DC,521175.0,-1.13,443333.0,-1.85,477793.0,0.96,1939.0,0.0
2021-01-31,Miami-Fort Lauderdale,FL,399854.0,-0.32,332667.0,0.5,325952.0,1.03,2018.0,1.2
2021-01-31,Atlanta,GA,349933.0,-0.48,288305.0,-0.39,270026.0,1.26,1548.0,0.78
2021-01-31,Boston,MA,665667.0,-0.2,511333.0,0.0,546900.0,1.03,2361.0,0.68
2021-01-31,San Francisco,CA,989227.0,-0.66,874333.0,-1.83,1186159.0,0.41,2834.0,0.14
2021-01-31,Detroit,MI,264933.0,-1.24,210000.0,-2.78,200682.0,1.15,1255.0,0.48
2021-01-31,Riverside,CA,491667.0,0.34,437667.0,0.61,429736.0,1.45,2104.0,1.45
2021-01-31,Phoenix,AZ,401963.0,0.59,339467.0,0.49,335183.0,2.21,1501.0,1.01
2021-01-31,Seattle,WA,639983.0,0.52,554258.0,-0.44,598149.0,1.19,1851.0,0.49
2021-01-31,Minneapolis-St Paul,MN,370827.0,0.37,307667.0,-0.78,323489.0,1.09,1505.0,-0.2
2021-01-31,San Diego,CA,817966.0,0.16,659667.0,-0.13,684467.0,1.4,2424.0,0.21
2021-01-31,St. Louis,MO,248300.0,-0.63,208583.0,-1.18,201393.0,1.04,1101.0,0.18
2021-01-31,Tampa,FL,300183.0,-0.72,263663.0,-0.13,256520.0,1.75,1549.0,0.58
2021-01-31,Baltimore,MD,341267.0,-1.54,316667.0,-0.52,323343.0,0.87,1550.0,0.0
2021-01-31,Denver,CO,523967.0,1.09,466667.0,-0.71,487420.0,1.31,1653.0,0.43
2021-01-31,Pittsburgh,PA,234300.0,-0.13,185000.0,-1.94,181046.0,1.38,1192.0,0.0
2021-01-31,Portland,OR,520920.0,1.37,440467.0,-0.38,465470.0,27.47,1613.0,0.88
2021-01-31,Portland,OR,520920.0,1.37,440467.0,-0.38,371266.0,-20.24,1613.0,0.88
2021-01-31,Charlotte,NC,370628.0,-0.09,295379.0,-1.12,271066.0,1.43,1434.0,0.7
2021-01-31,Sacramento,CA,587283.0,1.23,473333.0,-0.89,480952.0,1.12,1957.0,0.67
2021-01-31,San Antonio,TX,289743.0,-0.58,256000.0,-0.37,252555.0,0.85,1239.0,0.32
2021-01-31,Orlando,FL,329330.0,-0.65,289000.0,0.49,277944.0,0.97,1547.0,0.65
2021-01-31,Cincinnati,OH,311133.0,0.18,208667.0,-2.32,212268.0,1.31,1238.0,0.24
2021-01-31,Cleveland,OH,191500.0,-0.85,167750.0,-2.73,178294.0,-6.1,1188.0,0.17
2021-01-31,Cleveland,OH,191500.0,-0.85,167750.0,-2.73,193147.0,8.33,1188.0,0.17
2021-01-31,Kansas City,MO,342583.0,0.78,247000.0,-1.2,231275.0,1.13,1159.0,-0.09
2021-01-31,Las Vegas,NV,346333.0,-0.29,331333.0,0.11,318410.0,92.06,1462.0,0.83
2021-01-31,Las Vegas,NV,346333.0,-0.29,331333.0,0.11,168819.0,-46.98,1462.0,0.83
2021-01-31,Columbus,OH,325297.0,0.1,235041.0,0.14,241076.0,27.33,1243.0,-0.24
2021-01-31,Columbus,OH,325297.0,0.1,235041.0,0.14,136050.0,-43.57,1243.0,-0.24
2021-01-31,Columbus,OH,325297.0,0.1,235041.0,0.14,190069.0,39.71,1243.0,-0.24
2021-01-31,Indianapolis,IN,277298.0,-0.82,220967.0,-1.49,210219.0,1.34,1245.0,0.65
2021-01-31,San Jose,CA,1216296.0,-1.22,1111500.0,-1.21,1322715.0,0.67,2857.0,-0.38
2021-01-31,Austin,TX,404463.0,0.66,370333.0,-0.01,381160.0,165.27,1456.0,1.04
2021-01-31,Austin,TX,404463.0,0.66,370333.0,-0.01,145509.0,-61.82,1456.0,1.04
2021-01-31,Virginia Beach,VA,302600.0,-1.64,275667.0,-0.6,269292.0,0.92,1373.0,0.15
2021-01-31,Nashville,TN,381267.0,0.44,326535.0,-1.02,314107.0,1.08,1480.0,0.68
2021-01-31,Providence,RI,396606.0,0.05,327333.0,-1.01,360802.0,1.57,1581.0,0.25
2021-01-31,Milwaukee,WI,228267.0,-2.14,215667.0,-1.52,229371.0,1.44,1075.0,0.37
2021-01-31,Jacksonville,FL,306993.0,-0.0,279348.0,0.15,256269.0,160.59,1388.0,0.95
2021-01-31,Jacksonville,FL,306993.0,-0.0,279348.0,0.15,183728.0,-28.31,1388.0,0.95
2021-01-31,Jacksonville,FL,306993.0,-0.0,279348.0,0.15,99392.0,-45.9,1388.0,0.95
2021-01-31,Memphis,TN,253293.0,-1.82,216667.0,-2.26,179132.0,1.38,1255.0,0.97
2021-01-31,Oklahoma City,OK,291436.0,-0.17,210983.0,-0.24,173886.0,0.72,1139.0,0.18
2021-01-31,Louisville-Jefferson County,KY,256633.0,-1.17,210367.0,-1.45,200337.0,0.91,1116.0,-0.36
2021-01-31,Hartford,CT,330505.0,-0.77,255333.0,-0.38,262721.0,1.07,1434.0,0.63
2021-01-31,Richmond,VA,392630.0,1.28,287483.0,-1.43,274722.0,155.4,1344.0,0.3
2021-01-31,Richmond,VA,392630.0,1.28,287483.0,-1.43,186213.0,-32.22,1344.0,0.3
2021-01-31,Richmond,VA,392630.0,1.28,287483.0,-1.43,109671.0,-41.1,1344.0,0.3
2021-01-31,New Orleans,LA,297633.0,-0.46,230000.0,-0.72,224883.0,1.21,1289.0,0.78
2021-01-31,Buffalo,NY,224109.0,-0.28,185500.0,-1.42,197853.0,1.24,1081.0,1.22
2021-01-31,Raleigh,NC,390613.0,0.04,314000.0,-0.26,310508.0,1.48,1415.0,0.5
2021-01-31,Birmingham,AL,277633.0,0.49,227755.0,-0.89,196554.0,1.1,1166.0,0.43
2021-01-31,Salt Lake City,UT,521309.0,2.64,391333.0,0.47,441706.0,1.54,1336.0,0.6
2021-01-31,Rochester,NY,260865.0,3.2,170817.0,-2.57,177636.0,-30.27,1219.0,0.99
2021-01-31,Rochester,NY,260865.0,3.2,170817.0,-2.57,258298.0,45.41,1219.0,0.99
2021-01-31,Grand Rapids,MI,328384.0,1.8,229633.0,-1.43,246128.0,1.22,1231.0,-0.49
2021-01-31,Tucson,AZ,326511.0,1.56,262817.0,1.08,257095.0,2.46,1290.0,0.39
2021-01-31,Urban Honolulu,HI,602667.0,0.56,630000.0,1.69,744473.0,0.86,2337.0,-0.47
2021-01-31,Tulsa,OK,272324.0,-0.72,201583.0,-1.22,167090.0,1.28,1103.0,-0.36
2021-01-31,Fresno,CA,389820.0,0.34,322750.0,-0.49,302734.0,1.22,1657.0,0.91
2021-01-31,Worcester,MA,396267.0,1.27,323650.0,0.52,340426.0,1.19,1529.0,-1.1
2021-01-31,Stamford,CT,748019.0,-0.84,473901.0,-1.73,465428.0,1.13,2286.0,0.57
2021-01-31,Albuquerque,NM,331330.0,1.02,250233.0,-0.33,243146.0,1.55,1213.0,-0.08
2021-01-31,Albany,NY,293878.0,-0.51,221353.0,-1.62,225698.0,-27.74,1252.0,-0.16
2021-01-31,Albany,NY,293878.0,-0.51,221353.0,-1.62,115603.0,-48.78,1252.0,-0.16
2021-01-31,Albany,NY,293878.0,-0.51,221353.0,-1.62,317333.0,174.5,1252.0,-0.16
2021-01-31,Omaha,NE,320802.0,-0.12,220833.0,-0.38,224887.0,0.91,1073.0,0.09
2021-01-31,New Haven,CT,320606.0,-2.02,255333.0,-1.42,266519.0,1.19,1650.0,0.49
2021-01-31,Bakersfield,CA,297667.0,-2.3,285000.0,0.53,262197.0,1.66,1435.0,2.57
2021-01-31,Knoxville,TN,299900.0,-2.08,237450.0,-0.07,222016.0,1.5,1303.0,0.31
2021-01-31,Greenville,SC,277763.0,-1.29,236217.0,-0.84,227882.0,53.56,1260.0,0.8
2021-01-31,Greenville,SC,277763.0,-1.29,236217.0,-0.84,151519.0,-33.51,1260.0,0.8
2021-01-31,Ventura,CA,865663.0,0.23,683833.0,0.74,672261.0,1.24,2594.0,0.39
2021-01-31,Allentown,PA,323210.0,0.33,233150.0,-0.79,242410.0,1.45,1510.0,1.14
2021-01-31,El Paso,TX,228300.0,2.34,181783.0,0.37,152005.0,1.22,1151.0,-0.26
2021-01-31,Baton Rouge,LA,269600.0,-0.6,224450.0,-0.76,196984.0,0.72,1216.0,1.0
2021-01-31,Dayton,OH,212333.0,-0.62,161750.0,0.0,155616.0,1.16,1090.0,-0.27
2021-01-31,McAllen,TX,226000.0,-1.45,178400.0,2.73,134981.0,0.99,938.0,0.86
2021-01-31,Columbia,SC,243568.0,0.59,204967.0,-0.49,177197.0,-17.08,1189.0,1.45
2021-01-31,Columbia,SC,243568.0,0.59,204967.0,-0.49,215838.0,21.81,1189.0,1.45
2021-01-31,Greensboro,NC,266163.0,0.25,191667.0,-0.78,176912.0,1.28,1137.0,0.26
2021-01-31,Akron,OH,162617.0,-3.94,157433.0,-4.93,171353.0,1.14,1019.0,3.66
2021-01-31,North Port-Sarasota-Bradenton,FL,386328.0,0.35,318667.0,1.12,308535.0,1.38,1769.0,-0.11
2021-01-31,Little Rock,AR,213878.0,0.93,185688.0,-1.65,162454.0,0.74,1014.0,0.7
2021-01-31,Stockton,CA,473151.0,0.89,456417.0,0.33,424254.0,2.09,2089.0,0.82
2021-01-31,Charleston,SC,412930.0,0.97,322232.0,-0.12,301408.0,253.22,1484.0,1.09
2021-01-31,Charleston,SC,412930.0,0.97,322232.0,-0.12,86259.0,-71.38,1484.0,1.09
2021-01-31,Syracuse,NY,182880.0,-2.43,160150.0,-1.95,165183.0,0.85,1184.0,1.54
2021-01-31,Colorado Springs,CO,462646.0,-0.08,380682.0,-0.52,371042.0,1.75,1550.0,0.65
2021-01-31,Winston-Salem,NC,278594.0,-1.02,199167.0,-2.13,177396.0,1.64,1318.0,1.46
2021-01-31,Wichita,KS,228300.0,-0.38,174800.0,-0.94,160603.0,1.43,843.0,-0.24
2021-01-31,Springfield,MA,302467.0,-2.37,247000.0,-0.68,265753.0,100.55,1401.0,1.01
2021-01-31,Springfield,MA,302467.0,-2.37,247000.0,-0.68,180080.0,-32.24,1401.0,1.01
2021-01-31,Springfield,MA,302467.0,-2.37,247000.0,-0.68,134949.0,-25.06,1401.0,1.01
2021-01-31,Fort Myers,FL,269978.0,-0.32,263667.0,1.15,261619.0,0.96,1542.0,0.19
2021-01-31,Boise City,ID,460692.0,1.75,391654.0,2.18,394817.0,3.58,1459.0,0.83
2021-01-31,Toledo,OH,182983.0,-2.66,146167.0,0.46,138968.0,0.98,1054.0,0.19
2021-01-31,Madison,WI,359700.0,2.3,298617.0,0.56,312077.0,0.83,1242.0,0.4
2021-01-31,Lakeland,FL,257810.0,0.86,231733.0,0.61,212435.0,1.15,1419.0,0.57
2021-01-31,Ogden,UT,466167.0,1.61,344183.0,0.98,380597.0,1.74,1389.0,1.54
2021-01-31,Daytona Beach,FL,296333.0,0.62,253650.0,0.67,243233.0,0.92,1464.0,0.62
2021-01-31,Des Moines,IA,272593.0,0.65,238917.0,0.14,221253.0,0.66,1091.0,0.18
2021-01-31,Provo,UT,503762.0,1.93,386183.0,1.78,423726.0,1.47,1437.0,1.91
2021-01-31,Durham,NC,419120.0,-0.76,315833.0,0.26,296656.0,1.1,1391.0,1.16
2021-01-31,Fort Collins,CO,457346.0,0.62,414658.0,-0.4,445579.0,0.98,1565.0,-0.38
2021-02-28,New York,NY,669967.0,0.8,472000.0,0.0,524157.0,0.92,2484.0,0.2
2021-02-28,Los Angeles-Long Beach-Anaheim,CA,999600.0,0.17,737500.0,0.68,748697.0,1.01,2457.0,0.37
2021-02-28,Chicago,IL,332997.0,0.02,256666.0,-0.9,262322.0,0.9,1656.0,0.3
2021-02-28,Dallas-Fort Worth,TX,354042.0,0.47,300997.0,1.12,283279.0,1.22,1459.0,0.62
2021-02-28,Philadelphia,PA,324967.0,-1.02,272333.0,-1.52,282379.0,1.12,1599.0,0.13
2021-02-28,Houston,TX,333337.0,-0.28,268660.0,0.94,240826.0,1.11,1364.0,-0.22
2021-02-28,Washington,DC,519506.0,-0.32,435000.0,-1.88,482632.0,1.01,1941.0,0.1
2021-02-28,Miami-Fort Lauderdale,FL,399867.0,0.0,337333.0,1.4,328982.0,0.93,2039.0,1.04
2021-02-28,Atlanta,GA,351267.0,0.38,288333.0,0.01,273967.0,1.46,1564.0,1.03
2021-02-28,Boston,MA,672633.0,1.05,514333.0,0.59,553122.0,1.14,2387.0,1.1
2021-02-28,San Francisco,CA,984600.0,-0.47,873750.0,-0.07,1195562.0,0.79,2837.0,0.11
2021-02-28,Detroit,MI,266633.0,0.64,204667.0,-2.54,203116.0,1.21,1262.0,0.56
2021-02-28,Riverside,CA,493333.0,0.34,442667.0,1.14,436187.0,1.5,2118.0,0.67
2021-02-28,Phoenix,AZ,405297.0,0.83,345342.0,1.73,341526.0,1.89,1515.0,0.93
2021-02-28,Seattle,WA,654983.0,2.34,557592.0,0.6,605567.0,1.24,1861.0,0.54
2021-02-28,Minneapolis-St Paul,MN,379427.0,2.32,307667.0,0.0,326425.0,0.91,1502.0,-0.2
2021-02-28,San Diego,CA,834633.0,2.04,666333.0,1.01,692873.0,1.23,2431.0,0.29
2021-02-28,St. Louis,MO,253300.0,2.01,204683.0,-1.87,203234.0,0.91,1107.0,0.54
2021-02-28,Tampa,FL,300705.0,0.17,265497.0,0.7,260616.0,1.6,1569.0,1.29
2021-02-28,Baltimore,MD,342967.0,0.5,310000.0,-2.11,326692.0,1.04,1561.0,0.71
2021-02-28,Denver,CO,535633.0,2.23,468833.0,0.46,494223.0,1.4,1657.0,0.24
2021-02-28,Pittsburgh,PA,237667.0,1.44,184750.0,-0.14,182486.0,0.8,1201.0,0.76
2021-02-28,Portland,OR,525750.0,0.93,445333.0,1.1,470451.0,26.72,1613.0,0.0
2021-02-28,Portland,OR,525750.0,0.93,445333.0,1.1,375418.0,-20.2,1613.0,0.0
2021-02-28,Charlotte,NC,372126.0,0.4,293713.0,-0.56,275199.0,1.52,1443.0,0.63
2021-02-28,Sacramento,CA,590317.0,0.52,478333.0,1.06,488198.0,1.51,1968.0,0.56
2021-02-28,San Antonio,TX,291409.0,0.57,257633.0,0.64,255395.0,1.12,1240.0,0.08
2021-02-28,Orlando,FL,328997.0,-0.1,290667.0,0.58,279817.0,0.67,1557.0,0.65
2021-02-28,Cincinnati,OH,320300.0,2.95,203167.0,-2.64,215215.0,1.39,1244.0,0.48
2021-02-28,Cleveland,OH,199667.0,4.26,165733.0,-1.2,180172.0,-6.72,1201.0,1.09
2021-02-28,Cleveland,OH,199667.0,4.26,165733.0,-1.2,195529.0,8.52,1201.0,1.09
2021-02-28,Kansas City,MO,354267.0,3.41,247000.0,0.0,234999.0,1.61,1161.0,0.17
2021-02-28,Las Vegas,NV,346333.0,0.0,334667.0,1.01,321777.0,90.6,1479.0,1.16
2021-02-28,Las Vegas,NV,346333.0,0.0,334667.0,1.01,170966.0,-46.87,1479.0,1.16
2021-02-28,Columbus,OH,328993.0,1.14,231425.0,-1.54,243883.0,28.31,1243.0,0.0
2021-02-28,Columbus,OH,328993.0,1.14,231425.0,-1.54,137826.0,-43.49,1243.0,0.0
2021-02-28,Columbus,OH,328993.0,1.14,231425.0,-1.54,192548.0,39.7,1243.0,0.0
2021-02-28,Indianapolis,IN,279598.0,0.83,220000.0,-0.44,213247.0,1.44,1257.0,0.96
2021-02-28,San Jose,CA,1216296.0,0.0,1120833.0,0.84,1324732.0,0.15,2863.0,0.21
2021-02-28,Austin,TX,414297.0,2.43,380667.0,2.79,391623.0,169.14,1471.0,1.03
2021-02-28,Austin,TX,414297.0,2.43,380667.0,2.79,147113.0,-62.44,1471.0,1.03
2021-02-28,Virginia Beach,VA,299930.0,-0.88,271665.0,-1.45,272127.0,1.05,1381.0,0.58
2021-02-28,Nashville,TN,388680.0,1.94,330532.0,1.22,317928.0,1.22,1482.0,0.14
2021-02-28,Providence,RI,407169.0,2.66,321750.0,-1.71,365815.0,1.39,1597.0,1.01
2021-02-28,Milwaukee,WI,226300.0,-0.86,212667.0,-1.39,232760.0,1.48,1082.0,0.65
2021-02-28,Jacksonville,FL,310963.0,1.29,280181.0,0.3,260299.0,161.89,1403.0,1.08
2021-02-28,Jacksonville,FL,310963.0,1.29,280181.0,0.3,185347.0,-28.79,1403.0,1.08
2021-02-28,Jacksonville,FL,310963.0,1.29,280181.0,0.3,100369.0,-45.85,1403.0,1.08
2021-02-28,Memphis,TN,246297.0,-2.76,212500.0,-1.92,181256.0,1.19,1264.0,0.72
2021-02-28,Oklahoma City,OK,294489.0,1.05,209833.0,-0.55,175370.0,0.85,1141.0,0.18
2021-02-28,Louisville-Jefferson County,KY,261967.0,2.08,206367.0,-1.9,202286.0,0.97,1121.0,0.45
2021-02-28,Hartford,CT,332681.0,0.66,251833.0,-1.37,265884.0,1.2,1426.0,-0.56
2021-02-28,Richmond,VA,396280.0,0.93,288167.0,0.24,278221.0,153.69,1350.0,0.45
2021-02-28,Richmond,VA,396280.0,0.93,288167.0,0.24,187834.0,-32.49,1350.0,0.45
2021-02-28,Richmond,VA,396280.0,0.93,288167.0,0.24,111468.0,-40.66,1350.0,0.45
2021-02-28,New Orleans,LA,295133.0,-0.84,228000.0,-0.87,227484.0,1.16,1288.0,-0.08
2021-02-28,Buffalo,NY,232855.0,3.9,181000.0,-2.43,199966.0,1.07,1092.0,1.02
2021-02-28,Raleigh,NC,394133.0,0.9,315667.0,0.53,315189.0,1.51,1420.0,0.35
2021-02-28,Birmingham,AL,280100.0,0.89,227622.0,-0.06,198955.0,1.22,1169.0,0.26
2021-02-28,Salt Lake City,UT,528845.0,1.45,401833.0,2.68,449608.0,1.79,1346.0,0.75
2021-02-28,Rochester,NY,274777.0,5.33,166833.0,-2.33,179474.0,-30.52,1234.0,1.23
2021-02-28,Rochester,NY,274777.0,5.33,166833.0,-2.33,260929.0,45.39,1234.0,1.23
2021-02-28,Grand Rapids,MI,337995.0,2.93,229667.0,0.01,249150.0,1.23,1243.0,0.97
2021-02-28,Tucson,AZ,334887.0,2.57,266150.0,1.27,261474.0,1.7,1310.0,1.55
2021-02-28,Urban Honolulu,HI,586333.0,-2.71,639650.0,1.53,751738.0,0.98,2380.0,1.84
2021-02-28,Tulsa,OK,270325.0,-0.73,201000.0,-0.29,168120.0,0.62,1105.0,0.18
2021-02-28,Fresno,CA,389406.0,-0.11,328750.0,1.86,306181.0,1.14,1686.0,1.75
2021-02-28,Worcester,MA,399600.0,0.84,315333.0,-2.57,344432.0,1.18,1538.0,0.59
2021-02-28,Stamford,CT,782171.0,4.57,477167.0,0.69,470210.0,1.03,2306.0,0.87
2021-02-28,Albuquerque,NM,336330.0,1.51,254167.0,1.57,246886.0,1.54,1228.0,1.24
2021-02-28,Albany,NY,296072.0,0.75,218020.0,-1.51,229415.0,-27.71,1230.0,-1.76
2021-02-28,Albany,NY,296072.0,0.75,218020.0,-1.51,117315.0,-48.86,1230.0,-1.76
2021-02-28,Albany,NY,296072.0,0.75,218020.0,-1.51,321879.0,174.37,1230.0,-1.76
2021-02-28,Omaha,NE,327140.0,1.98,222000.0,0.53,227785.0,1.29,1079.0,0.56
2021-02-28,New Haven,CT,317980.0,-0.82,250333.0,-1.96,270470.0,1.48,1652.0,0.12
2021-02-28,Bakersfield,CA,291333.0,-2.13,281333.0,-1.29,266106.0,1.49,1440.0,0.35
2021-02-28,Knoxville,TN,299900.0,0.0,235950.0,-0.63,225295.0,1.48,1325.0,1.69
2021-02-28,Greenville,SC,278630.0,0.31,233667.0,-1.08,230183.0,51.92,1259.0,-0.08
2021-02-28,Greenville,SC,278630.0,0.31,233667.0,-1.08,153918.0,-33.13,1259.0,-0.08
2021-02-28,Ventura,CA,899163.0,3.87,681833.0,-0.29,678942.0,0.99,2576.0,-0.69
2021-02-28,Allentown,PA,329372.0,1.91,229067.0,-1.75,245946.0,1.46,1516.0,0.4
2021-02-28,El Paso,TX,228316.0,0.01,183483.0,0.94,153836.0,1.2,1163.0,1.04
2021-02-28,Baton Rouge,LA,271267.0,0.62,221950.0,-1.11,197781.0,0.4,1220.0,0.33
2021-02-28,Dayton,OH,218000.0,2.67,159083.0,-1.65,157353.0,1.12,1103.0,1.19
2021-02-28,McAllen,TX,226000.0,0.0,177067.0,-0.75,136139.0,0.86,948.0,1.07
2021-02-28,Columbia,SC,245633.0,0.85,204633.0,-0.16,179133.0,-17.01,1195.0,0.5
2021-02-28,Columbia,SC,245633.0,0.85,204633.0,-0.16,218860.0,22.18,1195.0,0.5
2021-02-28,Greensboro,NC,269500.0,1.25,187582.0,-2.13,179159.0,1.27,1161.0,2.11
2021-02-28,Akron,OH,163300.0,0.42,149467.0,-5.06,172769.0,0.83,1026.0,0.69
2021-02-28,North Port-Sarasota-Bradenton,FL,392332.0,1.55,321667.0,0.94,313059.0,1.47,1764.0,-0.28
2021-02-28,Little Rock,AR,214425.0,0.26,182355.0,-1.79,163199.0,0.46,1021.0,0.69
2021-02-28,Stockton,CA,485366.0,2.58,459417.0,0.66,434893.0,2.51,2102.0,0.62
2021-02-28,Charleston,SC,422133.0,2.23,325733.0,1.09,304720.0,253.26,1476.0,-0.54
2021-02-28,Charleston,SC,422133.0,2.23,325733.0,1.09,86809.0,-71.51,1476.0,-0.54
2021-02-28,Syracuse,NY,182880.0,0.0,155150.0,-3.12,167064.0,1.14,1167.0,-1.44
2021-02-28,Colorado Springs,CO,478772.0,3.49,386515.0,1.53,375421.0,1.18,1572.0,1.42
2021-02-28,Winston-Salem,NC,278267.0,-0.12,197167.0,-1.0,180170.0,1.56,1324.0,0.46
2021-02-28,Wichita,KS,234950.0,2.91,174833.0,0.02,162401.0,1.12,855.0,1.42
2021-02-28,Springfield,MA,303967.0,0.5,244667.0,-0.94,268427.0,98.91,1448.0,3.35
2021-02-28,Springfield,MA,303967.0,0.5,244667.0,-0.94,182723.0,-31.93,1448.0,3.35
2021-02-28,Springfield,MA,303967.0,0.5,244667.0,-0.94,136868.0,-25.1,1448.0,3.35
2021-02-28,Fort Myers,FL,272723.0,1.02,260333.0,-1.26,264170.0,0.98,1552.0,0.65
2021-02-28,Boise City,ID,468999.0,1.8,403167.0,2.94,408911.0,3.57,1491.0,2.19
2021-02-28,Toledo,OH,188300.0,2.91,142833.0,-2.28,140545.0,1.13,1065.0,1.04
2021-02-28,Madison,WI,366967.0,2.02,294950.0,-1.23,315045.0,0.95,1247.0,0.4
2021-02-28,Lakeland,FL,260621.0,1.09,231763.0,0.01,214795.0,1.11,1421.0,0.14
2021-02-28,Ogden,UT,475500.0,2.0,342842.0,-0.39,389367.0,2.3,1407.0,1.3
2021-02-28,Daytona Beach,FL,299667.0,1.13,255967.0,0.91,246758.0,1.45,1480.0,1.09
2021-02-28,Des Moines,IA,276460.0,1.42,237250.0,-0.7,223619.0,1.07,1090.0,-0.09
2021-02-28,Provo,UT,506424.0,0.53,391850.0,1.47,433052.0,2.2,1448.0,0.77
2021-02-28,Durham,NC,419797.0,0.16,310917.0,-1.56,300709.0,1.37,1376.0,-1.08
2021-02-28,Fort Collins,CO,455591.0,-0.38,420000.0,1.29,450889.0,1.19,1594.0,1.85
2021-03-31,New York,NY,673300.0,0.5,473333.0,0.28,528546.0,0.84,2507.0,0.93
2021-03-31,Los Angeles-Long Beach-Anaheim,CA,1012933.0,1.33,752500.0,2.03,756568.0,1.05,2472.0,0.61
2021-03-31,Chicago,IL,338300.0,1.59,259333.0,1.04,264451.0,0.81,1676.0,1.21
2021-03-31,Dallas-Fort Worth,TX,360042.0,1.69,307663.0,2.21,287335.0,1.43,1472.0,0.89
2021-03-31,Philadelphia,PA,326600.0,0.5,268900.0,-1.26,285497.0,1.1,1610.0,0.69
