Date,City,State,HVI,%Change_HVI
2020-11-30,New Haven,CT,259099.0,1.98
2020-11-30,Bakersfield,CA,253643.0,1.16
2020-11-30,Knoxville,TN,215733.0,1.39
2020-11-30,Greenville,SC,223734.0,54.36
2020-11-30,Ventura,CA,659061.0,1.1
2020-11-30,Allentown,PA,234948.0,1.61
2020-11-30,El Paso,TX,148412.0,1.41
2020-11-30,Baton Rouge,LA,194427.0,0.71
2020-11-30,Dayton,OH,152077.0,1.34
2020-11-30,McAllen,TX,132335.0,1.19
2020-11-30,Columbia,SC,174384.0,-17.08
2020-11-30,Greensboro,NC,172640.0,1.31
2020-11-30,Akron,OH,167813.0,1.18
2020-11-30,North Port-Sarasota-Bradenton,FL,301561.0,1.11
2020-11-30,Little Rock,AR,160108.0,0.72
2020-11-30,Stockton,CA,408529.0,1.83
2020-11-30,Charleston,SC,295695.0,253.12
2020-11-30,Syracuse,NY,162074.0,1.25
2020-11-30,Colorado Springs,CO,358760.0,1.86
2020-11-30,Winston-Salem,NC,172209.0,1.08
2020-11-30,Wichita,KS,156309.0,1.48
2020-11-30,Springfield,MA,257661.0,100.35
2020-11-30,Fort Myers,FL,257037.0,0.67
2020-11-30,Boise City,ID,367934.0,3.16
2020-11-30,Toledo,OH,137419.0,0.58
2020-11-30,Madison,WI,307330.0,1.07
2020-11-30,Lakeland,FL,208495.0,1.02
2020-11-30,Ogden,UT,366648.0,1.52
2020-11-30,Daytona Beach,FL,238341.0,1.14
2020-11-30,Des Moines,IA,218854.0,0.72
2020-11-30,Jackson,MS,147352.0,-79.14
2020-11-30,Youngstown,OH,111581.0,1.45
2020-11-30,Augusta,GA,169788.0,-13.76
2020-11-30,Scranton,PA,131896.0,2.22
2020-11-30,Harrisburg,PA,206383.0,1.06
2020-11-30,Melbourne,FL,243803.0,0.91
2020-11-30,Spokane,WA,316567.0,2.16
2020-11-30,Provo,UT,409681.0,1.54
2020-11-30,Lancaster,PA,254155.0,1.55
2020-11-30,Modesto,CA,359786.0,0.97
2020-11-30,Portland,ME,358840.0,-21.19
2020-11-30,Durham,NC,290410.0,1.01
2020-11-30,Santa Rosa,CA,690633.0,1.61
2020-11-30,Lexington,KY,211073.0,69.73
2020-11-30,Lafayette,LA,166793.0,0.56
2020-11-30,Lansing,MI,178469.0,1.03
2020-11-30,Fayetteville,AR,214783.0,50.0
2020-11-30,Pensacola,FL,207882.0,1.35
2020-11-30,Visalia,CA,254085.0,1.3
2020-11-30,Shreveport,LA,120010.0,-0.01
2020-11-30,Springfield,MO,174872.0,-32.13
2020-11-30,York,PA,208018.0,1.06
2020-11-30,Corpus Christi,TX,181850.0,0.76
2020-11-30,Flint,MI,139288.0,1.27
2020-11-30,Reno,NV,419572.0,1.64
2020-11-30,Asheville,NC,297439.0,0.96
2020-11-30,Santa Maria-Santa Barbara,CA,699814.0,1.12
2020-11-30,Huntsville,AL,218775.0,1.02
2020-11-30,Fort Wayne,IN,165917.0,1.38
2020-11-30,Salinas,CA,648838.0,1.04
2020-11-30,Vallejo,CA,481897.0,1.44
2020-11-30,Mobile,AL,140693.0,1.13
2020-11-30,Reading,PA,205583.0,1.1
2020-11-30,Brownsville,TX,121944.0,0.94
2020-11-30,Killeen,TX,174151.0,1.24
2020-11-30,Canton,OH,149667.0,100.07
2020-11-30,Beaumont,TX,137592.0,0.66
2020-11-30,Manchester,NH,341279.0,1.78
2020-11-30,Salem,OR,341008.0,211.27
2020-11-30,Anchorage,AK,313456.0,0.24
2020-11-30,Davenport,IL,138705.0,0.33
2020-11-30,Peoria,IL,118645.0,0.48
2020-11-30,Myrtle Beach,SC,226434.0,0.85
2020-11-30,Montgomery,AL,145571.0,0.89
2020-11-30,Salisbury,DE,281170.0,1.14
2020-11-30,Gulfport,MS,151396.0,0.93
2020-11-30,Tallahassee,FL,195033.0,1.38
2020-11-30,Trenton,NJ,274036.0,1.35
2020-11-30,Fayetteville,NC,144782.0,-32.59
2020-11-30,Huntington,WV,107063.0,0.95
2020-11-30,Eugene,OR,350733.0,1.95
2020-11-30,Rockford,IL,129331.0,1.22
2020-11-30,Savannah,GA,208885.0,0.8
2020-11-30,Ann Arbor,MI,315214.0,0.89
2020-11-30,Ocala,FL,175632.0,1.07
2020-11-30,Kalamazoo,MI,194282.0,1.35
2020-11-30,Naples,FL,365658.0,1.26
2020-11-30,South Bend,IN,151022.0,1.15
2020-11-30,Spartanburg,SC,172584.0,0.96
2020-11-30,Evansville,IN,155067.0,1.45
2020-11-30,Kingsport,TN,142870.0,1.3
2020-11-30,Roanoke,VA,197935.0,1.18
2020-11-30,Green Bay,WI,202803.0,1.18
2020-11-30,Lincoln,NE,224306.0,130.78
2020-11-30,Fort Collins,CO,437082.0,0.83
2020-11-30,Utica,NY,143935.0,1.01
2020-11-30,Columbus,GA,133032.0,-43.25
2020-11-30,Boulder,CO,601680.0,1.03
2020-11-30,Lubbock,TX,161279.0,0.89
2020-11-30,Fort Smith,AR,117198.0,1.05
2020-11-30,Duluth,MN,182727.0,1.1
2020-11-30,Atlantic City,NJ,228632.0,2.28
2020-11-30,New London,CT,267990.0,1.82
2020-11-30,San Luis Obispo,CA,676403.0,0.9
2020-11-30,Gainesville,FL,215653.0,-15.12
2020-11-30,Santa Cruz,CA,945521.0,1.36
2020-11-30,Clarksville,TN,194480.0,1.08
2020-11-30,Cedar Rapids,IA,169271.0,0.51
2020-11-30,Merced,CA,303693.0,1.83
2020-11-30,Wilmington,NC,278490.0,0.97
2020-11-30,Kennewick,WA,321747.0,0.68
2020-11-30,Greeley,CO,402489.0,0.83
2020-11-30,Waco,TX,181047.0,1.25
2020-11-30,Olympia,WA,392464.0,1.5
2020-11-30,Amarillo,TX,153466.0,1.3
2020-11-30,Binghamton,NY,131192.0,0.89
2020-11-30,Hagerstown,MD,219058.0,1.39
2020-11-30,Bremerton,WA,441019.0,1.6
2020-11-30,Laredo,TX,157851.0,-0.21
2020-11-30,Lynchburg,VA,199900.0,0.9
2020-11-30,Yakima,WA,262762.0,1.13
2020-11-30,Crestview-Fort Walton Beach-Destin,FL,309052.0,1.29
2020-11-30,Topeka,KS,143189.0,1.05
2020-11-30,Macon-Bibb County,GA,117415.0,1.21
2020-11-30,Champaign-Urbana,IL,153014.0,0.26
2020-11-30,Tuscaloosa,AL,176298.0,0.75
2020-11-30,College Station,TX,224008.0,0.97
2020-11-30,Sioux Falls,SD,241406.0,0.98
2020-11-30,Appleton,WI,210289.0,1.22
2020-11-30,Chico,CA,348290.0,0.95
2020-11-30,Charlottesville,VA,324593.0,0.7
2020-11-30,Claremont,NH,240805.0,1.41
2020-11-30,Barnstable Town,MA,486134.0,1.74
2020-11-30,Longview,TX,145337.0,-53.78
2020-11-30,Burlington,VT,329750.0,212.65
2020-11-30,Prescott,AZ,350615.0,2.39
2020-11-30,Tyler,TX,192640.0,0.87
2020-11-30,Las Cruces,NM,196380.0,1.74
2020-11-30,Fargo,ND,237988.0,0.17
2020-11-30,Houma,LA,161779.0,-0.28
2020-11-30,Rochester,MN,251590.0,44.06
2020-11-30,Florence,SC,129807.0,5.29
2020-11-30,Medford,OR,347991.0,1.25
2020-11-30,Lafayette-West Lafayette,IN,183482.0,0.88
2020-11-30,Bellingham,WA,465429.0,1.5
2020-11-30,Lake Havasu City,AZ,264603.0,1.86
2020-11-30,Saginaw,MI,112177.0,1.35
2020-11-30,Lake Charles,LA,192389.0,-1.21
2020-11-30,Elkhart,IN,179362.0,1.06
2020-11-30,Yuma,AZ,184151.0,1.91
2020-11-30,Racine,WI,165852.0,1.17
2020-11-30,Athens,GA,229979.0,29.15
2020-11-30,Torrington,CT,273527.0,1.97
2020-11-30,St. Cloud,MN,234299.0,0.74
2020-11-30,Hilton Head Island,SC,335377.0,1.01
2020-11-30,Bloomington,IL,160306.0,-27.78
2020-11-30,Hilo,HI,402012.0,0.66
2020-11-30,Panama City,FL,246856.0,0.67
2020-11-30,Kingston,NY,281369.0,3.23
2020-11-30,Daphne,AL,245542.0,1.17
2020-11-30,Gainesville,GA,256740.0,19.05
2020-11-30,Warner Robins,GA,155850.0,0.66
2020-11-30,Blacksburg,VA,206345.0,1.06
2020-11-30,Jacksonville,NC,180823.0,-27.66
2020-11-30,Redding,CA,302465.0,1.49
2020-11-30,Monroe,LA,142019.0,-26.39
2020-11-30,Joplin,MO,141219.0,1.01
2020-11-30,El Centro,CA,246965.0,1.57
2020-11-30,Terre Haute,IN,101980.0,1.01
2020-11-30,Muskegon,MI,161880.0,1.06
2020-11-30,Sioux City,IA,147675.0,0.3
2020-11-30,Waterloo,IA,148387.0,0.62
2020-11-30,Oshkosh,WI,176631.0,1.12
2020-11-30,Yuba City,CA,333959.0,1.85
2020-11-30,Abilene,TX,146690.0,0.94
2020-11-30,Columbia,MO,211520.0,21.3
2020-11-30,Dover,DE,250281.0,1.06
2020-11-30,Eau Claire,WI,204656.0,0.86
2020-11-30,Janesville,WI,169303.0,1.03
2020-11-30,Jackson,MI,160685.0,9.05
2020-11-30,Punta Gorda,FL,242376.0,1.23
2020-11-30,Bloomington,IN,224715.0,40.18
2020-11-30,Pueblo,CO,220859.0,1.3
2020-11-30,Billings,MT,285014.0,0.77
2020-11-30,Bend,OR,470290.0,2.18
2020-11-30,Albany,GA,112900.0,-48.69
2020-11-30,Vineland,NJ,156684.0,1.73
2020-11-30,Niles,MI,194218.0,0.92
2020-11-30,Kahului,HI,736384.0,0.28
2020-11-30,Ottawa,IL,121202.0,1.39
2020-11-30,State College,PA,264586.0,0.66
2020-11-30,Bangor,ME,174831.0,1.79
2020-11-30,Alexandria,LA,149962.0,-38.45
2020-11-30,Decatur,AL,149093.0,58.6
2020-11-30,Hanford,CA,260370.0,0.87
2020-11-30,Iowa City,IA,235541.0,0.16
2020-11-30,Rocky Mount,NC,122766.0,1.81
2020-11-30,Monroe,MI,194849.0,37.2
2020-11-30,Wichita Falls,TX,110571.0,1.57
2020-11-30,Burlington,NC,178826.0,-45.77
2020-11-30,Madera,CA,309537.0,0.87
2020-11-30,Jefferson City,MO,170967.0,0.72
2020-11-30,Chambersburg,PA,200977.0,1.29
2020-11-30,Texarkana,TX,117702.0,0.7
2020-11-30,Elizabethtown,KY,169844.0,1.27
2020-11-30,Pottsville,PA,93922.0,1.84
2020-11-30,Wheeling,OH,106800.0,1.02
2020-11-30,Florence,AL,124947.0,-3.74
2020-11-30,Grand Junction,CO,291762.0,0.95
2020-11-30,Concord,NH,297451.0,1.67
2020-11-30,Dothan,AL,132129.0,0.65
2020-11-30,Santa Fe,NM,410230.0,0.94
2020-11-30,Johnstown,PA,86606.0,1.4
2020-11-30,Traverse City,MI,266215.0,1.42
2020-11-30,Hattiesburg,MS,149680.0,0.62
2020-11-30,Dalton,GA,153465.0,-0.09
2020-11-30,Midland,TX,263804.0,62.38
2020-11-30,Homosassa Springs,FL,184554.0,1.34
2020-11-30,Valdosta,GA,136370.0,1.3
2020-11-30,Coeur d'Alene,ID,415257.0,2.37
2020-11-30,Springfield,OH,130604.0,-25.31
2020-11-30,St. George,UT,369297.0,1.31
2020-11-30,Vero Beach,FL,249734.0,0.41
2020-11-30,Napa,CA,743980.0,1.58
2020-11-30,Tupelo,MS,126881.0,0.39
2020-11-30,Battle Creek,MI,134296.0,1.87
2020-11-30,Jamestown,NY,114099.0,-33.11
2020-11-30,Eureka,CA,349913.0,1.06
2020-11-30,Flagstaff,AZ,407570.0,1.7
2020-11-30,Lumberton,NC,82096.0,0.8
2020-11-30,Wausau,WI,185180.0,1.01
2020-11-30,La Crosse,WI,214229.0,0.78
2020-11-30,Lebanon,PA,205365.0,54.19
2020-11-30,Idaho Falls,ID,283053.0,1.82
2020-11-30,Sierra Vista,AZ,176737.0,1.39
2020-11-30,Pittsfield,MA,257905.0,1.58
2020-11-30,Farmington,NM,154117.0,23.86
2020-11-30,Jackson,TN,131683.0,-18.05
2020-11-30,Glens Falls,NY,197463.0,1.2
2020-11-30,Winchester,VA,260867.0,1.02
2020-11-30,St. Joseph,MO,128079.0,0.74
2020-11-30,Altoona,PA,124186.0,-0.08
2020-11-30,New Bern,NC,169908.0,0.48
2020-11-30,Carbondale,IL,104546.0,0.96
2020-11-30,London,KY,106251.0,1.0
2020-11-30,Logan,UT,315267.0,253.0
2020-11-30,Harrisonburg,VA,235142.0,0.73
2020-11-30,Beckley,WV,85048.0,0.85
2020-11-30,Mansfield,OH,123887.0,1.46
2020-11-30,Weirton,OH,90140.0,1.12
2020-11-30,Goldsboro,NC,141612.0,1.06
2020-11-30,Augusta,ME,200172.0,17.9
2020-11-30,Hammond,LA,168705.0,-0.13
2020-11-30,Sherman,TX,196095.0,1.42
2020-11-30,Staunton,VA,212013.0,0.59
2020-11-30,Muncie,IN,104200.0,0.88
2020-11-30,Mount Vernon,WA,426602.0,1.7
2020-11-30,Albany,OR,307173.0,172.08
2020-11-30,Watertown,NY,152224.0,-26.86
2020-11-30,Williamsport,PA,168783.0,-0.82
2020-11-30,Cleveland,TN,187358.0,7.16
2020-11-30,Sheboygan,WI,167863.0,1.16
2020-11-30,Bismarck,ND,279679.0,0.93
2020-11-30,Owensboro,KY,142987.0,1.25
2020-11-30,Dunn,NC,189955.0,1.05
2020-11-30,Morristown,TN,161241.0,0.47
2020-11-30,Kankakee,IL,155619.0,0.86
2020-11-30,Brunswick,GA,207586.0,1.25
2020-11-30,Ogdensburg,NY,82967.0,1.65
2020-11-30,San Angelo,TX,162925.0,-0.29
2020-11-30,Holland,MI,226857.0,0.96
2020-11-30,Wenatchee,WA,395909.0,1.08
2020-11-30,Lawrence,KS,223360.0,0.49
2020-11-30,Decatur,IL,94452.0,-36.65
2020-11-30,Missoula,MT,389807.0,1.45
2020-11-30,Salem,OH,111020.0,-67.44
2020-11-30,Bay City,MI,117857.0,0.95
2020-11-30,Lewiston,ME,209556.0,1.32
2020-11-30,Roseburg,OR,248573.0,1.05
2020-11-30,Sumter,SC,136960.0,1.29
2020-11-30,Show Low,AZ,252637.0,2.04
2020-11-30,Bluefield,WV,82592.0,1.01
2020-11-30,Danville,VA,129598.0,5.36
2020-11-30,Lima,OH,123367.0,0.79
2020-11-30,Cookeville,TN,175080.0,0.91
2020-11-30,California-Lexington Park,MD,322519.0,1.58
2020-11-30,Gadsden,AL,97230.0,0.86
2020-11-30,Cumberland,MD,98507.0,1.09
2020-11-30,Longview,WA,318457.0,119.12
2020-11-30,Whitewater,WI,248008.0,0.72
2020-11-30,Fond du Lac,WI,155564.0,0.79
2020-11-30,Ithaca,NY,232860.0,1.05
2020-11-30,Ashtabula,OH,117022.0,0.53
2020-11-30,Tullahoma,TN,169270.0,0.54
2020-11-30,Richmond,KY,180901.0,-32.44
2020-11-30,Adrian,MI,173556.0,0.91
2020-11-30,Twin Falls,ID,250860.0,1.94
2020-11-30,Corning,NY,113048.0,0.66
2020-11-30,Sebring,FL,158229.0,1.06
2020-11-30,Truckee,CA,535745.0,2.52
2020-11-30,Paducah,KY,116744.0,0.74
2020-11-30,Grand Forks,ND,211102.0,0.72
2020-11-30,Shelby,NC,165508.0,-0.05
2020-11-30,Fairbanks,AK,196478.0,0.77
2020-11-30,Ocean City,NJ,440560.0,1.83
2020-11-30,Mankato,MN,225152.0,0.96
2020-11-30,Rome,GA,144827.0,1.27
2020-11-30,Cape Girardeau,MO,167448.0,1.44
2020-11-30,Hot Springs,AR,167268.0,1.39
2020-11-30,Greenwood,SC,123133.0,0.73
2020-11-30,Clarksburg,WV,111012.0,1.21
2020-11-30,Dubuque,IA,194220.0,0.6
2020-11-30,Albertville,AL,148712.0,0.39
2020-11-30,New Philadelphia,OH,131250.0,1.72
2020-11-30,Orangeburg,SC,97624.0,0.83
2020-11-30,Cheyenne,WY,309009.0,-0.88
2020-11-30,New Castle,PA,113322.0,0.21
2020-11-30,Brainerd,MN,222825.0,0.53
2020-11-30,Kalispell,MT,399085.0,1.97
2020-11-30,Sevierville,TN,273800.0,1.28
2020-11-30,Moses Lake,WA,251894.0,1.83
2020-11-30,Elmira,NY,106847.0,1.81
2020-11-30,Beaver Dam,WI,185818.0,1.37
2020-11-30,Pinehurst-Southern Pines,NC,266946.0,1.09
2020-11-30,Ukiah,CA,447997.0,1.39
2020-11-30,Lufkin,TX,129992.0,0.64
2020-11-30,Corvallis,OR,389461.0,0.62
2020-11-30,Russellville,AR,123537.0,0.28
2020-11-30,Watertown,WI,240412.0,57.93
2020-11-30,Midland,MI,164407.0,-37.68
2020-11-30,Pocatello,ID,222074.0,0.18
2020-11-30,Kokomo,IN,126592.0,1.11
2020-11-30,Grants Pass,OR,325461.0,1.59
2020-11-30,Plattsburgh,NY,153101.0,0.27
2020-11-30,Danville,IL,69632.0,-46.27
2020-11-30,Manitowoc,WI,143643.0,1.05
2020-11-30,Great Falls,MT,215766.0,0.83
2020-11-30,Olean,NY,86495.0,0.83
2020-11-30,Auburn,NY,143055.0,-8.17
2020-11-30,Athens,TX,179690.0,-21.87
2020-11-30,Oak Harbor,WA,467329.0,2.07
2020-11-30,Chillicothe,OH,133436.0,1.09
2020-11-30,Hinesville,GA,154805.0,0.9
2020-11-30,Warsaw,IN,200188.0,0.79
2020-11-30,Stillwater,OK,160452.0,0.37
2020-11-30,Quincy,IL,123743.0,0.82
2020-11-30,Keene,NH,228141.0,0.89
2020-11-30,Sandusky,OH,158782.0,1.8
2020-11-30,Searcy,AR,127244.0,1.3
2020-11-30,Columbus,IN,188024.0,41.34
2020-11-30,Roanoke Rapids,NC,76446.0,0.62
2020-11-30,Casper,WY,235354.0,0.33
2020-11-30,Findlay,OH,173235.0,0.92
2020-11-30,Palatka,FL,146149.0,1.22
2020-11-30,Seneca,SC,187821.0,0.8
2020-11-30,Glenwood Springs,CO,590050.0,1.13
2020-11-30,Aberdeen,WA,237215.0,2.26
2020-11-30,Port Angeles,WA,353044.0,1.1
2020-11-30,Greenfield Town,MA,241158.0,1.29
2020-11-30,Muskogee,OK,87808.0,0.8
2020-11-30,Frankfort,KY,158474.0,1.07
2020-11-30,Mount Pleasant,MI,148367.0,1.08
2020-11-30,Statesboro,GA,155985.0,0.45
2020-11-30,Minot,ND,272273.0,0.36
2020-11-30,Shawnee,OK,105960.0,0.89
2020-11-30,Richmond,IN,106597.0,-41.07
2020-11-30,Martinsville,VA,84244.0,0.45
2020-11-30,Kapaa,HI,643977.0,0.68
2020-11-30,LaGrange,GA,157047.0,0.58
2020-11-30,Marion,OH,107486.0,1.17
2020-11-30,Morehead City,NC,297734.0,0.61
2020-11-30,Klamath Falls,OR,212638.0,1.45
2020-11-30,Marinette,WI,114931.0,1.39
2020-11-30,Roswell,NM,114900.0,1.3
2020-11-30,Marshall,TX,150761.0,49.48
2020-11-30,Farmington,MO,125712.0,-18.43
2020-11-30,Charleston,IL,84220.0,-71.52
2020-11-30,Hobbs,NM,179750.0,1.25
2020-11-30,Clearlake,CA,273791.0,2.42
2020-11-30,Faribault,MN,262055.0,1.22
2020-11-30,Ionia,MI,169177.0,-0.01
2020-11-30,Alamogordo,NM,142629.0,0.49
2020-11-30,Red Bluff,CA,256587.0,1.06
2020-11-30,Hudson,NY,279406.0,0.64
2020-11-30,Somerset,KY,151435.0,1.65
2020-11-30,Coos Bay,OR,260728.0,1.32
2020-11-30,Walla Walla,WA,288755.0,0.99
2020-11-30,Oneonta,NY,158493.0,0.71
2020-11-30,Fort Madison,IA,93290.0,0.42
2020-11-30,Baraboo,WI,213620.0,0.77
2020-11-30,Big Stone Gap,VA,76195.0,0.69
2020-11-30,Shelton,WA,331193.0,1.45
2020-11-30,Enid,OK,91318.0,0.97
2020-11-30,Georgetown,SC,255766.0,0.97
2020-11-30,Laconia,NH,302570.0,1.9
2020-11-30,Batavia,NY,146456.0,0.56
2020-11-30,Barre,VT,245919.0,2.2
2020-11-30,Sterling,IL,102785.0,0.44
2020-11-30,Dublin,GA,111900.0,0.79
2020-11-30,Vicksburg,MS,129496.0,-0.32
2020-11-30,Sanford,NC,156658.0,0.91
2020-11-30,Fergus Falls,MN,248346.0,0.98
2020-11-30,Fairmont,WV,114625.0,1.02
2020-11-30,Picayune,MS,146396.0,0.59
2020-11-30,Gloversville,NY,124004.0,1.3
2020-11-30,Gaffney,SC,94063.0,0.65
2020-11-30,Carson City,NV,356191.0,2.13
2020-11-30,Waycross,GA,100950.0,0.87
2020-11-30,Morgan City,LA,124042.0,0.08
2020-11-30,McComb,MS,108355.0,0.36
2020-11-30,Rochelle,IL,138323.0,0.63
2020-11-30,Scottsboro,AL,116452.0,0.99
2020-11-30,Danville,KY,123881.0,77.91
2020-11-30,Natchez,MS,96156.0,-0.6
2020-11-30,Greenville,OH,146586.0,-34.48
2020-11-30,Galesburg,IL,78876.0,0.44
2020-11-30,Fort Polk South,LA,103119.0,0.44
2020-11-30,Fort Leonard Wood,MO,156454.0,0.16
2020-11-30,Glasgow,KY,122308.0,1.52
2020-11-30,Edwards,CO,774235.0,0.72
2020-11-30,Fernley,NV,299880.0,1.36
2020-11-30,Malone,NY,118854.0,0.68
2020-11-30,Durango,CO,446522.0,0.61
2020-11-30,Bartlesville,OK,124297.0,0.78
2020-11-30,Elko,NV,309568.0,1.0
2020-11-30,Rexburg,ID,314224.0,1.19
2020-11-30,St. Marys,GA,190626.0,1.86
2020-11-30,Cortland,NY,136603.0,0.69
2020-11-30,Clovis,NM,156789.0,0.83
2020-11-30,Norfolk,NE,168142.0,0.9
2020-11-30,Freeport,IL,93449.0,0.66
2020-11-30,Starkville,MS,184451.0,0.83
2020-11-30,Burlington,IA,106013.0,-40.72
2020-11-30,Cadillac,MI,128566.0,1.14
2020-11-30,Ardmore,OK,99245.0,1.49
2020-11-30,Oxford,MS,204891.0,0.27
2020-11-30,Bogalusa,LA,110763.0,0.5
2020-11-30,Gardnerville Ranchos,NV,501199.0,1.18
2020-11-30,Tahlequah,OK,118962.0,1.29
2020-11-30,Cañon City,CO,252190.0,0.79
2020-11-30,Ruston,LA,160075.0,0.5
2020-11-30,Hillsdale,MI,145946.0,1.46
2020-11-30,Ponca City,OK,70261.0,1.08
2020-11-30,Blytheville,AR,83024.0,-1.25
2020-11-30,Red Wing,MN,255779.0,1.15
2020-11-30,Newport,OR,342726.0,181.89
2020-11-30,McAlester,OK,91091.0,1.27
2020-11-30,Moultrie,GA,97562.0,0.81
2020-11-30,Harrison,AR,128207.0,0.68
2020-11-30,Shelbyville,TN,196375.0,0.56
2020-11-30,Duncan,OK,89710.0,0.67
2020-11-30,Thomasville,GA,146149.0,0.9
2020-11-30,Bemidji,MN,187447.0,1.07
2020-11-30,Mount Sterling,KY,116536.0,0.88
2020-11-30,Ottumwa,IA,89600.0,0.69
2020-11-30,Pahrump,NV,264972.0,0.55
2020-11-30,Selma,AL,59474.0,0.72
2020-11-30,Rock Springs,WY,239502.0,0.66
2020-11-30,Cornelia,GA,154977.0,0.96
2020-11-30,Burley,ID,216606.0,1.24
2020-11-30,Poplar Bluff,MO,113313.0,0.76
2020-11-30,Muscatine,IA,141493.0,0.52
2020-11-30,Alma,MI,98483.0,1.15
2020-11-30,Durant,OK,128163.0,1.0
2020-11-30,Douglas,GA,112907.0,0.83
2020-11-30,Willmar,MN,193905.0,0.75
2020-11-30,Auburn,IN,158798.0,11.0
2020-11-30,Sedalia,MO,109709.0,1.8
2020-11-30,Warren,PA,93134.0,1.02
2020-11-30,El Dorado,AR,83169.0,0.9
2020-11-30,Mountain Home,AR,137410.0,1.4
2020-11-30,Cedartown,GA,116296.0,1.13
2020-11-30,El Campo,TX,152666.0,0.63
2020-11-30,Ellensburg,WA,360712.0,1.14
2020-11-30,Jacksonville,IL,98242.0,-45.67
2020-11-30,Sandpoint,ID,416548.0,1.56
2020-11-30,Alice,TX,103323.0,1.15
2020-11-30,Marshalltown,IA,113905.0,0.45
2020-11-30,Espa±ola,NM,181398.0,1.29
2020-11-30,Riverton,WY,226177.0,0.69
2020-11-30,Tifton,GA,141812.0,0.67
2020-11-30,Cambridge,OH,113058.0,-28.06
2020-11-30,McMinnville,TN,137047.0,0.28
2020-11-30,Selinsgrove,PA,179829.0,1.23
2020-11-30,Natchitoches,LA,174055.0,0.44
2020-11-30,Sikeston,MO,110261.0,0.63
2020-11-30,Austin,MN,141599.0,-61.7
2020-11-30,Pontiac,IL,109009.0,0.41
2020-11-30,Hannibal,MO,128865.0,0.96
2020-11-30,Houghton,MI,130822.0,1.14
2020-11-30,Sault Ste. Marie,MI,123930.0,2.7
2020-11-30,Americus,GA,89747.0,0.77
2020-11-30,Easton,MD,324683.0,1.0
2020-11-30,North Platte,NE,157692.0,0.7
2020-11-30,Ada,OK,107412.0,1.08
2020-11-30,Moscow,ID,354946.0,1.36
2020-11-30,Murray,KY,138951.0,0.87
2020-11-30,Escanaba,MI,112725.0,1.12
2020-11-30,Canton,IL,75271.0,-49.71
2020-11-30,Corinth,MS,103827.0,0.19
2020-11-30,Coshocton,OH,120398.0,1.02
2020-11-30,Newton,IA,133756.0,0.75
2020-11-30,Logan,WV,89672.0,-71.56
2020-11-30,Hutchinson,MN,209018.0,0.78
2020-11-30,Vidalia,GA,113765.0,0.56
2020-11-30,Summit Park,UT,849379.0,1.78
2020-11-30,Laramie,WY,260936.0,0.8
2020-11-30,Plainview,TX,82463.0,0.72
2020-11-30,Big Spring,TX,136873.0,1.33
2020-11-30,Dixon,IL,101504.0,1.41
2020-11-30,Alexandria,MN,245955.0,64.01
2020-11-30,Newport,TN,120943.0,-64.71
2020-11-30,Lebanon,MO,134095.0,-34.7
2020-11-30,Coffeyville,KS,60922.0,-0.05
2020-11-30,Susanville,CA,182596.0,0.82
2020-11-30,Brookhaven,MS,122667.0,-0.18
2020-11-30,Taylorville,IL,87440.0,0.25
2020-11-30,Effingham,IL,153638.0,0.7
2020-11-30,Valley,AL,74391.0,0.68
2020-11-30,Angola,IN,187859.0,1.07
2020-11-30,Dodge City,KS,119346.0,1.34
2020-11-30,Emporia,KS,113711.0,0.97
2020-11-30,Taos,NM,292512.0,2.5
2020-11-30,Malvern,AR,102290.0,0.82
2020-11-30,Troy,AL,122628.0,0.5
2020-11-30,Cambridge,MD,158497.0,40.19
2020-11-30,Macomb,IL,77471.0,0.47
2020-11-30,Kingsville,TX,108690.0,0.29
2020-11-30,Kennett,MO,76195.0,0.42
2020-11-30,Miami,OK,77232.0,0.97
2020-11-30,Camden,AR,60931.0,0.93
2020-11-30,Jackson,WY,715433.0,443.3
2020-11-30,Hastings,NE,143036.0,0.87
2020-11-30,Albert Lea,MN,123164.0,0.68
2020-11-30,Iron Mountain,MI,122711.0,0.76
2020-11-30,Lincoln,IL,97902.0,-56.35
2020-11-30,Jesup,GA,126202.0,0.74
2020-11-30,Kirksville,MO,125617.0,0.75
2020-11-30,Alpena,MI,107039.0,1.4
2020-11-30,Silver City,NM,141165.0,1.04
2020-11-30,Indianola,MS,66957.0,0.59
2020-11-30,Elkins,WV,94220.0,0.68
2020-11-30,Las Vegas,NM,163665.0,-47.45
2020-11-30,McPherson,KS,163967.0,0.42
2020-11-30,Sheridan,WY,296348.0,0.84
2020-11-30,Washington Court House,OH,125592.0,1.22
2020-11-30,Bennettsville,SC,58755.0,1.01
2020-11-30,Merrill,WI,137960.0,0.87
2020-11-30,Middlesborough,KY,59638.0,0.69
2020-11-30,Forrest City,AR,53021.0,-0.58
2020-11-30,Breckenridge,CO,678328.0,0.68
2020-11-30,Bastrop,LA,59922.0,0.42
2020-11-30,Wauchula,FL,121472.0,0.7
2020-11-30,Great Bend,KS,81036.0,1.29
2020-11-30,Weatherford,OK,119989.0,0.59
2020-11-30,Watertown,SD,210684.0,-12.37
2020-11-30,Thomaston,GA,89749.0,1.26
2020-11-30,Altus,OK,69954.0,0.74
2020-11-30,Lexington,NE,125399.0,-40.59
2020-11-30,Boone,IA,149497.0,0.59
