Date,City,State,HVI,%Change_HVI
2021-04-30,Greenville,OH,158042.0,-32.68
2021-04-30,Galesburg,IL,82980.0,0.79
2021-04-30,Fort Polk South,LA,104946.0,0.46
2021-04-30,Fort Leonard Wood,MO,166298.0,0.98
2021-04-30,Glasgow,KY,130951.0,1.27
2021-04-30,Edwards,CO,817758.0,2.12
2021-04-30,Fernley,NV,330174.0,2.81
2021-04-30,Malone,NY,126109.0,0.98
2021-04-30,Durango,CO,489587.0,3.7
2021-04-30,Bartlesville,OK,128071.0,0.96
2021-04-30,Elko,NV,319325.0,-0.22
2021-04-30,Rexburg,ID,338745.0,1.81
2021-04-30,St. Marys,GA,201950.0,0.89
2021-04-30,Cortland,NY,144391.0,0.94
2021-04-30,Clovis,NM,166942.0,0.69
2021-04-30,Norfolk,NE,179621.0,0.96
2021-04-30,Freeport,IL,98759.0,0.94
2021-04-30,Starkville,MS,191172.0,0.47
2021-04-30,Burlington,IA,111170.0,-42.15
2021-04-30,Cadillac,MI,136319.0,1.83
2021-04-30,Ardmore,OK,101430.0,-0.53
2021-04-30,Oxford,MS,213495.0,0.71
2021-04-30,Bogalusa,LA,115155.0,0.75
2021-04-30,Gardnerville Ranchos,NV,545008.0,1.58
2021-04-30,Tahlequah,OK,126173.0,1.45
2021-04-30,Cañon City,CO,264913.0,0.85
2021-04-30,Ruston,LA,165662.0,0.77
2021-04-30,Hillsdale,MI,158009.0,1.23
2021-04-30,Ponca City,OK,71038.0,-1.13
2021-04-30,Blytheville,AR,90794.0,2.25
2021-04-30,Red Wing,MN,270770.0,0.33
2021-04-30,Newport,OR,375866.0,198.02
2021-04-30,McAlester,OK,97469.0,1.0
2021-04-30,Moultrie,GA,104109.0,1.1
2021-04-30,Harrison,AR,137104.0,1.27
2021-04-30,Shelbyville,TN,206939.0,0.75
2021-04-30,Duncan,OK,93361.0,0.81
2021-04-30,Thomasville,GA,157224.0,1.22
2021-04-30,Bemidji,MN,199598.0,1.01
2021-04-30,Mount Sterling,KY,123210.0,0.54
2021-04-30,Ottumwa,IA,93865.0,0.6
2021-04-30,Pahrump,NV,272693.0,-0.6
2021-04-30,Selma,AL,62086.0,0.66
2021-04-30,Rock Springs,WY,251544.0,0.77
2021-04-30,Cornelia,GA,167912.0,1.12
2021-04-30,Burley,ID,233864.0,1.97
2021-04-30,Poplar Bluff,MO,122373.0,1.22
2021-04-30,Muscatine,IA,148894.0,0.79
2021-04-30,Alma,MI,107046.0,1.59
2021-04-30,Durant,OK,135107.0,0.71
2021-04-30,Douglas,GA,120859.0,1.14
2021-04-30,Willmar,MN,206158.0,1.11
2021-04-30,Auburn,IN,167822.0,12.72
2021-04-30,Sedalia,MO,119955.0,1.15
2021-04-30,Warren,PA,99154.0,0.9
2021-04-30,El Dorado,AR,88111.0,0.85
2021-04-30,Mountain Home,AR,148446.0,1.9
2021-04-30,Cedartown,GA,127057.0,1.56
2021-04-30,El Campo,TX,164015.0,1.24
2021-04-30,Ellensburg,WA,405731.0,3.11
2021-04-30,Jacksonville,IL,101940.0,-46.03
2021-04-30,Sandpoint,ID,454421.0,2.03
2021-04-30,Alice,TX,110552.0,1.66
2021-04-30,Marshalltown,IA,119546.0,0.8
2021-04-30,Espa±ola,NM,195090.0,1.31
2021-04-30,Riverton,WY,237555.0,0.88
2021-04-30,Tifton,GA,151836.0,1.06
2021-04-30,Cambridge,OH,122011.0,-27.68
2021-04-30,McMinnville,TN,142066.0,-0.35
2021-04-30,Selinsgrove,PA,191436.0,1.03
2021-04-30,Natchitoches,LA,179302.0,0.66
2021-04-30,Sikeston,MO,118637.0,1.0
2021-04-30,Austin,MN,149730.0,-65.09
2021-04-30,Pontiac,IL,114020.0,0.78
2021-04-30,Hannibal,MO,138761.0,0.91
2021-04-30,Houghton,MI,138939.0,1.06
2021-04-30,Sault Ste. Marie,MI,133441.0,1.14
2021-04-30,Americus,GA,95290.0,0.99
2021-04-30,Easton,MD,363834.0,2.98
2021-04-30,North Platte,NE,167849.0,0.83
2021-04-30,Ada,OK,115015.0,1.27
2021-04-30,Moscow,ID,381420.0,1.75
2021-04-30,Murray,KY,145535.0,1.23
2021-04-30,Escanaba,MI,120269.0,1.06
2021-04-30,Canton,IL,79174.0,-50.11
2021-04-30,Corinth,MS,108822.0,1.07
2021-04-30,Coshocton,OH,129378.0,1.19
2021-04-30,Newton,IA,141106.0,0.83
2021-04-30,Logan,WV,92431.0,-73.13
2021-04-30,Hutchinson,MN,219416.0,1.37
2021-04-30,Vidalia,GA,121572.0,1.29
2021-04-30,Summit Park,UT,912381.0,1.5
2021-04-30,Laramie,WY,274782.0,0.88
2021-04-30,Plainview,TX,86638.0,0.31
2021-04-30,Big Spring,TX,148688.0,1.26
2021-04-30,Dixon,IL,107110.0,0.72
2021-04-30,Alexandria,MN,258436.0,71.31
2021-04-30,Newport,TN,126935.0,-66.23
2021-04-30,Lebanon,MO,144552.0,-34.08
2021-04-30,Coffeyville,KS,65291.0,1.31
2021-04-30,Susanville,CA,198953.0,1.54
2021-04-30,Brookhaven,MS,129195.0,0.77
2021-04-30,Taylorville,IL,91053.0,0.7
2021-04-30,Effingham,IL,161521.0,0.89
2021-04-30,Valley,AL,78894.0,0.79
2021-04-30,Angola,IN,203563.0,1.02
2021-04-30,Dodge City,KS,128883.0,1.16
2021-04-30,Emporia,KS,122465.0,1.28
2021-04-30,Taos,NM,312621.0,1.31
2021-04-30,Malvern,AR,106455.0,1.04
2021-04-30,Troy,AL,129465.0,0.72
2021-04-30,Cambridge,MD,170612.0,39.83
2021-04-30,Macomb,IL,80969.0,0.86
2021-04-30,Kingsville,TX,116529.0,0.95
2021-04-30,Kennett,MO,80262.0,0.7
2021-04-30,Miami,OK,81851.0,0.9
2021-04-30,Camden,AR,60179.0,0.78
2021-04-30,Jackson,WY,791331.0,452.79
2021-04-30,Hastings,NE,152859.0,0.95
2021-04-30,Albert Lea,MN,132483.0,2.38
2021-04-30,Iron Mountain,MI,132249.0,1.24
2021-04-30,Lincoln,IL,102504.0,-56.88
2021-04-30,Jesup,GA,135316.0,1.25
2021-04-30,Kirksville,MO,133752.0,1.15
2021-04-30,Alpena,MI,115155.0,1.21
2021-04-30,Silver City,NM,149598.0,0.62
2021-04-30,Indianola,MS,72151.0,1.8
2021-04-30,Elkins,WV,98490.0,1.2
2021-04-30,Las Vegas,NM,174725.0,-47.07
2021-04-30,McPherson,KS,175277.0,1.15
2021-04-30,Sheridan,WY,313879.0,0.88
2021-04-30,Washington Court House,OH,135603.0,1.12
2021-04-30,Bennettsville,SC,59089.0,-0.88
2021-04-30,Merrill,WI,147598.0,0.96
2021-04-30,Middlesborough,KY,62278.0,0.88
2021-04-30,Forrest City,AR,56388.0,0.94
2021-04-30,Breckenridge,CO,739827.0,2.48
2021-04-30,Bastrop,LA,61081.0,0.61
2021-04-30,Wauchula,FL,132071.0,1.36
2021-04-30,Great Bend,KS,86817.0,1.04
2021-04-30,Weatherford,OK,126348.0,0.88
2021-04-30,Watertown,SD,225673.0,-11.26
2021-04-30,Thomaston,GA,97805.0,1.32
2021-04-30,Altus,OK,74081.0,1.07
2021-04-30,Lexington,NE,134104.0,-39.71
2021-04-30,Boone,IA,156763.0,0.63
2021-04-30,Toccoa,GA,136061.0,0.9
2021-04-30,Summerville,GA,95788.0,0.41
2021-04-30,New Ulm,MN,174971.0,0.89
2021-04-30,Marshall,MN,166889.0,6.56
2021-04-30,Deming,NM,123722.0,1.05
2021-04-30,Fredericksburg,TX,409324.0,1.21
2021-04-30,Magnolia,AR,96123.0,1.05
2021-04-30,Campbellsville,KY,115771.0,0.97
2021-04-30,Connersville,IN,95353.0,1.37
2021-04-30,Dickinson,ND,271055.0,0.22
2021-04-30,Cordele,GA,110533.0,1.14
2021-04-30,Maryville,MO,161594.0,0.4
2021-04-30,Marshall,MO,116622.0,-30.12
2021-04-30,Arkadelphia,AR,97001.0,1.07
2021-04-30,Liberal,KS,118921.0,0.59
2021-04-30,Wahpeton,ND,151086.0,0.54
2021-04-30,Williston,ND,282066.0,0.06
2021-04-30,Oskaloosa,IA,126385.0,0.35
2021-04-30,Raymondville,TX,78081.0,0.78
2021-04-30,Elk City,OK,112972.0,0.82
2021-04-30,Dumas,TX,141656.0,0.93
2021-04-30,Helena,AR,30387.0,0.22
2021-04-30,Parsons,KS,62864.0,1.01
2021-04-30,Worthington,MN,150845.0,1.1
2021-04-30,Jamestown,ND,174767.0,44.91
2021-04-30,Guymon,OK,113068.0,0.96
2021-04-30,Storm Lake,IA,133087.0,0.26
2021-04-30,Woodward,OK,114524.0,0.94
2021-04-30,Portales,NM,112278.0,1.0
2021-04-30,Hereford,TX,110577.0,1.31
2021-04-30,Othello,WA,226385.0,1.63
2021-04-30,Los Alamos,NM,351644.0,1.08
2021-04-30,Fitzgerald,GA,85839.0,0.81
2021-04-30,Maysville,KY,103539.0,0.95
2021-04-30,Atchison,KS,105519.0,1.15
2021-04-30,Fairfield,IA,133572.0,0.41
2021-04-30,Spencer,IA,140279.0,0.75
2021-04-30,Winnemucca,NV,264240.0,0.9
2021-04-30,Sweetwater,TX,85320.0,-0.19
2021-04-30,Andrews,TX,194503.0,0.93
2021-04-30,Zapata,TX,102496.0,0.82
2021-04-30,Vermillion,SD,200943.0,0.88
2021-04-30,Pecos,TX,148561.0,1.32
2021-04-30,Ketchikan,AK,329196.0,0.65
2021-05-31,New York,NY,538853.0,1.04
2021-05-31,Los Angeles-Long Beach-Anaheim,CA,783280.0,2.04
2021-05-31,Chicago,IL,270285.0,1.04
2021-05-31,Dallas-Fort Worth,TX,299381.0,2.21
2021-05-31,Philadelphia,PA,293221.0,1.52
2021-05-31,Houston,TX,248375.0,1.3
2021-05-31,Washington,DC,502517.0,1.46
2021-05-31,Miami-Fort Lauderdale,FL,342205.0,1.7
2021-05-31,Atlanta,GA,288208.0,1.92
2021-05-31,Boston,MA,571872.0,1.29
2021-05-31,San Francisco,CA,1260551.0,2.33
2021-05-31,Detroit,MI,210367.0,1.36
2021-05-31,Riverside,CA,464348.0,2.57
2021-05-31,Phoenix,AZ,368950.0,3.34
2021-05-31,Seattle,WA,637152.0,1.94
2021-05-31,Minneapolis-St Paul,MN,336010.0,1.19
2021-05-31,San Diego,CA,738294.0,2.94
2021-05-31,St. Louis,MO,211594.0,1.64
2021-05-31,Tampa,FL,274501.0,1.95
2021-05-31,Baltimore,MD,337511.0,1.05
2021-05-31,Denver,CO,522114.0,2.28
2021-05-31,Pittsburgh,PA,190321.0,2.32
2021-05-31,Portland,OR,495102.0,27.75
2021-05-31,Charlotte,NC,289724.0,1.99
2021-05-31,Sacramento,CA,514036.0,1.99
2021-05-31,San Antonio,TX,267099.0,1.84
2021-05-31,Orlando,FL,289472.0,1.51
2021-05-31,Cincinnati,OH,223761.0,1.08
2021-05-31,Cleveland,OH,188521.0,-5.61
2021-05-31,Kansas City,MO,246801.0,1.41
2021-05-31,Las Vegas,NV,338631.0,93.81
2021-05-31,Columbus,OH,253533.0,28.31
2021-05-31,Indianapolis,IN,221935.0,1.32
2021-05-31,San Jose,CA,1382885.0,2.89
2021-05-31,Austin,TX,450554.0,200.91
2021-05-31,Virginia Beach,VA,282529.0,1.26
2021-05-31,Nashville,TN,332100.0,1.71
2021-05-31,Providence,RI,381994.0,1.58
2021-05-31,Milwaukee,WI,242068.0,1.2
2021-05-31,Jacksonville,FL,273322.0,168.12
2021-05-31,Memphis,TN,189250.0,1.63
2021-05-31,Oklahoma City,OK,181204.0,1.33
2021-05-31,Louisville-Jefferson County,KY,209700.0,1.3
2021-05-31,Hartford,CT,278212.0,1.78
2021-05-31,Richmond,VA,288428.0,152.43
2021-05-31,New Orleans,LA,232877.0,0.77
2021-05-31,Buffalo,NY,209501.0,2.59
2021-05-31,Raleigh,NC,331156.0,1.93
2021-05-31,Birmingham,AL,205742.0,1.11
2021-05-31,Salt Lake City,UT,480010.0,2.69
2021-05-31,Rochester,NY,188071.0,-29.26
2021-05-31,Grand Rapids,MI,259171.0,1.47
2021-05-31,Tucson,AZ,273358.0,1.97
2021-05-31,Urban Honolulu,HI,783329.0,1.75
2021-05-31,Tulsa,OK,173524.0,1.44
2021-05-31,Fresno,CA,323567.0,2.32
2021-05-31,Worcester,MA,363883.0,1.75
2021-05-31,Stamford,CT,489446.0,1.84
2021-05-31,Albuquerque,NM,258021.0,1.56
2021-05-31,Albany,NY,236967.0,-28.29
2021-05-31,Omaha,NE,237484.0,1.49
2021-05-31,New Haven,CT,284736.0,1.77
2021-05-31,Bakersfield,CA,276674.0,1.62
2021-05-31,Knoxville,TN,237007.0,1.96
2021-05-31,Greenville,SC,236915.0,49.91
2021-05-31,Ventura,CA,716846.0,2.94
2021-05-31,Allentown,PA,256806.0,1.61
2021-05-31,El Paso,TX,160698.0,1.83
2021-05-31,Baton Rouge,LA,201517.0,0.85
2021-05-31,Dayton,OH,164508.0,1.71
2021-05-31,McAllen,TX,138857.0,0.88
2021-05-31,Columbia,SC,186234.0,-16.76
2021-05-31,Greensboro,NC,186205.0,1.46
2021-05-31,Akron,OH,179325.0,1.45
2021-05-31,North Port-Sarasota-Bradenton,FL,329467.0,2.33
2021-05-31,Little Rock,AR,166948.0,1.32
2021-05-31,Stockton,CA,459091.0,2.14
2021-05-31,Charleston,SC,319244.0,260.0
2021-05-31,Syracuse,NY,172275.0,1.24
2021-05-31,Colorado Springs,CO,407494.0,3.09
2021-05-31,Winston-Salem,NC,188792.0,1.52
2021-05-31,Wichita,KS,166879.0,1.04
2021-05-31,Springfield,MA,278201.0,92.69
2021-05-31,Fort Myers,FL,283182.0,3.12
2021-05-31,Boise City,ID,452650.0,3.1
2021-05-31,Toledo,OH,147352.0,1.3
2021-05-31,Madison,WI,324982.0,0.99
2021-05-31,Lakeland,FL,225104.0,1.95
2021-05-31,Ogden,UT,418880.0,2.94
2021-05-31,Daytona Beach,FL,261078.0,2.03
2021-05-31,Des Moines,IA,232151.0,1.02
2021-05-31,Jackson,MS,156831.0,-80.18
2021-05-31,Youngstown,OH,123569.0,2.2
2021-05-31,Augusta,GA,182145.0,-16.03
2021-05-31,Scranton,PA,142607.0,1.78
2021-05-31,Harrisburg,PA,221455.0,1.26
2021-05-31,Melbourne,FL,266496.0,2.23
2021-05-31,Spokane,WA,359535.0,2.6
2021-05-31,Provo,UT,464292.0,3.11
2021-05-31,Lancaster,PA,275481.0,1.09
2021-05-31,Modesto,CA,393431.0,2.21
2021-05-31,Portland,ME,397613.0,-19.69
2021-05-31,Durham,NC,316899.0,2.1
2021-05-31,Santa Rosa,CA,734866.0,1.6
2021-05-31,Lexington,KY,224287.0,67.25
2021-05-31,Lafayette,LA,171652.0,0.42
2021-05-31,Lansing,MI,190329.0,1.39
2021-05-31,Fayetteville,AR,239774.0,55.84
2021-05-31,Pensacola,FL,225012.0,1.95
2021-05-31,Visalia,CA,273050.0,1.52
2021-05-31,Shreveport,LA,122348.0,0.48
2021-05-31,Springfield,MO,188663.0,-32.18
2021-05-31,York,PA,228822.0,2.34
2021-05-31,Corpus Christi,TX,190339.0,0.53
2021-05-31,Flint,MI,153301.0,1.1
2021-05-31,Reno,NV,478782.0,2.57
2021-05-31,Asheville,NC,324882.0,1.52
2021-05-31,Santa Maria-Santa Barbara,CA,763440.0,2.42
2021-05-31,Huntsville,AL,237219.0,2.01
2021-05-31,Fort Wayne,IN,180030.0,1.05
2021-05-31,Salinas,CA,703192.0,1.69
2021-05-31,Vallejo,CA,527036.0,2.09
2021-05-31,Mobile,AL,150541.0,1.59
2021-05-31,Reading,PA,219460.0,1.04
2021-05-31,Brownsville,TX,132710.0,2.2
2021-05-31,Killeen,TX,190912.0,2.23
2021-05-31,Canton,OH,161349.0,103.79
2021-05-31,Beaumont,TX,143068.0,0.48
2021-05-31,Manchester,NH,375975.0,2.13
2021-05-31,Salem,OR,375159.0,225.44
2021-05-31,Anchorage,AK,321981.0,0.41
2021-05-31,Davenport,IL,145408.0,0.65
2021-05-31,Peoria,IL,124161.0,1.21
2021-05-31,Myrtle Beach,SC,242469.0,1.52
2021-05-31,Montgomery,AL,153495.0,0.98
2021-05-31,Salisbury,DE,308040.0,2.41
2021-05-31,Gulfport,MS,159975.0,1.21
2021-05-31,Tallahassee,FL,209382.0,1.86
2021-05-31,Trenton,NJ,295874.0,2.15
2021-05-31,Fayetteville,NC,155649.0,-35.09
2021-05-31,Huntington,WV,113249.0,0.65
2021-05-31,Eugene,OR,386658.0,1.56
2021-05-31,Rockford,IL,141493.0,2.07
2021-05-31,Savannah,GA,224311.0,1.67
2021-05-31,Ann Arbor,MI,328863.0,1.3
2021-05-31,Ocala,FL,189995.0,2.0
2021-05-31,Kalamazoo,MI,208654.0,2.11
2021-05-31,Naples,FL,402001.0,2.98
2021-05-31,South Bend,IN,163283.0,1.98
2021-05-31,Spartanburg,SC,186202.0,1.52
2021-05-31,Evansville,IN,167844.0,1.47
2021-05-31,Kingsport,TN,151818.0,0.94
2021-05-31,Roanoke,VA,211867.0,1.12
2021-05-31,Green Bay,WI,222066.0,1.91
2021-05-31,Lincoln,NE,241582.0,135.68
2021-05-31,Fort Collins,CO,468938.0,1.69
2021-05-31,Utica,NY,159871.0,2.13
2021-05-31,Columbus,GA,143731.0,-43.31
2021-05-31,Boulder,CO,661025.0,2.36
2021-05-31,Lubbock,TX,170317.0,1.41
2021-05-31,Fort Smith,AR,124110.0,0.93
2021-05-31,Duluth,MN,194038.0,0.75
2021-05-31,Atlantic City,NJ,246535.0,1.97
2021-05-31,New London,CT,300343.0,1.44
2021-05-31,San Luis Obispo,CA,723052.0,1.74
2021-05-31,Gainesville,FL,227306.0,-17.09
2021-05-31,Santa Cruz,CA,1041859.0,3.35
2021-05-31,Clarksville,TN,209736.0,1.64
2021-05-31,Cedar Rapids,IA,181291.0,0.95
2021-05-31,Merced,CA,341477.0,2.64
2021-05-31,Wilmington,NC,298834.0,1.48
2021-05-31,Kennewick,WA,347546.0,1.84
2021-05-31,Greeley,CO,432288.0,1.9
2021-05-31,Waco,TX,196105.0,2.19
2021-05-31,Olympia,WA,437097.0,2.42
2021-05-31,Amarillo,TX,166067.0,1.27
2021-05-31,Binghamton,NY,140148.0,1.58
2021-05-31,Hagerstown,MD,239364.0,1.63
2021-05-31,Bremerton,WA,485784.0,1.66
2021-05-31,Laredo,TX,162567.0,-0.07
2021-05-31,Lynchburg,VA,211855.0,1.07
2021-05-31,Yakima,WA,284740.0,1.73
2021-05-31,Crestview-Fort Walton Beach-Destin,FL,336202.0,1.69
2021-05-31,Topeka,KS,152584.0,1.38
2021-05-31,Macon-Bibb County,GA,127095.0,1.62
2021-05-31,Champaign-Urbana,IL,160572.0,1.02
2021-05-31,Tuscaloosa,AL,186008.0,1.06
2021-05-31,College Station,TX,231154.0,0.6
2021-05-31,Sioux Falls,SD,259035.0,1.3
2021-05-31,Appleton,WI,224309.0,1.3
2021-05-31,Chico,CA,371373.0,1.27
2021-05-31,Charlottesville,VA,349950.0,1.58
2021-05-31,Claremont,NH,263211.0,1.36
2021-05-31,Barnstable Town,MA,553837.0,2.89
2021-05-31,Longview,TX,162064.0,-52.11
2021-05-31,Burlington,VT,351637.0,216.31
2021-05-31,Prescott,AZ,404451.0,2.2
2021-05-31,Tyler,TX,201398.0,1.47
2021-05-31,Las Cruces,NM,209790.0,1.55
2021-05-31,Fargo,ND,249794.0,0.86
2021-05-31,Houma,LA,165896.0,0.52
2021-05-31,Rochester,MN,268724.0,42.88
2021-05-31,Florence,SC,137683.0,1.37
2021-05-31,Medford,OR,380601.0,1.17
2021-05-31,Lafayette-West Lafayette,IN,198802.0,1.43
2021-05-31,Bellingham,WA,507582.0,0.62
2021-05-31,Lake Havasu City,AZ,299247.0,2.8
2021-05-31,Saginaw,MI,123692.0,1.78
2021-05-31,Lake Charles,LA,195258.0,0.25
2021-05-31,Elkhart,IN,193799.0,1.75
2021-05-31,Yuma,AZ,207986.0,1.76
2021-05-31,Racine,WI,182423.0,1.12
2021-05-31,Athens,GA,242171.0,20.23
2021-05-31,Torrington,CT,307805.0,1.57
2021-05-31,St. Cloud,MN,251333.0,1.42
2021-05-31,Hilton Head Island,SC,358813.0,1.87
2021-05-31,Bloomington,IL,168559.0,-28.84
2021-05-31,Hilo,HI,437016.0,2.04
2021-05-31,Panama City,FL,265461.0,1.73
2021-05-31,Kingston,NY,322980.0,2.15
2021-05-31,Daphne,AL,262637.0,1.4
2021-05-31,Gainesville,GA,279564.0,22.99
2021-05-31,Warner Robins,GA,163881.0,0.94
2021-05-31,Blacksburg,VA,221013.0,0.79
2021-05-31,Jacksonville,NC,190637.0,-30.25
2021-05-31,Redding,CA,332331.0,2.35
2021-05-31,Monroe,LA,146795.0,-29.59
2021-05-31,Joplin,MO,149646.0,0.6
2021-05-31,El Centro,CA,278987.0,3.43
2021-05-31,Terre Haute,IN,110156.0,0.94
2021-05-31,Muskegon,MI,177769.0,2.14
2021-05-31,Sioux City,IA,158132.0,1.24
2021-05-31,Waterloo,IA,153723.0,0.61
2021-05-31,Oshkosh,WI,192172.0,1.84
2021-05-31,Yuba City,CA,357395.0,1.6
2021-05-31,Abilene,TX,154234.0,1.36
2021-05-31,Columbia,MO,227077.0,21.93
2021-05-31,Dover,DE,267627.0,1.49
2021-05-31,Eau Claire,WI,217597.0,1.26
2021-05-31,Janesville,WI,181821.0,1.25
2021-05-31,Jackson,MI,174743.0,11.42
2021-05-31,Punta Gorda,FL,268629.0,2.01
2021-05-31,Bloomington,IN,239998.0,42.38
2021-05-31,Pueblo,CO,242741.0,1.86
2021-05-31,Billings,MT,301446.0,0.66
2021-05-31,Bend,OR,551858.0,3.62
2021-05-31,Albany,GA,121623.0,-48.68
2021-05-31,Vineland,NJ,176656.0,1.95
2021-05-31,Niles,MI,210748.0,2.29
2021-05-31,Kahului,HI,781101.0,0.96
2021-05-31,Ottawa,IL,128762.0,1.2
2021-05-31,State College,PA,273920.0,0.21
2021-05-31,Bangor,ME,199382.0,2.65
2021-05-31,Alexandria,LA,151395.0,-41.42
2021-05-31,Decatur,AL,161126.0,66.16
2021-05-31,Hanford,CA,277762.0,0.89
2021-05-31,Iowa City,IA,239852.0,0.56
2021-05-31,Rocky Mount,NC,137770.0,2.95
2021-05-31,Monroe,MI,209742.0,42.88
2021-05-31,Wichita Falls,TX,120816.0,1.45
2021-05-31,Burlington,NC,196329.0,-44.17
2021-05-31,Madera,CA,330644.0,1.76
2021-05-31,Jefferson City,MO,182718.0,0.86
2021-05-31,Chambersburg,PA,213711.0,1.54
2021-05-31,Texarkana,TX,126051.0,0.97
2021-05-31,Elizabethtown,KY,182210.0,1.81
2021-05-31,Pottsville,PA,105335.0,2.41
2021-05-31,Wheeling,OH,114038.0,0.79
2021-05-31,Florence,AL,137533.0,-0.11
2021-05-31,Grand Junction,CO,319413.0,2.12
2021-05-31,Concord,NH,324878.0,1.51
2021-05-31,Dothan,AL,137928.0,0.54
2021-05-31,Santa Fe,NM,445944.0,1.21
2021-05-31,Johnstown,PA,90411.0,0.89
2021-05-31,Traverse City,MI,294158.0,2.23
2021-05-31,Hattiesburg,MS,158062.0,0.6
2021-05-31,Dalton,GA,167686.0,2.13
2021-05-31,Midland,TX,263595.0,49.12
2021-05-31,Homosassa Springs,FL,206792.0,2.37
2021-05-31,Valdosta,GA,146507.0,1.18
2021-05-31,Coeur d'Alene,ID,478735.0,2.96
2021-05-31,Springfield,OH,148019.0,-21.54
2021-05-31,St. George,UT,424142.0,3.24
2021-05-31,Vero Beach,FL,268956.0,1.99
2021-05-31,Napa,CA,804024.0,1.27
2021-05-31,Tupelo,MS,134597.0,0.73
2021-05-31,Battle Creek,MI,145988.0,1.24
2021-05-31,Jamestown,NY,122224.0,-30.06
2021-05-31,Eureka,CA,376277.0,1.82
2021-05-31,Flagstaff,AZ,468538.0,3.14
2021-05-31,Lumberton,NC,89159.0,1.14
2021-05-31,Wausau,WI,192666.0,0.69
2021-05-31,La Crosse,WI,229213.0,1.39
2021-05-31,Lebanon,PA,222508.0,53.93
2021-05-31,Idaho Falls,ID,330258.0,2.54
2021-05-31,Sierra Vista,AZ,189009.0,0.57
2021-05-31,Pittsfield,MA,281096.0,1.61
2021-05-31,Farmington,NM,168145.0,22.52
2021-05-31,Jackson,TN,145597.0,-16.68
2021-05-31,Glens Falls,NY,216290.0,1.17
2021-05-31,Winchester,VA,282768.0,1.44
2021-05-31,St. Joseph,MO,136720.0,1.49
2021-05-31,Altoona,PA,128837.0,1.22
2021-05-31,New Bern,NC,179830.0,1.1
2021-05-31,Carbondale,IL,110518.0,0.7
2021-05-31,London,KY,114460.0,0.79
2021-05-31,Logan,UT,350813.0,279.54
2021-05-31,Harrisonburg,VA,252548.0,0.98
2021-05-31,Beckley,WV,87733.0,0.25
2021-05-31,Mansfield,OH,140887.0,1.51
2021-05-31,Weirton,OH,96631.0,0.76
2021-05-31,Goldsboro,NC,153137.0,1.71
2021-05-31,Augusta,ME,223904.0,22.93
2021-05-31,Hammond,LA,173246.0,1.07
2021-05-31,Sherman,TX,210319.0,1.59
2021-05-31,Staunton,VA,228434.0,0.96
2021-05-31,Muncie,IN,110516.0,1.69
2021-05-31,Mount Vernon,WA,474443.0,1.1
2021-05-31,Albany,OR,335388.0,175.76
2021-05-31,Watertown,NY,160613.0,-28.83
2021-05-31,Williamsport,PA,177774.0,0.7
2021-05-31,Cleveland,TN,201725.0,7.0
2021-05-31,Sheboygan,WI,181009.0,0.83
2021-05-31,Bismarck,ND,290199.0,0.77
2021-05-31,Owensboro,KY,146801.0,0.36
2021-05-31,Dunn,NC,204549.0,1.18
2021-05-31,Morristown,TN,176709.0,2.41
2021-05-31,Kankakee,IL,162443.0,0.6
2021-05-31,Brunswick,GA,221775.0,1.27
2021-05-31,Ogdensburg,NY,91351.0,3.58
2021-05-31,San Angelo,TX,173207.0,0.53
2021-05-31,Holland,MI,243377.0,0.71
2021-05-31,Wenatchee,WA,434208.0,1.74
2021-05-31,Lawrence,KS,242227.0,1.73
2021-05-31,Decatur,IL,97967.0,-39.2
2021-05-31,Missoula,MT,451442.0,3.41
2021-05-31,Salem,OH,115834.0,-69.12
2021-05-31,Bay City,MI,128772.0,1.34
2021-05-31,Lewiston,ME,234571.0,3.14
2021-05-31,Roseburg,OR,268824.0,1.96
2021-05-31,Sumter,SC,144103.0,1.01
2021-05-31,Show Low,AZ,288999.0,2.59
2021-05-31,Bluefield,WV,86864.0,0.66
2021-05-31,Danville,VA,138785.0,5.61
2021-05-31,Lima,OH,138350.0,1.53
2021-05-31,Cookeville,TN,192355.0,1.81
2021-05-31,California-Lexington Park,MD,347829.0,1.49
2021-05-31,Gadsden,AL,105571.0,1.79
2021-05-31,Cumberland,MD,109478.0,2.16
2021-05-31,Longview,WA,343262.0,111.81
2021-05-31,Whitewater,WI,276995.0,1.58
2021-05-31,Fond du Lac,WI,167230.0,1.5
2021-05-31,Ithaca,NY,241356.0,0.27
2021-05-31,Ashtabula,OH,124434.0,0.8
2021-05-31,Tullahoma,TN,183586.0,1.11
2021-05-31,Richmond,KY,192434.0,-33.28
2021-05-31,Adrian,MI,183405.0,1.4
2021-05-31,Twin Falls,ID,292292.0,2.75
2021-05-31,Corning,NY,123565.0,2.03
2021-05-31,Sebring,FL,172605.0,1.71
2021-05-31,Truckee,CA,605274.0,1.7
2021-05-31,Paducah,KY,123479.0,1.2
2021-05-31,Grand Forks,ND,221066.0,0.64
2021-05-31,Shelby,NC,179302.0,-0.22
2021-05-31,Fairbanks,AK,196699.0,-0.77
2021-05-31,Ocean City,NJ,491346.0,2.85
2021-05-31,Mankato,MN,237134.0,0.8
2021-05-31,Rome,GA,154034.0,1.44
2021-05-31,Cape Girardeau,MO,178389.0,1.05
