Date,City,State,SizeRank,Avg_Sale_Price,%Change_SP
2016-05-31,Tulsa,OK,55,149500.0,3.22
2016-05-31,Fresno,CA,56,236000.0,1.29
2016-05-31,Worcester,MA,57,226800.0,1.68
2016-05-31,Stamford,CT,58,388500.0,2.19
2016-05-31,Albuquerque,NM,59,182000.0,3.51
2016-05-31,Albany,NY,60,180133.0,4.24
2016-05-31,Omaha,NE,61,163252.0,1.45
2016-05-31,New Haven,CT,62,198667.0,2.94
2016-05-31,Bakersfield,CA,63,209583.0,0.8
2016-05-31,Knoxville,TN,64,162300.0,2.12
2016-05-31,Greenville,SC,65,173333.0,3.22
2016-05-31,Ventura,CA,66,528667.0,1.86
2016-05-31,Allentown,PA,67,173300.0,2.75
2016-05-31,El Paso,TX,68,141733.0,-0.01
2016-05-31,Baton Rouge,LA,69,190820.0,0.43
2016-05-31,Dayton,OH,70,130667.0,3.84
2016-05-31,McAllen,TX,71,128633.0,3.92
2016-05-31,Columbia,SC,72,159560.0,3.4
2016-05-31,Greensboro,NC,73,143633.0,2.94
2016-05-31,Akron,OH,74,129533.0,2.09
2016-05-31,North Port-Sarasota-Bradenton,FL,75,241667.0,1.4
2016-05-31,Little Rock,AR,76,158333.0,1.06
2016-05-31,Stockton,CA,77,318417.0,2.14
2016-05-31,Charleston,SC,78,243249.0,1.21
2016-05-31,Syracuse,NY,79,124458.0,1.49
2016-05-31,Colorado Springs,CO,80,252833.0,1.54
2016-05-31,Winston-Salem,NC,81,144250.0,4.53
2016-05-31,Wichita,KS,82,134983.0,4.25
2016-05-31,Springfield,MA,83,190000.0,5.56
2016-05-31,Fort Myers,FL,84,201667.0,1.8
2016-05-31,Boise City,ID,85,209177.0,1.87
2016-05-31,Toledo,OH,86,116883.0,4.75
2016-05-31,Madison,WI,87,218583.0,2.02
2016-05-31,Lakeland,FL,88,156400.0,2.76
2016-05-31,Ogden,UT,89,216450.0,4.52
2016-05-31,Daytona Beach,FL,90,169667.0,3.04
2016-05-31,Des Moines,IA,91,172500.0,0.63
2016-05-31,Provo,UT,100,249867.0,0.66
2016-05-31,Durham,NC,104,235000.0,1.22
2016-05-31,Fort Collins,CO,159,330556.0,0.89
2016-06-30,New York,NY,1,383976.0,2.16
2016-06-30,Los Angeles-Long Beach-Anaheim,CA,2,574833.0,1.77
2016-06-30,Chicago,IL,3,231667.0,3.81
2016-06-30,Dallas-Fort Worth,TX,4,237000.0,2.89
2016-06-30,Philadelphia,PA,5,233667.0,5.41
2016-06-30,Houston,TX,6,221663.0,2.31
2016-06-30,Washington,DC,7,393666.0,2.62
2016-06-30,Miami-Fort Lauderdale,FL,8,249650.0,2.74
2016-06-30,Atlanta,GA,9,218358.0,1.89
2016-06-30,Boston,MA,10,404317.0,4.56
2016-06-30,San Francisco,CA,11,724083.0,4.5
2016-06-30,Detroit,MI,12,167833.0,4.9
2016-06-30,Riverside,CA,13,319750.0,0.01
2016-06-30,Phoenix,AZ,14,236735.0,1.5
2016-06-30,Seattle,WA,15,389944.0,2.64
2016-06-30,Minneapolis-St Paul,MN,16,234800.0,2.7
2016-06-30,San Diego,CA,17,505000.0,1.32
2016-06-30,St. Louis,MO,18,173300.0,4.42
2016-06-30,Tampa,FL,19,189038.0,2.72
2016-06-30,Baltimore,MD,20,289000.0,3.84
2016-06-30,Denver,CO,21,361000.0,1.69
2016-06-30,Pittsburgh,PA,22,157833.0,4.53
2016-06-30,Portland,OR,23,333667.0,2.25
2016-06-30,Charlotte,NC,24,217267.0,3.49
2016-06-30,Sacramento,CA,25,355500.0,1.67
2016-06-30,San Antonio,TX,26,205633.0,2.08
2016-06-30,Orlando,FL,27,218233.0,2.34
2016-06-30,Cincinnati,OH,28,162333.0,4.06
2016-06-30,Cleveland,OH,29,138133.0,7.08
2016-06-30,Kansas City,MO,30,193300.0,5.33
2016-06-30,Las Vegas,NV,31,224000.0,0.0
2016-06-30,Columbus,OH,32,173667.0,1.76
2016-06-30,Indianapolis,IN,33,158442.0,2.37
2016-06-30,San Jose,CA,34,876000.0,1.25
2016-06-30,Austin,TX,35,287913.0,2.07
2016-06-30,Virginia Beach,VA,36,241806.0,2.75
2016-06-30,Nashville,TN,37,233633.0,2.94
2016-06-30,Providence,RI,38,246667.0,2.78
2016-06-30,Milwaukee,WI,39,191967.0,4.54
2016-06-30,Jacksonville,FL,40,212104.0,2.38
2016-06-30,Memphis,TN,41,164967.0,5.34
2016-06-30,Oklahoma City,OK,42,162059.0,1.47
2016-06-30,Louisville-Jefferson County,KY,43,163467.0,3.35
2016-06-30,Hartford,CT,44,225000.0,6.64
2016-06-30,Richmond,VA,45,230167.0,2.69
2016-06-30,New Orleans,LA,46,184089.0,2.11
2016-06-30,Buffalo,NY,47,135770.0,4.18
2016-06-30,Raleigh,NC,48,247333.0,2.96
2016-06-30,Birmingham,AL,49,192000.0,3.23
2016-06-30,Salt Lake City,UT,50,262955.0,2.6
2016-06-30,Rochester,NY,51,136833.0,4.49
2016-06-30,Grand Rapids,MI,52,162667.0,3.73
2016-06-30,Tucson,AZ,53,185667.0,2.86
2016-06-30,Urban Honolulu,HI,54,564267.0,2.11
2016-06-30,Tulsa,OK,55,152000.0,1.67
2016-06-30,Fresno,CA,56,237750.0,0.74
2016-06-30,Worcester,MA,57,235467.0,3.82
2016-06-30,Stamford,CT,58,403333.0,3.82
2016-06-30,Albuquerque,NM,59,186667.0,2.56
2016-06-30,Albany,NY,60,184133.0,2.22
2016-06-30,Omaha,NE,61,167300.0,2.48
2016-06-30,New Haven,CT,62,212000.0,6.71
2016-06-30,Bakersfield,CA,63,216167.0,3.14
2016-06-30,Knoxville,TN,64,165633.0,2.05
2016-06-30,Greenville,SC,65,179750.0,3.7
2016-06-30,Ventura,CA,66,543000.0,2.71
2016-06-30,Allentown,PA,67,179967.0,3.85
2016-06-30,El Paso,TX,68,145067.0,2.35
2016-06-30,Baton Rouge,LA,69,193820.0,1.57
2016-06-30,Dayton,OH,70,133333.0,2.04
2016-06-30,McAllen,TX,71,137467.0,6.87
2016-06-30,Columbia,SC,72,162010.0,1.54
2016-06-30,Greensboro,NC,73,149967.0,4.41
2016-06-30,Akron,OH,74,135483.0,4.59
2016-06-30,North Port-Sarasota-Bradenton,FL,75,248667.0,2.9
2016-06-30,Little Rock,AR,76,160333.0,1.26
2016-06-30,Stockton,CA,77,320083.0,0.52
2016-06-30,Charleston,SC,78,247463.0,1.73
2016-06-30,Syracuse,NY,79,131000.0,5.26
2016-06-30,Colorado Springs,CO,80,258833.0,2.37
2016-06-30,Winston-Salem,NC,81,150083.0,4.04
2016-06-30,Wichita,KS,82,138050.0,2.27
2016-06-30,Springfield,MA,83,198333.0,4.39
2016-06-30,Fort Myers,FL,84,205667.0,1.98
2016-06-30,Boise City,ID,85,214843.0,2.71
2016-06-30,Toledo,OH,86,118633.0,1.5
2016-06-30,Madison,WI,87,225750.0,3.28
2016-06-30,Lakeland,FL,88,157400.0,0.64
2016-06-30,Ogden,UT,89,222333.0,2.72
2016-06-30,Daytona Beach,FL,90,171667.0,1.18
2016-06-30,Des Moines,IA,91,180000.0,4.35
2016-06-30,Provo,UT,100,253967.0,1.64
2016-06-30,Durham,NC,104,237833.0,1.21
2016-06-30,Fort Collins,CO,159,333952.0,1.03
2016-07-31,New York,NY,1,395529.0,3.01
2016-07-31,Los Angeles-Long Beach-Anaheim,CA,2,576500.0,0.29
2016-07-31,Chicago,IL,3,233333.0,0.72
2016-07-31,Dallas-Fort Worth,TX,4,239833.0,1.2
2016-07-31,Philadelphia,PA,5,242167.0,3.64
2016-07-31,Houston,TX,6,226663.0,2.26
2016-07-31,Washington,DC,7,394333.0,0.17
2016-07-31,Miami-Fort Lauderdale,FL,8,255467.0,2.33
2016-07-31,Atlanta,GA,9,219175.0,0.37
2016-07-31,Boston,MA,10,414317.0,2.47
2016-07-31,San Francisco,CA,11,729750.0,0.78
2016-07-31,Detroit,MI,12,173000.0,3.08
2016-07-31,Riverside,CA,13,322083.0,0.73
2016-07-31,Phoenix,AZ,14,237667.0,0.39
2016-07-31,Seattle,WA,15,397982.0,2.06
2016-07-31,Minneapolis-St Paul,MN,16,238133.0,1.42
2016-07-31,San Diego,CA,17,505833.0,0.16
2016-07-31,St. Louis,MO,18,177300.0,2.31
2016-07-31,Tampa,FL,19,192633.0,1.9
2016-07-31,Baltimore,MD,20,298000.0,3.11
2016-07-31,Denver,CO,21,365000.0,1.11
2016-07-31,Pittsburgh,PA,22,160000.0,1.37
2016-07-31,Portland,OR,23,336167.0,0.75
2016-07-31,Charlotte,NC,24,220933.0,1.69
2016-07-31,Sacramento,CA,25,358333.0,0.8
2016-07-31,San Antonio,TX,26,209000.0,1.64
2016-07-31,Orlando,FL,27,220833.0,1.19
2016-07-31,Cincinnati,OH,28,166333.0,2.46
2016-07-31,Cleveland,OH,29,142133.0,2.9
2016-07-31,Kansas City,MO,30,197833.0,2.35
2016-07-31,Las Vegas,NV,31,222000.0,-0.89
2016-07-31,Columbus,OH,32,176417.0,1.58
2016-07-31,Indianapolis,IN,33,161833.0,2.14
2016-07-31,San Jose,CA,34,873167.0,-0.32
2016-07-31,Austin,TX,35,289083.0,0.41
2016-07-31,Virginia Beach,VA,36,243439.0,0.68
2016-07-31,Nashville,TN,37,240358.0,2.88
2016-07-31,Providence,RI,38,254317.0,3.1
2016-07-31,Milwaukee,WI,39,193633.0,0.87
2016-07-31,Jacksonville,FL,40,218437.0,2.99
2016-07-31,Memphis,TN,41,169467.0,2.73
2016-07-31,Oklahoma City,OK,42,165059.0,1.85
2016-07-31,Louisville-Jefferson County,KY,43,171300.0,4.79
2016-07-31,Hartford,CT,44,231633.0,2.95
2016-07-31,Richmond,VA,45,235167.0,2.17
2016-07-31,New Orleans,LA,46,187633.0,1.93
2016-07-31,Buffalo,NY,47,140937.0,3.81
2016-07-31,Raleigh,NC,48,249333.0,0.81
2016-07-31,Birmingham,AL,49,194167.0,1.13
2016-07-31,Salt Lake City,UT,50,267955.0,1.9
2016-07-31,Rochester,NY,51,141458.0,3.38
2016-07-31,Grand Rapids,MI,52,166000.0,2.05
2016-07-31,Tucson,AZ,53,188333.0,1.44
2016-07-31,Urban Honolulu,HI,54,571200.0,1.23
2016-07-31,Tulsa,OK,55,157667.0,3.73
2016-07-31,Fresno,CA,56,240250.0,1.05
2016-07-31,Worcester,MA,57,244967.0,4.03
2016-07-31,Stamford,CT,58,412667.0,2.31
2016-07-31,Albuquerque,NM,59,188167.0,0.8
2016-07-31,Albany,NY,60,188378.0,2.31
2016-07-31,Omaha,NE,61,172333.0,3.01
2016-07-31,New Haven,CT,62,221667.0,4.56
2016-07-31,Bakersfield,CA,63,219667.0,1.62
2016-07-31,Knoxville,TN,64,166633.0,0.6
2016-07-31,Greenville,SC,65,183398.0,2.03
2016-07-31,Ventura,CA,66,540000.0,-0.55
2016-07-31,Allentown,PA,67,184633.0,2.59
2016-07-31,El Paso,TX,68,146650.0,1.09
2016-07-31,Baton Rouge,LA,69,194487.0,0.34
2016-07-31,Dayton,OH,70,132467.0,-0.65
2016-07-31,McAllen,TX,71,137758.0,0.21
2016-07-31,Columbia,SC,72,165750.0,2.31
2016-07-31,Greensboro,NC,73,151092.0,0.75
2016-07-31,Akron,OH,74,138817.0,2.46
2016-07-31,North Port-Sarasota-Bradenton,FL,75,253667.0,2.01
2016-07-31,Little Rock,AR,76,160000.0,-0.21
2016-07-31,Stockton,CA,77,323333.0,1.02
2016-07-31,Charleston,SC,78,250801.0,1.35
2016-07-31,Syracuse,NY,79,135733.0,3.61
2016-07-31,Colorado Springs,CO,80,262167.0,1.29
2016-07-31,Winston-Salem,NC,81,149250.0,-0.56
2016-07-31,Wichita,KS,82,139900.0,1.34
2016-07-31,Springfield,MA,83,206000.0,3.87
2016-07-31,Fort Myers,FL,84,208333.0,1.3
2016-07-31,Boise City,ID,85,218843.0,1.86
2016-07-31,Toledo,OH,86,119967.0,1.12
2016-07-31,Madison,WI,87,229750.0,1.77
2016-07-31,Lakeland,FL,88,159982.0,1.64
2016-07-31,Ogden,UT,89,224333.0,0.9
2016-07-31,Daytona Beach,FL,90,175000.0,1.94
2016-07-31,Des Moines,IA,91,185733.0,3.18
2016-07-31,Provo,UT,100,256333.0,0.93
2016-07-31,Durham,NC,104,242833.0,2.1
2016-07-31,Fort Collins,CO,159,335952.0,0.6
2016-08-31,New York,NY,1,405000.0,2.39
2016-08-31,Los Angeles-Long Beach-Anaheim,CA,2,575000.0,-0.26
2016-08-31,Chicago,IL,3,231602.0,-0.74
2016-08-31,Dallas-Fort Worth,TX,4,239500.0,-0.14
2016-08-31,Philadelphia,PA,5,243833.0,0.69
2016-08-31,Houston,TX,6,227356.0,0.31
2016-08-31,Washington,DC,7,392033.0,-0.58
2016-08-31,Miami-Fort Lauderdale,FL,8,255967.0,0.2
2016-08-31,Atlanta,GA,9,215478.0,-1.69
2016-08-31,Boston,MA,10,417650.0,0.8
2016-08-31,San Francisco,CA,11,716667.0,-1.79
2016-08-31,Detroit,MI,12,175167.0,1.25
2016-08-31,Riverside,CA,13,322167.0,0.03
2016-08-31,Phoenix,AZ,14,238333.0,0.28
2016-08-31,Seattle,WA,15,399983.0,0.5
2016-08-31,Minneapolis-St Paul,MN,16,239800.0,0.7
2016-08-31,San Diego,CA,17,507500.0,0.33
2016-08-31,St. Louis,MO,18,175667.0,-0.92
2016-08-31,Tampa,FL,19,194333.0,0.88
2016-08-31,Baltimore,MD,20,300317.0,0.78
2016-08-31,Denver,CO,21,361667.0,-0.91
2016-08-31,Pittsburgh,PA,22,161667.0,1.04
2016-08-31,Portland,OR,23,339462.0,0.98
2016-08-31,Charlotte,NC,24,223000.0,0.94
2016-08-31,Sacramento,CA,25,359917.0,0.44
2016-08-31,San Antonio,TX,26,208467.0,-0.26
2016-08-31,Orlando,FL,27,222500.0,0.75
2016-08-31,Cincinnati,OH,28,166333.0,0.0
2016-08-31,Cleveland,OH,29,142133.0,0.0
2016-08-31,Kansas City,MO,30,197167.0,-0.34
2016-08-31,Las Vegas,NV,31,221000.0,-0.45
2016-08-31,Columbus,OH,32,178050.0,0.93
2016-08-31,Indianapolis,IN,33,160333.0,-0.93
2016-08-31,San Jose,CA,34,851333.0,-2.5
2016-08-31,Austin,TX,35,288333.0,-0.26
2016-08-31,Virginia Beach,VA,36,244273.0,0.34
2016-08-31,Nashville,TN,37,241024.0,0.28
2016-08-31,Providence,RI,38,257900.0,1.41
2016-08-31,Milwaukee,WI,39,196633.0,1.55
2016-08-31,Jacksonville,FL,40,219000.0,0.26
2016-08-31,Memphis,TN,41,170500.0,0.61
2016-08-31,Oklahoma City,OK,42,166000.0,0.57
2016-08-31,Louisville-Jefferson County,KY,43,173442.0,1.25
2016-08-31,Hartford,CT,44,233967.0,1.01
2016-08-31,Richmond,VA,45,235667.0,0.21
2016-08-31,New Orleans,LA,46,184300.0,-1.78
2016-08-31,Buffalo,NY,47,147570.0,4.71
2016-08-31,Raleigh,NC,48,250333.0,0.4
2016-08-31,Birmingham,AL,49,191833.0,-1.2
2016-08-31,Salt Lake City,UT,50,268333.0,0.14
2016-08-31,Rochester,NY,51,144375.0,2.06
2016-08-31,Grand Rapids,MI,52,166417.0,0.25
2016-08-31,Tucson,AZ,53,191983.0,1.94
2016-08-31,Urban Honolulu,HI,54,563862.0,-1.28
2016-08-31,Tulsa,OK,55,157833.0,0.11
2016-08-31,Fresno,CA,56,243250.0,1.25
2016-08-31,Worcester,MA,57,251633.0,2.72
2016-08-31,Stamford,CT,58,413500.0,0.2
2016-08-31,Albuquerque,NM,59,187500.0,-0.35
2016-08-31,Albany,NY,60,188845.0,0.25
2016-08-31,Omaha,NE,61,173667.0,0.77
2016-08-31,New Haven,CT,62,224667.0,1.35
2016-08-31,Bakersfield,CA,63,219667.0,0.0
2016-08-31,Knoxville,TN,64,168267.0,0.98
2016-08-31,Greenville,SC,65,182065.0,-0.73
2016-08-31,Ventura,CA,66,545333.0,0.99
2016-08-31,Allentown,PA,67,187417.0,1.51
2016-08-31,El Paso,TX,68,147983.0,0.91
2016-08-31,Baton Rouge,LA,69,196167.0,0.86
2016-08-31,Dayton,OH,70,130967.0,-1.13
2016-08-31,McAllen,TX,71,135125.0,-1.91
2016-08-31,Columbia,SC,72,166917.0,0.7
2016-08-31,Greensboro,NC,73,155425.0,2.87
2016-08-31,Akron,OH,74,139167.0,0.25
2016-08-31,North Port-Sarasota-Bradenton,FL,75,254333.0,0.26
2016-08-31,Little Rock,AR,76,157500.0,-1.56
2016-08-31,Stockton,CA,77,323750.0,0.13
2016-08-31,Charleston,SC,78,249076.0,-0.69
2016-08-31,Syracuse,NY,79,140067.0,3.19
2016-08-31,Colorado Springs,CO,80,264042.0,0.72
2016-08-31,Winston-Salem,NC,81,149667.0,0.28
2016-08-31,Wichita,KS,82,139200.0,-0.5
2016-08-31,Springfield,MA,83,207567.0,0.76
2016-08-31,Fort Myers,FL,84,208111.0,-0.11
2016-08-31,Boise City,ID,85,220300.0,0.67
2016-08-31,Toledo,OH,86,117667.0,-1.92
2016-08-31,Madison,WI,87,235750.0,2.61
2016-08-31,Lakeland,FL,88,163582.0,2.25
2016-08-31,Ogden,UT,89,225000.0,0.3
2016-08-31,Daytona Beach,FL,90,175000.0,0.0
2016-08-31,Des Moines,IA,91,189900.0,2.24
2016-08-31,Provo,UT,100,261300.0,1.94
2016-08-31,Durham,NC,104,245917.0,1.27
2016-08-31,Fort Collins,CO,159,333774.0,-0.65
2016-09-30,New York,NY,1,404333.0,-0.16
2016-09-30,Los Angeles-Long Beach-Anaheim,CA,2,571667.0,-0.58
2016-09-30,Chicago,IL,3,224935.0,-2.88
2016-09-30,Dallas-Fort Worth,TX,4,235800.0,-1.54
2016-09-30,Philadelphia,PA,5,239167.0,-1.91
2016-09-30,Houston,TX,6,224689.0,-1.17
2016-09-30,Washington,DC,7,386366.0,-1.45
2016-09-30,Miami-Fort Lauderdale,FL,8,256283.0,0.12
2016-09-30,Atlanta,GA,9,210603.0,-2.26
2016-09-30,Boston,MA,10,408333.0,-2.23
2016-09-30,San Francisco,CA,11,690000.0,-3.72
2016-09-30,Detroit,MI,12,173067.0,-1.2
2016-09-30,Riverside,CA,13,324500.0,0.72
2016-09-30,Phoenix,AZ,14,240000.0,0.7
2016-09-30,Seattle,WA,15,398103.0,-0.47
2016-09-30,Minneapolis-St Paul,MN,16,237633.0,-0.9
2016-09-30,San Diego,CA,17,509833.0,0.46
2016-09-30,St. Louis,MO,18,171472.0,-2.39
2016-09-30,Tampa,FL,19,192667.0,-0.86
2016-09-30,Baltimore,MD,20,295993.0,-1.44
2016-09-30,Denver,CO,21,357333.0,-1.2
2016-09-30,Pittsburgh,PA,22,158333.0,-2.06
2016-09-30,Portland,OR,23,338180.0,-0.38
2016-09-30,Charlotte,NC,24,219000.0,-1.79
2016-09-30,Sacramento,CA,25,359917.0,0.0
2016-09-30,San Antonio,TX,26,207467.0,-0.48
2016-09-30,Orlando,FL,27,220833.0,-0.75
2016-09-30,Cincinnati,OH,28,163333.0,-1.8
2016-09-30,Cleveland,OH,29,138917.0,-2.26
2016-09-30,Kansas City,MO,30,193000.0,-2.11
2016-09-30,Las Vegas,NV,31,222667.0,0.75
2016-09-30,Columbus,OH,32,178050.0,0.0
2016-09-30,Indianapolis,IN,33,160000.0,-0.21
2016-09-30,San Jose,CA,34,845500.0,-0.69
2016-09-30,Austin,TX,35,282467.0,-2.03
2016-09-30,Virginia Beach,VA,36,240133.0,-1.69
2016-09-30,Nashville,TN,37,240008.0,-0.42
2016-09-30,Providence,RI,38,256233.0,-0.65
2016-09-30,Milwaukee,WI,39,194300.0,-1.19
2016-09-30,Jacksonville,FL,40,215667.0,-1.52
2016-09-30,Memphis,TN,41,164483.0,-3.53
2016-09-30,Oklahoma City,OK,42,165000.0,-0.6
2016-09-30,Louisville-Jefferson County,KY,43,172975.0,-0.27
2016-09-30,Hartford,CT,44,228300.0,-2.42
2016-09-30,Richmond,VA,45,230667.0,-2.12
2016-09-30,New Orleans,LA,46,180933.0,-1.83
2016-09-30,Buffalo,NY,47,146800.0,-0.52
2016-09-30,Raleigh,NC,48,248333.0,-0.8
2016-09-30,Birmingham,AL,49,185833.0,-3.13
2016-09-30,Salt Lake City,UT,50,265667.0,-0.99
2016-09-30,Rochester,NY,51,143458.0,-0.64
2016-09-30,Grand Rapids,MI,52,165650.0,-0.46
2016-09-30,Tucson,AZ,53,188317.0,-1.91
2016-09-30,Urban Honolulu,HI,54,558779.0,-0.9
2016-09-30,Tulsa,OK,55,157833.0,0.0
2016-09-30,Fresno,CA,56,245250.0,0.82
2016-09-30,Worcester,MA,57,249000.0,-1.05
2016-09-30,Stamford,CT,58,407500.0,-1.45
2016-09-30,Albuquerque,NM,59,185667.0,-0.98
2016-09-30,Albany,NY,60,186511.0,-1.24
2016-09-30,Omaha,NE,61,171667.0,-1.15
2016-09-30,New Haven,CT,62,221250.0,-1.52
2016-09-30,Bakersfield,CA,63,216750.0,-1.33
2016-09-30,Knoxville,TN,64,165967.0,-1.37
2016-09-30,Greenville,SC,65,178548.0,-1.93
2016-09-30,Ventura,CA,66,530333.0,-2.75
2016-09-30,Allentown,PA,67,186616.0,-0.43
2016-09-30,El Paso,TX,68,146317.0,-1.13
2016-09-30,Baton Rouge,LA,69,196167.0,0.0
2016-09-30,Dayton,OH,70,127433.0,-2.7
2016-09-30,McAllen,TX,71,133458.0,-1.23
2016-09-30,Columbia,SC,72,166833.0,-0.05
2016-09-30,Greensboro,NC,73,150842.0,-2.95
2016-09-30,Akron,OH,74,139334.0,0.12
2016-09-30,North Port-Sarasota-Bradenton,FL,75,251667.0,-1.05
2016-09-30,Little Rock,AR,76,154133.0,-2.14
2016-09-30,Stockton,CA,77,326417.0,0.82
2016-09-30,Charleston,SC,78,250076.0,0.4
2016-09-30,Syracuse,NY,79,140258.0,0.14
2016-09-30,Colorado Springs,CO,80,262358.0,-0.64
2016-09-30,Winston-Salem,NC,81,148833.0,-0.56
2016-09-30,Wichita,KS,82,141450.0,1.62
2016-09-30,Springfield,MA,83,206233.0,-0.64
2016-09-30,Fort Myers,FL,84,209111.0,0.48
2016-09-30,Boise City,ID,85,220633.0,0.15
2016-09-30,Toledo,OH,86,115900.0,-1.5
2016-09-30,Madison,WI,87,235650.0,-0.04
2016-09-30,Lakeland,FL,88,165348.0,1.08
2016-09-30,Ogden,UT,89,224000.0,-0.44
2016-09-30,Daytona Beach,FL,90,175000.0,0.0
2016-09-30,Des Moines,IA,91,187400.0,-1.32
2016-09-30,Provo,UT,100,261300.0,0.0
2016-09-30,Durham,NC,104,237583.0,-3.39
2016-09-30,Fort Collins,CO,159,329617.0,-1.25
2016-10-31,New York,NY,1,398667.0,-1.4
2016-10-31,Los Angeles-Long Beach-Anaheim,CA,2,572667.0,0.17
2016-10-31,Chicago,IL,3,218435.0,-2.89
2016-10-31,Dallas-Fort Worth,TX,4,235633.0,-0.07
2016-10-31,Philadelphia,PA,5,234000.0,-2.16
2016-10-31,Houston,TX,6,219689.0,-2.23
2016-10-31,Washington,DC,7,382366.0,-1.04
2016-10-31,Miami-Fort Lauderdale,FL,8,255438.0,-0.33
2016-10-31,Atlanta,GA,9,206087.0,-2.14
2016-10-31,Boston,MA,10,395000.0,-3.27
2016-10-31,San Francisco,CA,11,683333.0,-0.97
2016-10-31,Detroit,MI,12,171400.0,-0.96
2016-10-31,Riverside,CA,13,322833.0,-0.51
2016-10-31,Phoenix,AZ,14,242500.0,1.04
2016-10-31,Seattle,WA,15,396019.0,-0.52
2016-10-31,Minneapolis-St Paul,MN,16,235667.0,-0.83
2016-10-31,San Diego,CA,17,515167.0,1.05
2016-10-31,St. Louis,MO,18,169806.0,-0.97
2016-10-31,Tampa,FL,19,191667.0,-0.52
2016-10-31,Baltimore,MD,20,290659.0,-1.8
2016-10-31,Denver,CO,21,356333.0,-0.28
2016-10-31,Pittsburgh,PA,22,156167.0,-1.37
2016-10-31,Portland,OR,23,338180.0,0.0
2016-10-31,Charlotte,NC,24,217333.0,-0.76
2016-10-31,Sacramento,CA,25,361083.0,0.32
2016-10-31,San Antonio,TX,26,204800.0,-1.29
2016-10-31,Orlando,FL,27,221000.0,0.08
2016-10-31,Cincinnati,OH,28,160000.0,-2.04
2016-10-31,Cleveland,OH,29,134917.0,-2.88
2016-10-31,Kansas City,MO,30,190333.0,-1.38
2016-10-31,Las Vegas,NV,31,223833.0,0.52
2016-10-31,Columbus,OH,32,175967.0,-1.17
2016-10-31,Indianapolis,IN,33,158375.0,-1.02
2016-10-31,San Jose,CA,34,840000.0,-0.65
2016-10-31,Austin,TX,35,280800.0,-0.59
2016-10-31,Virginia Beach,VA,36,238467.0,-0.69
2016-10-31,Nashville,TN,37,239650.0,-0.15
2016-10-31,Providence,RI,38,250250.0,-2.33
2016-10-31,Milwaukee,WI,39,195000.0,0.36
2016-10-31,Jacksonville,FL,40,213667.0,-0.93
2016-10-31,Memphis,TN,41,161150.0,-2.03
2016-10-31,Oklahoma City,OK,42,163300.0,-1.03
2016-10-31,Louisville-Jefferson County,KY,43,168275.0,-2.72
2016-10-31,Hartford,CT,44,223333.0,-2.18
2016-10-31,Richmond,VA,45,227333.0,-1.45
2016-10-31,New Orleans,LA,46,177467.0,-1.92
2016-10-31,Buffalo,NY,47,145633.0,-0.79
2016-10-31,Raleigh,NC,48,250000.0,0.67
2016-10-31,Birmingham,AL,49,181467.0,-2.35
2016-10-31,Salt Lake City,UT,50,263000.0,-1.0
2016-10-31,Rochester,NY,51,139458.0,-2.79
2016-10-31,Grand Rapids,MI,52,166783.0,0.68
2016-10-31,Tucson,AZ,53,186217.0,-1.12
2016-10-31,Urban Honolulu,HI,54,562112.0,0.6
2016-10-31,Tulsa,OK,55,153500.0,-2.75
2016-10-31,Fresno,CA,56,246833.0,0.65
2016-10-31,Worcester,MA,57,245667.0,-1.34
2016-10-31,Stamford,CT,58,392500.0,-3.68
2016-10-31,Albuquerque,NM,59,186115.0,0.24
2016-10-31,Albany,NY,60,185633.0,-0.47
2016-10-31,Omaha,NE,61,169333.0,-1.36
2016-10-31,New Haven,CT,62,220250.0,-0.45
2016-10-31,Bakersfield,CA,63,216750.0,0.0
2016-10-31,Knoxville,TN,64,166867.0,0.54
2016-10-31,Greenville,SC,65,179566.0,0.57
2016-10-31,Ventura,CA,66,536667.0,1.19
2016-10-31,Allentown,PA,67,181616.0,-2.68
2016-10-31,El Paso,TX,68,148967.0,1.81
2016-10-31,Baton Rouge,LA,69,193783.0,-1.22
2016-10-31,Dayton,OH,70,125100.0,-1.83
2016-10-31,McAllen,TX,71,134667.0,0.91
2016-10-31,Columbia,SC,72,166500.0,-0.2
2016-10-31,Greensboro,NC,73,149250.0,-1.06
2016-10-31,Akron,OH,74,138334.0,-0.72
2016-10-31,North Port-Sarasota-Bradenton,FL,75,251633.0,-0.01
2016-10-31,Little Rock,AR,76,159100.0,3.22
2016-10-31,Stockton,CA,77,328083.0,0.51
2016-10-31,Charleston,SC,78,248400.0,-0.67
2016-10-31,Syracuse,NY,79,139525.0,-0.52
2016-10-31,Colorado Springs,CO,80,262358.0,0.0
2016-10-31,Winston-Salem,NC,81,149500.0,0.45
2016-10-31,Wichita,KS,82,142800.0,0.95
2016-10-31,Springfield,MA,83,201867.0,-2.12
2016-10-31,Fort Myers,FL,84,209111.0,0.0
2016-10-31,Boise City,ID,85,221300.0,0.3
2016-10-31,Toledo,OH,86,114533.0,-1.18
2016-10-31,Madison,WI,87,229817.0,-2.48
2016-10-31,Lakeland,FL,88,167767.0,1.46
2016-10-31,Ogden,UT,89,225333.0,0.6
2016-10-31,Daytona Beach,FL,90,176633.0,0.93
2016-10-31,Des Moines,IA,91,184896.0,-1.34
