Date,City,State,Avg_List_Price,%Change_LP
2020-12-31,Columbia,SC,242134.0,0.67
2020-12-31,Greensboro,NC,265497.0,-1.84
2020-12-31,Akron,OH,169283.0,-2.87
2020-12-31,North Port-Sarasota-Bradenton,FL,384997.0,0.79
2020-12-31,Little Rock,AR,211908.0,0.87
2020-12-31,Stockton,CA,468974.0,1.11
2020-12-31,Charleston,SC,408963.0,0.95
2020-12-31,Syracuse,NY,187429.0,-0.89
2020-12-31,Colorado Springs,CO,463024.0,-0.66
2020-12-31,Winston-Salem,NC,281461.0,-2.76
2020-12-31,Wichita,KS,229167.0,-0.72
2020-12-31,Springfield,MA,309800.0,-1.91
2020-12-31,Fort Myers,FL,270837.0,0.0
2020-12-31,Boise City,ID,452787.0,2.14
2020-12-31,Toledo,OH,187983.0,-3.42
2020-12-31,Madison,WI,351600.0,2.42
2020-12-31,Lakeland,FL,255614.0,0.85
2020-12-31,Ogden,UT,458800.0,1.52
2020-12-31,Daytona Beach,FL,294497.0,0.53
2020-12-31,Des Moines,IA,270846.0,0.17
2020-12-31,Provo,UT,494239.0,1.52
2020-12-31,Durham,NC,422312.0,-0.71
2020-12-31,Fort Collins,CO,454516.0,0.22
2021-01-31,New York,NY,664633.0,1.01
2021-01-31,Los Angeles-Long Beach-Anaheim,CA,997933.0,0.67
2021-01-31,Chicago,IL,332942.0,-2.35
2021-01-31,Dallas-Fort Worth,TX,352375.0,-0.63
2021-01-31,Philadelphia,PA,328300.0,-1.51
2021-01-31,Houston,TX,334279.0,-0.55
2021-01-31,Washington,DC,521175.0,-1.13
2021-01-31,Miami-Fort Lauderdale,FL,399854.0,-0.32
2021-01-31,Atlanta,GA,349933.0,-0.48
2021-01-31,Boston,MA,665667.0,-0.2
2021-01-31,San Francisco,CA,989227.0,-0.66
2021-01-31,Detroit,MI,264933.0,-1.24
2021-01-31,Riverside,CA,491667.0,0.34
2021-01-31,Phoenix,AZ,401963.0,0.59
2021-01-31,Seattle,WA,639983.0,0.52
2021-01-31,Minneapolis-St Paul,MN,370827.0,0.37
2021-01-31,San Diego,CA,817966.0,0.16
2021-01-31,St. Louis,MO,248300.0,-0.63
2021-01-31,Tampa,FL,300183.0,-0.72
2021-01-31,Baltimore,MD,341267.0,-1.54
2021-01-31,Denver,CO,523967.0,1.09
2021-01-31,Pittsburgh,PA,234300.0,-0.13
2021-01-31,Portland,OR,520920.0,1.37
2021-01-31,Charlotte,NC,370628.0,-0.09
2021-01-31,Sacramento,CA,587283.0,1.23
2021-01-31,San Antonio,TX,289743.0,-0.58
2021-01-31,Orlando,FL,329330.0,-0.65
2021-01-31,Cincinnati,OH,311133.0,0.18
2021-01-31,Cleveland,OH,191500.0,-0.85
2021-01-31,Kansas City,MO,342583.0,0.78
2021-01-31,Las Vegas,NV,346333.0,-0.29
2021-01-31,Columbus,OH,325297.0,0.1
2021-01-31,Indianapolis,IN,277298.0,-0.82
2021-01-31,San Jose,CA,1216296.0,-1.22
2021-01-31,Austin,TX,404463.0,0.66
2021-01-31,Virginia Beach,VA,302600.0,-1.64
2021-01-31,Nashville,TN,381267.0,0.44
2021-01-31,Providence,RI,396606.0,0.05
2021-01-31,Milwaukee,WI,228267.0,-2.14
2021-01-31,Jacksonville,FL,306993.0,-0.0
2021-01-31,Memphis,TN,253293.0,-1.82
2021-01-31,Oklahoma City,OK,291436.0,-0.17
2021-01-31,Louisville-Jefferson County,KY,256633.0,-1.17
2021-01-31,Hartford,CT,330505.0,-0.77
2021-01-31,Richmond,VA,392630.0,1.28
2021-01-31,New Orleans,LA,297633.0,-0.46
2021-01-31,Buffalo,NY,224109.0,-0.28
2021-01-31,Raleigh,NC,390613.0,0.04
2021-01-31,Birmingham,AL,277633.0,0.49
2021-01-31,Salt Lake City,UT,521309.0,2.64
2021-01-31,Rochester,NY,260865.0,3.2
2021-01-31,Grand Rapids,MI,328384.0,1.8
2021-01-31,Tucson,AZ,326511.0,1.56
2021-01-31,Urban Honolulu,HI,602667.0,0.56
2021-01-31,Tulsa,OK,272324.0,-0.72
2021-01-31,Fresno,CA,389820.0,0.34
2021-01-31,Worcester,MA,396267.0,1.27
2021-01-31,Stamford,CT,748019.0,-0.84
2021-01-31,Albuquerque,NM,331330.0,1.02
2021-01-31,Albany,NY,293878.0,-0.51
2021-01-31,Omaha,NE,320802.0,-0.12
2021-01-31,New Haven,CT,320606.0,-2.02
2021-01-31,Bakersfield,CA,297667.0,-2.3
2021-01-31,Knoxville,TN,299900.0,-2.08
2021-01-31,Greenville,SC,277763.0,-1.29
2021-01-31,Ventura,CA,865663.0,0.23
2021-01-31,Allentown,PA,323210.0,0.33
2021-01-31,El Paso,TX,228300.0,2.34
2021-01-31,Baton Rouge,LA,269600.0,-0.6
2021-01-31,Dayton,OH,212333.0,-0.62
2021-01-31,McAllen,TX,226000.0,-1.45
2021-01-31,Columbia,SC,243568.0,0.59
2021-01-31,Greensboro,NC,266163.0,0.25
2021-01-31,Akron,OH,162617.0,-3.94
2021-01-31,North Port-Sarasota-Bradenton,FL,386328.0,0.35
2021-01-31,Little Rock,AR,213878.0,0.93
2021-01-31,Stockton,CA,473151.0,0.89
2021-01-31,Charleston,SC,412930.0,0.97
2021-01-31,Syracuse,NY,182880.0,-2.43
2021-01-31,Colorado Springs,CO,462646.0,-0.08
2021-01-31,Winston-Salem,NC,278594.0,-1.02
2021-01-31,Wichita,KS,228300.0,-0.38
2021-01-31,Springfield,MA,302467.0,-2.37
2021-01-31,Fort Myers,FL,269978.0,-0.32
2021-01-31,Boise City,ID,460692.0,1.75
2021-01-31,Toledo,OH,182983.0,-2.66
2021-01-31,Madison,WI,359700.0,2.3
2021-01-31,Lakeland,FL,257810.0,0.86
2021-01-31,Ogden,UT,466167.0,1.61
2021-01-31,Daytona Beach,FL,296333.0,0.62
2021-01-31,Des Moines,IA,272593.0,0.65
2021-01-31,Provo,UT,503762.0,1.93
2021-01-31,Durham,NC,419120.0,-0.76
2021-01-31,Fort Collins,CO,457346.0,0.62
2021-02-28,New York,NY,669967.0,0.8
2021-02-28,Los Angeles-Long Beach-Anaheim,CA,999600.0,0.17
2021-02-28,Chicago,IL,332997.0,0.02
2021-02-28,Dallas-Fort Worth,TX,354042.0,0.47
2021-02-28,Philadelphia,PA,324967.0,-1.02
2021-02-28,Houston,TX,333337.0,-0.28
2021-02-28,Washington,DC,519506.0,-0.32
2021-02-28,Miami-Fort Lauderdale,FL,399867.0,0.0
2021-02-28,Atlanta,GA,351267.0,0.38
2021-02-28,Boston,MA,672633.0,1.05
2021-02-28,San Francisco,CA,984600.0,-0.47
2021-02-28,Detroit,MI,266633.0,0.64
2021-02-28,Riverside,CA,493333.0,0.34
2021-02-28,Phoenix,AZ,405297.0,0.83
2021-02-28,Seattle,WA,654983.0,2.34
2021-02-28,Minneapolis-St Paul,MN,379427.0,2.32
2021-02-28,San Diego,CA,834633.0,2.04
2021-02-28,St. Louis,MO,253300.0,2.01
2021-02-28,Tampa,FL,300705.0,0.17
2021-02-28,Baltimore,MD,342967.0,0.5
2021-02-28,Denver,CO,535633.0,2.23
2021-02-28,Pittsburgh,PA,237667.0,1.44
2021-02-28,Portland,OR,525750.0,0.93
2021-02-28,Charlotte,NC,372126.0,0.4
2021-02-28,Sacramento,CA,590317.0,0.52
2021-02-28,San Antonio,TX,291409.0,0.57
2021-02-28,Orlando,FL,328997.0,-0.1
2021-02-28,Cincinnati,OH,320300.0,2.95
2021-02-28,Cleveland,OH,199667.0,4.26
2021-02-28,Kansas City,MO,354267.0,3.41
2021-02-28,Las Vegas,NV,346333.0,0.0
2021-02-28,Columbus,OH,328993.0,1.14
2021-02-28,Indianapolis,IN,279598.0,0.83
2021-02-28,San Jose,CA,1216296.0,0.0
2021-02-28,Austin,TX,414297.0,2.43
2021-02-28,Virginia Beach,VA,299930.0,-0.88
2021-02-28,Nashville,TN,388680.0,1.94
2021-02-28,Providence,RI,407169.0,2.66
2021-02-28,Milwaukee,WI,226300.0,-0.86
2021-02-28,Jacksonville,FL,310963.0,1.29
2021-02-28,Memphis,TN,246297.0,-2.76
2021-02-28,Oklahoma City,OK,294489.0,1.05
2021-02-28,Louisville-Jefferson County,KY,261967.0,2.08
2021-02-28,Hartford,CT,332681.0,0.66
2021-02-28,Richmond,VA,396280.0,0.93
2021-02-28,New Orleans,LA,295133.0,-0.84
2021-02-28,Buffalo,NY,232855.0,3.9
2021-02-28,Raleigh,NC,394133.0,0.9
2021-02-28,Birmingham,AL,280100.0,0.89
2021-02-28,Salt Lake City,UT,528845.0,1.45
2021-02-28,Rochester,NY,274777.0,5.33
2021-02-28,Grand Rapids,MI,337995.0,2.93
2021-02-28,Tucson,AZ,334887.0,2.57
2021-02-28,Urban Honolulu,HI,586333.0,-2.71
2021-02-28,Tulsa,OK,270325.0,-0.73
2021-02-28,Fresno,CA,389406.0,-0.11
2021-02-28,Worcester,MA,399600.0,0.84
2021-02-28,Stamford,CT,782171.0,4.57
2021-02-28,Albuquerque,NM,336330.0,1.51
2021-02-28,Albany,NY,296072.0,0.75
2021-02-28,Omaha,NE,327140.0,1.98
2021-02-28,New Haven,CT,317980.0,-0.82
2021-02-28,Bakersfield,CA,291333.0,-2.13
2021-02-28,Knoxville,TN,299900.0,0.0
2021-02-28,Greenville,SC,278630.0,0.31
2021-02-28,Ventura,CA,899163.0,3.87
2021-02-28,Allentown,PA,329372.0,1.91
2021-02-28,El Paso,TX,228316.0,0.01
2021-02-28,Baton Rouge,LA,271267.0,0.62
2021-02-28,Dayton,OH,218000.0,2.67
2021-02-28,McAllen,TX,226000.0,0.0
2021-02-28,Columbia,SC,245633.0,0.85
2021-02-28,Greensboro,NC,269500.0,1.25
2021-02-28,Akron,OH,163300.0,0.42
2021-02-28,North Port-Sarasota-Bradenton,FL,392332.0,1.55
2021-02-28,Little Rock,AR,214425.0,0.26
2021-02-28,Stockton,CA,485366.0,2.58
2021-02-28,Charleston,SC,422133.0,2.23
2021-02-28,Syracuse,NY,182880.0,0.0
2021-02-28,Colorado Springs,CO,478772.0,3.49
2021-02-28,Winston-Salem,NC,278267.0,-0.12
2021-02-28,Wichita,KS,234950.0,2.91
2021-02-28,Springfield,MA,303967.0,0.5
2021-02-28,Fort Myers,FL,272723.0,1.02
2021-02-28,Boise City,ID,468999.0,1.8
2021-02-28,Toledo,OH,188300.0,2.91
2021-02-28,Madison,WI,366967.0,2.02
2021-02-28,Lakeland,FL,260621.0,1.09
2021-02-28,Ogden,UT,475500.0,2.0
2021-02-28,Daytona Beach,FL,299667.0,1.13
2021-02-28,Des Moines,IA,276460.0,1.42
2021-02-28,Provo,UT,506424.0,0.53
2021-02-28,Durham,NC,419797.0,0.16
2021-02-28,Fort Collins,CO,455591.0,-0.38
2021-03-31,New York,NY,673300.0,0.5
2021-03-31,Los Angeles-Long Beach-Anaheim,CA,1012933.0,1.33
2021-03-31,Chicago,IL,338300.0,1.59
2021-03-31,Dallas-Fort Worth,TX,360042.0,1.69
2021-03-31,Philadelphia,PA,326600.0,0.5
2021-03-31,Houston,TX,338337.0,1.5
2021-03-31,Washington,DC,519997.0,0.09
2021-03-31,Miami-Fort Lauderdale,FL,402547.0,0.67
2021-03-31,Atlanta,GA,357963.0,1.91
2021-03-31,Boston,MA,684633.0,1.78
2021-03-31,San Francisco,CA,984304.0,-0.03
2021-03-31,Detroit,MI,276633.0,3.75
2021-03-31,Riverside,CA,494967.0,0.33
2021-03-31,Phoenix,AZ,413660.0,2.06
2021-03-31,Seattle,WA,670000.0,2.29
2021-03-31,Minneapolis-St Paul,MN,387767.0,2.2
2021-03-31,San Diego,CA,843000.0,1.0
2021-03-31,St. Louis,MO,261633.0,3.29
2021-03-31,Tampa,FL,306715.0,2.0
2021-03-31,Baltimore,MD,352333.0,2.73
2021-03-31,Denver,CO,547300.0,2.18
2021-03-31,Pittsburgh,PA,244300.0,2.79
2021-03-31,Portland,OR,534650.0,1.69
2021-03-31,Charlotte,NC,377963.0,1.57
2021-03-31,Sacramento,CA,585650.0,-0.79
2021-03-31,San Antonio,TX,295133.0,1.28
2021-03-31,Orlando,FL,331597.0,0.79
2021-03-31,Cincinnati,OH,332212.0,3.72
2021-03-31,Cleveland,OH,213166.0,6.76
2021-03-31,Kansas City,MO,370367.0,4.54
2021-03-31,Las Vegas,NV,356333.0,2.89
2021-03-31,Columbus,OH,336663.0,2.33
2021-03-31,Indianapolis,IN,286962.0,2.63
2021-03-31,San Jose,CA,1239296.0,1.89
2021-03-31,Austin,TX,431993.0,4.27
2021-03-31,Virginia Beach,VA,302297.0,0.79
2021-03-31,Nashville,TN,398710.0,2.58
2021-03-31,Providence,RI,411300.0,1.01
2021-03-31,Milwaukee,WI,227933.0,0.72
2021-03-31,Jacksonville,FL,317963.0,2.25
2021-03-31,Memphis,TN,244933.0,-0.55
2021-03-31,Oklahoma City,OK,302167.0,2.61
2021-03-31,Louisville-Jefferson County,KY,270967.0,3.44
2021-03-31,Hartford,CT,339900.0,2.17
2021-03-31,Richmond,VA,400617.0,1.09
2021-03-31,New Orleans,LA,295433.0,0.1
2021-03-31,Buffalo,NY,243300.0,4.49
2021-03-31,Raleigh,NC,400100.0,1.51
2021-03-31,Birmingham,AL,282267.0,0.77
2021-03-31,Salt Lake City,UT,528333.0,-0.1
2021-03-31,Rochester,NY,280733.0,2.17
2021-03-31,Grand Rapids,MI,347567.0,2.83
2021-03-31,Tucson,AZ,348220.0,3.98
2021-03-31,Urban Honolulu,HI,576333.0,-1.71
2021-03-31,Tulsa,OK,281368.0,4.09
2021-03-31,Fresno,CA,392121.0,0.7
2021-03-31,Worcester,MA,399900.0,0.08
2021-03-31,Stamford,CT,812633.0,3.89
2021-03-31,Albuquerque,NM,345833.0,2.83
2021-03-31,Albany,NY,303267.0,2.43
2021-03-31,Omaha,NE,334100.0,2.13
2021-03-31,New Haven,CT,324933.0,2.19
2021-03-31,Bakersfield,CA,292966.0,0.56
2021-03-31,Knoxville,TN,306567.0,2.22
2021-03-31,Greenville,SC,285210.0,2.36
2021-03-31,Ventura,CA,923167.0,2.67
2021-03-31,Allentown,PA,337100.0,2.35
2021-03-31,El Paso,TX,231650.0,1.46
2021-03-31,Baton Rouge,LA,276297.0,1.85
2021-03-31,Dayton,OH,224833.0,3.13
2021-03-31,McAllen,TX,231000.0,2.21
2021-03-31,Columbia,SC,250100.0,1.82
2021-03-31,Greensboro,NC,276083.0,2.44
2021-03-31,Akron,OH,172967.0,5.92
2021-03-31,North Port-Sarasota-Bradenton,FL,403998.0,2.97
2021-03-31,Little Rock,AR,221000.0,3.07
2021-03-31,Stockton,CA,489892.0,0.93
2021-03-31,Charleston,SC,432830.0,2.53
2021-03-31,Syracuse,NY,184547.0,0.91
2021-03-31,Colorado Springs,CO,495493.0,3.49
2021-03-31,Winston-Salem,NC,280912.0,0.95
2021-03-31,Wichita,KS,243917.0,3.82
2021-03-31,Springfield,MA,317600.0,4.49
2021-03-31,Fort Myers,FL,374674.5714285714,37.38
2021-03-31,Boise City,ID,482842.0,2.95
2021-03-31,Toledo,OH,194633.0,3.36
2021-03-31,Madison,WI,370300.0,0.91
2021-03-31,Lakeland,FL,265598.0,1.91
2021-03-31,Ogden,UT,485467.0,2.1
2021-03-31,Daytona Beach,FL,304633.0,1.66
2021-03-31,Des Moines,IA,282427.0,2.16
2021-03-31,Provo,UT,504330.0,-0.41
2021-03-31,Durham,NC,428688.0,2.12
2021-03-31,Fort Collins,CO,451267.0,-0.95
2021-04-30,New York,NY,676333.0,0.45
2021-04-30,Los Angeles-Long Beach-Anaheim,CA,1019933.0,0.69
2021-04-30,Chicago,IL,346633.0,2.46
2021-04-30,Dallas-Fort Worth,TX,369597.0,2.65
2021-04-30,Philadelphia,PA,333300.0,2.05
2021-04-30,Houston,TX,345759.0,2.19
2021-04-30,Washington,DC,528236.0,1.58
2021-04-30,Miami-Fort Lauderdale,FL,410900.0,2.08
2021-04-30,Atlanta,GA,374163.0,4.53
2021-04-30,Boston,MA,694633.0,1.46
2021-04-30,San Francisco,CA,990333.0,0.61
2021-04-30,Detroit,MI,288300.0,4.22
2021-04-30,Riverside,CA,506633.0,2.36
2021-04-30,Phoenix,AZ,422997.0,2.26
2021-04-30,Seattle,WA,686650.0,2.49
2021-04-30,Minneapolis-St Paul,MN,392733.0,1.28
2021-04-30,San Diego,CA,856633.0,1.62
2021-04-30,St. Louis,MO,271600.0,3.81
2021-04-30,Tampa,FL,317827.0,3.62
2021-04-30,Baltimore,MD,362633.0,2.92
2021-04-30,Denver,CO,563460.0,2.95
2021-04-30,Pittsburgh,PA,252083.0,3.19
2021-04-30,Portland,OR,551317.0,3.12
2021-04-30,Charlotte,NC,387993.0,2.65
2021-04-30,Sacramento,CA,588663.0,0.51
2021-04-30,San Antonio,TX,301000.0,1.99
2021-04-30,Orlando,FL,338567.0,2.1
2021-04-30,Cincinnati,OH,346903.0,4.42
2021-04-30,Cleveland,OH,229163.0,7.5
2021-04-30,Kansas City,MO,384383.0,3.78
2021-04-30,Las Vegas,NV,374000.0,4.96
2021-04-30,Columbus,OH,345327.0,2.57
2021-04-30,Indianapolis,IN,294627.0,2.67
2021-04-30,San Jose,CA,1256000.0,1.35
2021-04-30,Austin,TX,455963.0,5.55
2021-04-30,Virginia Beach,VA,307330.0,1.66
2021-04-30,Nashville,TN,412040.0,3.34
2021-04-30,Providence,RI,417300.0,1.46
2021-04-30,Milwaukee,WI,232600.0,2.05
2021-04-30,Jacksonville,FL,328617.0,3.35
2021-04-30,Memphis,TN,248267.0,1.36
2021-04-30,Oklahoma City,OK,313333.0,3.7
2021-04-30,Louisville-Jefferson County,KY,280317.0,3.45
2021-04-30,Hartford,CT,348233.0,2.45
2021-04-30,Richmond,VA,401650.0,0.26
2021-04-30,New Orleans,LA,303767.0,2.82
2021-04-30,Buffalo,NY,258267.0,6.15
2021-04-30,Raleigh,NC,405933.0,1.46
2021-04-30,Birmingham,AL,288233.0,2.11
2021-04-30,Salt Lake City,UT,533300.0,0.94
2021-04-30,Rochester,NY,282400.0,0.59
2021-04-30,Grand Rapids,MI,356467.0,2.56
2021-04-30,Tucson,AZ,364553.0,4.69
2021-04-30,Urban Honolulu,HI,576333.0,0.0
2021-04-30,Tulsa,OK,293800.0,4.42
2021-04-30,Fresno,CA,401617.0,2.42
2021-04-30,Worcester,MA,399900.0,0.0
2021-04-30,Stamford,CT,829000.0,2.01
2021-04-30,Albuquerque,NM,352498.0,1.93
2021-04-30,Albany,NY,308233.0,1.64
2021-04-30,Omaha,NE,340133.0,1.81
2021-04-30,New Haven,CT,339900.0,4.61
2021-04-30,Bakersfield,CA,301631.0,2.96
2021-04-30,Knoxville,TN,328233.0,7.07
2021-04-30,Greenville,SC,298510.0,4.66
2021-04-30,Ventura,CA,943167.0,2.17
2021-04-30,Allentown,PA,344100.0,2.08
2021-04-30,El Paso,TX,234967.0,1.43
2021-04-30,Baton Rouge,LA,284985.0,3.14
2021-04-30,Dayton,OH,231467.0,2.95
2021-04-30,McAllen,TX,238333.0,3.17
2021-04-30,Columbia,SC,255567.0,2.19
2021-04-30,Greensboro,NC,282247.0,2.23
2021-04-30,Akron,OH,186333.0,7.73
2021-04-30,North Port-Sarasota-Bradenton,FL,421000.0,4.21
2021-04-30,Little Rock,AR,226000.0,2.26
2021-04-30,Stockton,CA,501559.0,2.38
2021-04-30,Charleston,SC,445530.0,2.93
2021-04-30,Syracuse,NY,191567.0,3.8
2021-04-30,Colorado Springs,CO,516376.0,4.21
2021-04-30,Winston-Salem,NC,282078.0,0.42
2021-04-30,Wichita,KS,248583.0,1.91
2021-04-30,Springfield,MA,338300.0,6.52
2021-04-30,Fort Myers,FL,374674.5714285714,0.0
2021-04-30,Boise City,ID,505223.0,4.64
2021-04-30,Toledo,OH,197950.0,1.7
2021-04-30,Madison,WI,371233.0,0.25
2021-04-30,Lakeland,FL,298767.0869565217,12.49
2021-04-30,Ogden,UT,499797.0,2.95
2021-04-30,Daytona Beach,FL,313300.0,2.85
2021-04-30,Des Moines,IA,290433.0,2.83
2021-04-30,Provo,UT,509630.0,1.05
2021-04-30,Durham,NC,447800.0,4.46
2021-04-30,Fort Collins,CO,451600.0,0.07
2021-05-31,New York,NY,676333.0,0.0
2021-05-31,Los Angeles-Long Beach-Anaheim,CA,1022798.0,0.28
2021-05-31,Chicago,IL,353267.0,1.91
2021-05-31,Dallas-Fort Worth,TX,379630.0,2.71
2021-05-31,Philadelphia,PA,339967.0,2.0
2021-05-31,Houston,TX,356748.0,3.18
2021-05-31,Washington,DC,534906.0,1.26
2021-05-31,Miami-Fort Lauderdale,FL,464076.0,12.94
2021-05-31,Atlanta,GA,389463.0,4.09
2021-05-31,Boston,MA,697967.0,0.48
2021-05-31,San Francisco,CA,993667.0,0.34
2021-05-31,Detroit,MI,298267.0,3.46
2021-05-31,Riverside,CA,520967.0,2.83
2021-05-31,Phoenix,AZ,436663.0,3.23
2021-05-31,Seattle,WA,698313.0,1.7
2021-05-31,Minneapolis-St Paul,MN,392900.0,0.04
2021-05-31,San Diego,CA,856633.0,0.0
2021-05-31,St. Louis,MO,273933.0,0.86
2021-05-31,Tampa,FL,333830.0,5.04
2021-05-31,Baltimore,MD,372600.0,2.75
2021-05-31,Denver,CO,580093.0,2.95
2021-05-31,Pittsburgh,PA,257050.0,1.97
2021-05-31,Portland,OR,573317.0,3.99
2021-05-31,Charlotte,NC,398663.0,2.75
2021-05-31,Sacramento,CA,598963.0,1.75
2021-05-31,San Antonio,TX,306330.0,1.77
2021-05-31,Orlando,FL,347200.0,2.55
2021-05-31,Cincinnati,OH,361103.0,4.09
2021-05-31,Cleveland,OH,237630.0,3.69
2021-05-31,Kansas City,MO,391967.0,1.97
2021-05-31,Las Vegas,NV,398000.0,6.42
2021-05-31,Columbus,OH,349997.0,1.35
2021-05-31,Indianapolis,IN,300063.0,1.85
2021-05-31,San Jose,CA,1272633.0,1.32
2021-05-31,Austin,TX,477297.0,4.68
2021-05-31,Virginia Beach,VA,310667.0,1.09
2021-05-31,Nashville,TN,424960.0,3.14
2021-05-31,Providence,RI,417267.0,-0.01
2021-05-31,Milwaukee,WI,239267.0,2.87
2021-05-31,Jacksonville,FL,340313.0,3.56
2021-05-31,Memphis,TN,256600.0,3.36
2021-05-31,Oklahoma City,OK,320933.0,2.43
2021-05-31,Louisville-Jefferson County,KY,288283.0,2.84
2021-05-31,Hartford,CT,351567.0,0.96
2021-05-31,Richmond,VA,401633.0,-0.0
2021-05-31,New Orleans,LA,314933.0,3.68
2021-05-31,Buffalo,NY,263300.0,1.95
2021-05-31,Raleigh,NC,410967.0,1.24
2021-05-31,Birmingham,AL,293767.0,1.92
2021-05-31,Salt Lake City,UT,544967.0,2.19
2021-05-31,Rochester,NY,273233.0,-3.25
2021-05-31,Grand Rapids,MI,364626.0,2.29
2021-05-31,Tucson,AZ,376333.0,3.23
2021-05-31,Urban Honolulu,HI,601333.0,4.34
2021-05-31,Tulsa,OK,306196.0,4.22
2021-05-31,Fresno,CA,415813.0,3.53
2021-05-31,Worcester,MA,399900.0,0.0
2021-05-31,Stamford,CT,820833.0,-0.99
2021-05-31,Albuquerque,NM,363030.0,2.99
2021-05-31,Albany,NY,307933.0,-0.1
2021-05-31,Omaha,NE,340133.0,0.0
2021-05-31,New Haven,CT,351567.0,3.43
2021-05-31,Bakersfield,CA,313298.0,3.87
2021-05-31,Knoxville,TN,348233.0,6.09
2021-05-31,Greenville,SC,309510.0,3.68
2021-05-31,Ventura,CA,946667.0,0.37
2021-05-31,Allentown,PA,347293.0,0.93
2021-05-31,El Paso,TX,241300.0,2.7
2021-05-31,Baton Rouge,LA,294682.0,3.4
2021-05-31,Dayton,OH,237467.0,2.59
2021-05-31,McAllen,TX,244667.0,2.66
2021-05-31,Columbia,SC,261400.0,2.28
2021-05-31,Greensboro,NC,288597.0,2.25
2021-05-31,Akron,OH,196333.0,5.37
2021-05-31,North Port-Sarasota-Bradenton,FL,437667.0,3.96
2021-05-31,Little Rock,AR,230967.0,2.2
2021-05-31,Stockton,CA,512283.0,2.14
2021-05-31,Charleston,SC,462330.0,3.77
2021-05-31,Syracuse,NY,199933.0,4.37
2021-05-31,Colorado Springs,CO,537425.0,4.08
2021-05-31,Winston-Salem,NC,283745.0,0.59
2021-05-31,Wichita,KS,243567.0,-2.02
2021-05-31,Springfield,MA,349966.0,3.45
2021-05-31,Fort Myers,FL,374674.5714285714,0.0
2021-05-31,Boise City,ID,528378.0,4.58
2021-05-31,Toledo,OH,196583.0,-0.69
2021-05-31,Madison,WI,373967.0,0.74
2021-05-31,Lakeland,FL,298767.0869565217,0.0
2021-05-31,Ogden,UT,513930.0,2.83
2021-05-31,Daytona Beach,FL,321600.0,2.65
2021-05-31,Des Moines,IA,300100.0,3.33
2021-05-31,Provo,UT,523283.0,2.68
2021-05-31,Durham,NC,464467.0,3.72
2021-05-31,Fort Collins,CO,461008.0,2.08
2021-06-30,New York,NY,669667.0,-0.99
2021-06-30,Los Angeles-Long Beach-Anaheim,CA,1009498.0,-1.3
2021-06-30,Chicago,IL,355267.0,0.57
2021-06-30,Dallas-Fort Worth,TX,388300.0,2.28
2021-06-30,Philadelphia,PA,345963.0,1.76
2021-06-30,Houston,TX,365748.0,2.52
2021-06-30,Washington,DC,540539.0,1.05
2021-06-30,Miami-Fort Lauderdale,FL,464076.0,0.0
2021-06-30,Atlanta,GA,400467.0,2.83
2021-06-30,Boston,MA,699300.0,0.19
2021-06-30,San Francisco,CA,996000.0,0.23
2021-06-30,Detroit,MI,301600.0,1.12
2021-06-30,Riverside,CA,534700.0,2.64
2021-06-30,Phoenix,AZ,447997.0,2.6
2021-06-30,Seattle,WA,705297.0,1.0
2021-06-30,Minneapolis-St Paul,MN,389600.0,-0.84
2021-06-30,San Diego,CA,856300.0,-0.04
2021-06-30,St. Louis,MO,272267.0,-0.61
2021-06-30,Tampa,FL,348000.0,4.24
2021-06-30,Baltimore,MD,374933.0,0.63
2021-06-30,Denver,CO,596615.0,2.85
2021-06-30,Pittsburgh,PA,257080.0,0.01
2021-06-30,Portland,OR,589633.0,2.85
2021-06-30,Charlotte,NC,405163.0,1.63
2021-06-30,Sacramento,CA,615597.0,2.78
2021-06-30,San Antonio,TX,316163.0,3.21
2021-06-30,Orlando,FL,358233.0,3.18
2021-06-30,Cincinnati,OH,365191.0,1.13
2021-06-30,Cleveland,OH,237297.0,-0.14
2021-06-30,Kansas City,MO,390900.0,-0.27
2021-06-30,Las Vegas,NV,417483.0,4.9
2021-06-30,Columbus,OH,348963.0,-0.3
2021-06-30,Indianapolis,IN,301066.0,0.33
2021-06-30,San Jose,CA,1283298.0,0.84
2021-06-30,Austin,TX,492963.0,3.28
2021-06-30,Virginia Beach,VA,310000.0,-0.21
2021-06-30,Nashville,TN,438297.0,3.14
2021-06-30,Providence,RI,428967.0,2.8
2021-06-30,Milwaukee,WI,239267.0,0.0
2021-06-30,Jacksonville,FL,347647.0,2.16
2021-06-30,Memphis,TN,259963.0,1.31
2021-06-30,Oklahoma City,OK,322300.0,0.43
2021-06-30,Louisville-Jefferson County,KY,290950.0,0.93
2021-06-30,Hartford,CT,346600.0,-1.41
2021-06-30,Richmond,VA,396600.0,-1.25
2021-06-30,New Orleans,LA,324633.0,3.08
2021-06-30,Buffalo,NY,261633.0,-0.63
2021-06-30,Raleigh,NC,414997.0,0.98
2021-06-30,Birmingham,AL,296267.0,0.85
2021-06-30,Salt Lake City,UT,559933.0,2.75
2021-06-30,Rochester,NY,261600.0,-4.26
2021-06-30,Grand Rapids,MI,371959.0,2.01
2021-06-30,Tucson,AZ,384333.0,2.13
2021-06-30,Urban Honolulu,HI,624667.0,3.88
2021-06-30,Tulsa,OK,301562.0,-1.51
